"Step","SupervisedLearning_1 - R2/val","SupervisedLearning_1 - R2/val__MIN","SupervisedLearning_1 - R2/val__MAX"
"116","0.5698721408843994","0.5698721408843994","0.5698721408843994"
"117","0.5703022480010986","0.5703022480010986","0.5703022480010986"
"118","0.5701377987861633","0.5701377987861633","0.5701377987861633"
"119","0.5704825520515442","0.5704825520515442","0.5704825520515442"
"120","0.5704222321510315","0.5704222321510315","0.5704222321510315"
"121","0.5702919363975525","0.5702919363975525","0.5702919363975525"
"122","0.5700250267982483","0.5700250267982483","0.5700250267982483"
"123","0.5705771446228027","0.5705771446228027","0.5705771446228027"
"124","0.5709293484687805","0.5709293484687805","0.5709293484687805"
"125","0.5709907412528992","0.5709907412528992","0.5709907412528992"
"126","0.5708873271942139","0.5708873271942139","0.5708873271942139"
"127","0.5712493658065796","0.5712493658065796","0.5712493658065796"
"128","0.5716915130615234","0.5716915130615234","0.5716915130615234"
"129","0.5716626644134521","0.5716626644134521","0.5716626644134521"
"130","0.5715286135673523","0.5715286135673523","0.5715286135673523"
"131","0.5717365145683289","0.5717365145683289","0.5717365145683289"
"132","0.5719130039215088","0.5719130039215088","0.5719130039215088"
"133","0.572384774684906","0.572384774684906","0.572384774684906"
"134","0.5722061991691589","0.5722061991691589","0.5722061991691589"
"135","0.5723641514778137","0.5723641514778137","0.5723641514778137"
"136","0.5724585056304932","0.5724585056304932","0.5724585056304932"
"137","0.5724759697914124","0.5724759697914124","0.5724759697914124"
"138","0.5729369521141052","0.5729369521141052","0.5729369521141052"
"139","0.572583019733429","0.572583019733429","0.572583019733429"
"140","0.5727687478065491","0.5727687478065491","0.5727687478065491"
"141","0.5730093121528625","0.5730093121528625","0.5730093121528625"
"142","0.572858989238739","0.572858989238739","0.572858989238739"
"143","0.5733060240745544","0.5733060240745544","0.5733060240745544"
"144","0.5734201669692993","0.5734201669692993","0.5734201669692993"
"145","0.5732656717300415","0.5732656717300415","0.5732656717300415"
"146","0.5735098719596863","0.5735098719596863","0.5735098719596863"
"147","0.5732267498970032","0.5732267498970032","0.5732267498970032"
"148","0.5737568736076355","0.5737568736076355","0.5737568736076355"
"149","0.5741176605224609","0.5741176605224609","0.5741176605224609"
"150","0.5738798975944519","0.5738798975944519","0.5738798975944519"
"151","0.5739722847938538","0.5739722847938538","0.5739722847938538"
"152","0.5740775465965271","0.5740775465965271","0.5740775465965271"
"153","0.5740059018135071","0.5740059018135071","0.5740059018135071"
"154","0.5740262866020203","0.5740262866020203","0.5740262866020203"
"155","0.5743309855461121","0.5743309855461121","0.5743309855461121"
"156","0.574864387512207","0.574864387512207","0.574864387512207"
"157","0.5744455456733704","0.5744455456733704","0.5744455456733704"
"158","0.5748208165168762","0.5748208165168762","0.5748208165168762"
"159","0.5746267437934875","0.5746267437934875","0.5746267437934875"
"160","0.5747622847557068","0.5747622847557068","0.5747622847557068"
"161","0.5749006271362305","0.5749006271362305","0.5749006271362305"
"162","0.5748254656791687","0.5748254656791687","0.5748254656791687"
"163","0.5752562284469604","0.5752562284469604","0.5752562284469604"
"164","0.574965238571167","0.574965238571167","0.574965238571167"
"165","0.5752641558647156","0.5752641558647156","0.5752641558647156"
"166","0.5754894614219666","0.5754894614219666","0.5754894614219666"
"167","0.5754186511039734","0.5754186511039734","0.5754186511039734"
"168","0.5757372379302979","0.5757372379302979","0.5757372379302979"
"169","0.5755294561386108","0.5755294561386108","0.5755294561386108"
"170","0.5752773284912109","0.5752773284912109","0.5752773284912109"
"171","0.5757357478141785","0.5757357478141785","0.5757357478141785"
"172","0.5755195021629333","0.5755195021629333","0.5755195021629333"
"173","0.5756434798240662","0.5756434798240662","0.5756434798240662"
"174","0.5761750340461731","0.5761750340461731","0.5761750340461731"
"175","0.5760789513587952","0.5760789513587952","0.5760789513587952"
"176","0.5762123465538025","0.5762123465538025","0.5762123465538025"
"177","0.5764060616493225","0.5764060616493225","0.5764060616493225"
"178","0.5763741135597229","0.5763741135597229","0.5763741135597229"
"179","0.5764259696006775","0.5764259696006775","0.5764259696006775"
"180","0.5767170786857605","0.5767170786857605","0.5767170786857605"
"181","0.5764335989952087","0.5764335989952087","0.5764335989952087"
"182","0.5766953825950623","0.5766953825950623","0.5766953825950623"
"183","0.5766716003417969","0.5766716003417969","0.5766716003417969"
"184","0.5768573880195618","0.5768573880195618","0.5768573880195618"
"185","0.5767967700958252","0.5767967700958252","0.5767967700958252"
"186","0.5768750905990601","0.5768750905990601","0.5768750905990601"
"187","0.5766585469245911","0.5766585469245911","0.5766585469245911"
"188","0.5769236087799072","0.5769236087799072","0.5769236087799072"
"189","0.577078104019165","0.577078104019165","0.577078104019165"
"190","0.5768420696258545","0.5768420696258545","0.5768420696258545"
"191","0.5773581862449646","0.5773581862449646","0.5773581862449646"
"192","0.5774145722389221","0.5774145722389221","0.5774145722389221"
"193","0.5774517059326172","0.5774517059326172","0.5774517059326172"
"194","0.577464759349823","0.577464759349823","0.577464759349823"
"195","0.5777632594108582","0.5777632594108582","0.5777632594108582"
"196","0.5778409838676453","0.5778409838676453","0.5778409838676453"
"197","0.5774624943733215","0.5774624943733215","0.5774624943733215"
"198","0.5778109431266785","0.5778109431266785","0.5778109431266785"
"199","0.5774977803230286","0.5774977803230286","0.5774977803230286"
"200","0.5778350830078125","0.5778350830078125","0.5778350830078125"
"201","0.5777958035469055","0.5777958035469055","0.5777958035469055"
"202","0.5781722664833069","0.5781722664833069","0.5781722664833069"
"203","0.5780222415924072","0.5780222415924072","0.5780222415924072"
"204","0.5780706405639648","0.5780706405639648","0.5780706405639648"
"205","0.5780971050262451","0.5780971050262451","0.5780971050262451"
"206","0.5781885385513306","0.5781885385513306","0.5781885385513306"
"207","0.578227162361145","0.578227162361145","0.578227162361145"
"208","0.5784310698509216","0.5784310698509216","0.5784310698509216"
"209","0.5782042741775513","0.5782042741775513","0.5782042741775513"
"210","0.578534722328186","0.578534722328186","0.578534722328186"
"211","0.5777174234390259","0.5777174234390259","0.5777174234390259"
"212","0.5782790780067444","0.5782790780067444","0.5782790780067444"
"213","0.5786311626434326","0.5786311626434326","0.5786311626434326"
"214","0.5785860419273376","0.5785860419273376","0.5785860419273376"
"215","0.5788944363594055","0.5788944363594055","0.5788944363594055"
"216","0.5788817405700684","0.5788817405700684","0.5788817405700684"
"217","0.5788891315460205","0.5788891315460205","0.5788891315460205"
"218","0.5789558291435242","0.5789558291435242","0.5789558291435242"
"219","0.5789772868156433","0.5789772868156433","0.5789772868156433"
"220","0.5789540410041809","0.5789540410041809","0.5789540410041809"
"221","0.5790466666221619","0.5790466666221619","0.5790466666221619"
"222","0.5791515707969666","0.5791515707969666","0.5791515707969666"
"223","0.5793049931526184","0.5793049931526184","0.5793049931526184"
"224","0.5790322422981262","0.5790322422981262","0.5790322422981262"
"225","0.5792304873466492","0.5792304873466492","0.5792304873466492"
"226","0.5793994069099426","0.5793994069099426","0.5793994069099426"
"227","0.5792232155799866","0.5792232155799866","0.5792232155799866"
"228","0.5791801810264587","0.5791801810264587","0.5791801810264587"
"229","0.5793765187263489","0.5793765187263489","0.5793765187263489"
"230","0.5794768929481506","0.5794768929481506","0.5794768929481506"
"231","0.5796990394592285","0.5796990394592285","0.5796990394592285"
"232","0.5793795585632324","0.5793795585632324","0.5793795585632324"
"233","0.579664945602417","0.579664945602417","0.579664945602417"
"234","0.5796346068382263","0.5796346068382263","0.5796346068382263"
"235","0.5797416567802429","0.5797416567802429","0.5797416567802429"
"236","0.5798586010932922","0.5798586010932922","0.5798586010932922"
"237","0.579596221446991","0.579596221446991","0.579596221446991"
"238","0.5796738266944885","0.5796738266944885","0.5796738266944885"
"239","0.5800085067749023","0.5800085067749023","0.5800085067749023"
"240","0.5799083113670349","0.5799083113670349","0.5799083113670349"
"241","0.5798879265785217","0.5798879265785217","0.5798879265785217"
"242","0.5797913670539856","0.5797913670539856","0.5797913670539856"
"243","0.5799670219421387","0.5799670219421387","0.5799670219421387"
"244","0.5798313021659851","0.5798313021659851","0.5798313021659851"
"245","0.5803113579750061","0.5803113579750061","0.5803113579750061"
"246","0.5801814198493958","0.5801814198493958","0.5801814198493958"
"247","0.5803501605987549","0.5803501605987549","0.5803501605987549"
"248","0.5804904103279114","0.5804904103279114","0.5804904103279114"
"249","0.5803285241127014","0.5803285241127014","0.5803285241127014"
"250","0.5802817940711975","0.5802817940711975","0.5802817940711975"
"251","0.5805310606956482","0.5805310606956482","0.5805310606956482"
"252","0.5803595185279846","0.5803595185279846","0.5803595185279846"
"253","0.5805177092552185","0.5805177092552185","0.5805177092552185"
"254","0.5805806517601013","0.5805806517601013","0.5805806517601013"
"255","0.5804451107978821","0.5804451107978821","0.5804451107978821"
"256","0.5806304812431335","0.5806304812431335","0.5806304812431335"
"257","0.5809862017631531","0.5809862017631531","0.5809862017631531"
"258","0.5808861255645752","0.5808861255645752","0.5808861255645752"
"259","0.5807148814201355","0.5807148814201355","0.5807148814201355"
"260","0.5808203816413879","0.5808203816413879","0.5808203816413879"
"261","0.5812485814094543","0.5812485814094543","0.5812485814094543"
"262","0.5808799266815186","0.5808799266815186","0.5808799266815186"
"263","0.5811074376106262","0.5811074376106262","0.5811074376106262"
"264","0.5808412432670593","0.5808412432670593","0.5808412432670593"
"265","0.5809846520423889","0.5809846520423889","0.5809846520423889"
"266","0.5811080932617188","0.5811080932617188","0.5811080932617188"
"267","0.5810204148292542","0.5810204148292542","0.5810204148292542"
"268","0.5814279913902283","0.5814279913902283","0.5814279913902283"
"269","0.5810044407844543","0.5810044407844543","0.5810044407844543"
"270","0.5811288952827454","0.5811288952827454","0.5811288952827454"
"271","0.581200361251831","0.581200361251831","0.581200361251831"
"272","0.5812129974365234","0.5812129974365234","0.5812129974365234"
"273","0.5812766551971436","0.5812766551971436","0.5812766551971436"
"274","0.5813652873039246","0.5813652873039246","0.5813652873039246"
"275","0.5813648700714111","0.5813648700714111","0.5813648700714111"
"276","0.5815727114677429","0.5815727114677429","0.5815727114677429"
"277","0.5812695622444153","0.5812695622444153","0.5812695622444153"
"278","0.5815447568893433","0.5815447568893433","0.5815447568893433"
"279","0.581611692905426","0.581611692905426","0.581611692905426"
"280","0.5816039443016052","0.5816039443016052","0.5816039443016052"
"281","0.5816169381141663","0.5816169381141663","0.5816169381141663"
"282","0.5816126465797424","0.5816126465797424","0.5816126465797424"
"283","0.5816085338592529","0.5816085338592529","0.5816085338592529"
"284","0.5816076397895813","0.5816076397895813","0.5816076397895813"
"285","0.5820835828781128","0.5820835828781128","0.5820835828781128"
"286","0.5819059014320374","0.5819059014320374","0.5819059014320374"
"287","0.5815117359161377","0.5815117359161377","0.5815117359161377"
"288","0.581900417804718","0.581900417804718","0.581900417804718"
"289","0.5817282795906067","0.5817282795906067","0.5817282795906067"
"290","0.5821014046669006","0.5821014046669006","0.5821014046669006"
"291","0.5820938944816589","0.5820938944816589","0.5820938944816589"
"292","0.5819198489189148","0.5819198489189148","0.5819198489189148"
"293","0.5819732546806335","0.5819732546806335","0.5819732546806335"
"294","0.5820912718772888","0.5820912718772888","0.5820912718772888"
"295","0.5818712711334229","0.5818712711334229","0.5818712711334229"
"296","0.5821637511253357","0.5821637511253357","0.5821637511253357"
"297","0.5820477604866028","0.5820477604866028","0.5820477604866028"
"298","0.582382082939148","0.582382082939148","0.582382082939148"
"299","0.5821662545204163","0.5821662545204163","0.5821662545204163"
"300","0.5822510719299316","0.5822510719299316","0.5822510719299316"
"301","0.5823820233345032","0.5823820233345032","0.5823820233345032"
"302","0.5824043154716492","0.5824043154716492","0.5824043154716492"
"303","0.5824355483055115","0.5824355483055115","0.5824355483055115"
"304","0.5822973847389221","0.5822973847389221","0.5822973847389221"
"305","0.5822806358337402","0.5822806358337402","0.5822806358337402"
"306","0.5823860764503479","0.5823860764503479","0.5823860764503479"
"307","0.5825543403625488","0.5825543403625488","0.5825543403625488"
"308","0.5825003981590271","0.5825003981590271","0.5825003981590271"
"309","0.5826241374015808","0.5826241374015808","0.5826241374015808"
"310","0.5827288031578064","0.5827288031578064","0.5827288031578064"
"311","0.5827999711036682","0.5827999711036682","0.5827999711036682"
"312","0.5826752781867981","0.5826752781867981","0.5826752781867981"
"313","0.5826131701469421","0.5826131701469421","0.5826131701469421"
"314","0.5827555060386658","0.5827555060386658","0.5827555060386658"
"315","0.5822811722755432","0.5822811722755432","0.5822811722755432"
"316","0.5826722979545593","0.5826722979545593","0.5826722979545593"
"317","0.5828033089637756","0.5828033089637756","0.5828033089637756"
"318","0.5828832983970642","0.5828832983970642","0.5828832983970642"
"319","0.5827043056488037","0.5827043056488037","0.5827043056488037"
"320","0.5826735496520996","0.5826735496520996","0.5826735496520996"
"321","0.5827681422233582","0.5827681422233582","0.5827681422233582"
"322","0.583038866519928","0.583038866519928","0.583038866519928"
"323","0.5830643773078918","0.5830643773078918","0.5830643773078918"
"324","0.5829514265060425","0.5829514265060425","0.5829514265060425"
"325","0.5829195380210876","0.5829195380210876","0.5829195380210876"
"326","0.5830233693122864","0.5830233693122864","0.5830233693122864"
"327","0.5831363201141357","0.5831363201141357","0.5831363201141357"
"328","0.5830290913581848","0.5830290913581848","0.5830290913581848"
"329","0.583025336265564","0.583025336265564","0.583025336265564"
"330","0.5833620429039001","0.5833620429039001","0.5833620429039001"
"331","0.5830653309822083","0.5830653309822083","0.5830653309822083"
"332","0.5829381346702576","0.5829381346702576","0.5829381346702576"
"333","0.5832129120826721","0.5832129120826721","0.5832129120826721"
"334","0.5833317637443542","0.5833317637443542","0.5833317637443542"
"335","0.583313524723053","0.583313524723053","0.583313524723053"
"336","0.5832988619804382","0.5832988619804382","0.5832988619804382"
"337","0.583268940448761","0.583268940448761","0.583268940448761"
"338","0.5832104682922363","0.5832104682922363","0.5832104682922363"
"339","0.5833459496498108","0.5833459496498108","0.5833459496498108"
"340","0.5833127498626709","0.5833127498626709","0.5833127498626709"
"341","0.5834611058235168","0.5834611058235168","0.5834611058235168"
"342","0.5831671357154846","0.5831671357154846","0.5831671357154846"
"343","0.5836524367332458","0.5836524367332458","0.5836524367332458"
"344","0.5833182334899902","0.5833182334899902","0.5833182334899902"
"345","0.5833897590637207","0.5833897590637207","0.5833897590637207"
"346","0.5837717652320862","0.5837717652320862","0.5837717652320862"
"347","0.583745539188385","0.583745539188385","0.583745539188385"
"348","0.5834140181541443","0.5834140181541443","0.5834140181541443"
"349","0.5834309458732605","0.5834309458732605","0.5834309458732605"
"350","0.5837073922157288","0.5837073922157288","0.5837073922157288"
"351","0.5836319327354431","0.5836319327354431","0.5836319327354431"
"352","0.5836182236671448","0.5836182236671448","0.5836182236671448"
"353","0.5835801959037781","0.5835801959037781","0.5835801959037781"
"354","0.5838912129402161","0.5838912129402161","0.5838912129402161"
"355","0.5838439464569092","0.5838439464569092","0.5838439464569092"
"356","0.5835556983947754","0.5835556983947754","0.5835556983947754"
"357","0.5838159918785095","0.5838159918785095","0.5838159918785095"
"358","0.584239661693573","0.584239661693573","0.584239661693573"
"359","0.5840179920196533","0.5840179920196533","0.5840179920196533"
"360","0.5839322209358215","0.5839322209358215","0.5839322209358215"
"361","0.5838754177093506","0.5838754177093506","0.5838754177093506"
"362","0.5836958289146423","0.5836958289146423","0.5836958289146423"
"363","0.5839326977729797","0.5839326977729797","0.5839326977729797"
"364","0.5839174389839172","0.5839174389839172","0.5839174389839172"
"365","0.5840067267417908","0.5840067267417908","0.5840067267417908"
"366","0.5841763615608215","0.5841763615608215","0.5841763615608215"
"367","0.5837438702583313","0.5837438702583313","0.5837438702583313"
"368","0.584209144115448","0.584209144115448","0.584209144115448"
"369","0.5838865637779236","0.5838865637779236","0.5838865637779236"
"370","0.5839982628822327","0.5839982628822327","0.5839982628822327"
"371","0.5840062499046326","0.5840062499046326","0.5840062499046326"
"372","0.5840782523155212","0.5840782523155212","0.5840782523155212"
"373","0.5841071605682373","0.5841071605682373","0.5841071605682373"
"374","0.5843233466148376","0.5843233466148376","0.5843233466148376"
"375","0.5842247009277344","0.5842247009277344","0.5842247009277344"
"376","0.5842482447624207","0.5842482447624207","0.5842482447624207"
"377","0.5841636657714844","0.5841636657714844","0.5841636657714844"
"378","0.5838848948478699","0.5838848948478699","0.5838848948478699"
"379","0.5842494964599609","0.5842494964599609","0.5842494964599609"
"380","0.5842194557189941","0.5842194557189941","0.5842194557189941"
"381","0.5842538475990295","0.5842538475990295","0.5842538475990295"
"382","0.584341824054718","0.584341824054718","0.584341824054718"
"383","0.5842249989509583","0.5842249989509583","0.5842249989509583"
"384","0.5844378471374512","0.5844378471374512","0.5844378471374512"
"385","0.5845685005187988","0.5845685005187988","0.5845685005187988"
"386","0.5842083096504211","0.5842083096504211","0.5842083096504211"
"387","0.5843338370323181","0.5843338370323181","0.5843338370323181"
"388","0.5840826630592346","0.5840826630592346","0.5840826630592346"
"389","0.5846138596534729","0.5846138596534729","0.5846138596534729"
"390","0.5845302939414978","0.5845302939414978","0.5845302939414978"
"391","0.5843518376350403","0.5843518376350403","0.5843518376350403"
"392","0.5842151045799255","0.5842151045799255","0.5842151045799255"
"393","0.5844666361808777","0.5844666361808777","0.5844666361808777"
"394","0.5843509435653687","0.5843509435653687","0.5843509435653687"
"395","0.5842706561088562","0.5842706561088562","0.5842706561088562"
"396","0.584544837474823","0.584544837474823","0.584544837474823"
"397","0.5843655467033386","0.5843655467033386","0.5843655467033386"
"398","0.5844950079917908","0.5844950079917908","0.5844950079917908"
"399","0.5844911932945251","0.5844911932945251","0.5844911932945251"
"400","0.5845975875854492","0.5845975875854492","0.5845975875854492"
"401","0.5846796035766602","0.5846796035766602","0.5846796035766602"
"402","0.5848047733306885","0.5848047733306885","0.5848047733306885"
"403","0.584581196308136","0.584581196308136","0.584581196308136"
"404","0.5843982696533203","0.5843982696533203","0.5843982696533203"
"405","0.584667980670929","0.584667980670929","0.584667980670929"
"406","0.5846622586250305","0.5846622586250305","0.5846622586250305"
"407","0.5849358439445496","0.5849358439445496","0.5849358439445496"
"408","0.5846747756004333","0.5846747756004333","0.5846747756004333"
"409","0.5847923159599304","0.5847923159599304","0.5847923159599304"
"410","0.5846821665763855","0.5846821665763855","0.5846821665763855"
"411","0.5846738815307617","0.5846738815307617","0.5846738815307617"
"412","0.5848072171211243","0.5848072171211243","0.5848072171211243"
"413","0.5848373770713806","0.5848373770713806","0.5848373770713806"
"414","0.5849096775054932","0.5849096775054932","0.5849096775054932"
"415","0.5846793055534363","0.5846793055534363","0.5846793055534363"
"416","0.5846783518791199","0.5846783518791199","0.5846783518791199"
"417","0.5848650336265564","0.5848650336265564","0.5848650336265564"
"418","0.5848097205162048","0.5848097205162048","0.5848097205162048"
"419","0.58502197265625","0.58502197265625","0.58502197265625"
"420","0.5849457383155823","0.5849457383155823","0.5849457383155823"
"421","0.5849218368530273","0.5849218368530273","0.5849218368530273"
"422","0.5850897431373596","0.5850897431373596","0.5850897431373596"
"423","0.5849233269691467","0.5849233269691467","0.5849233269691467"
"424","0.5850691199302673","0.5850691199302673","0.5850691199302673"
"425","0.5851560235023499","0.5851560235023499","0.5851560235023499"
"426","0.5850887894630432","0.5850887894630432","0.5850887894630432"
"427","0.5851641297340393","0.5851641297340393","0.5851641297340393"
"428","0.5848626494407654","0.5848626494407654","0.5848626494407654"
"429","0.5849542021751404","0.5849542021751404","0.5849542021751404"
"430","0.5848328471183777","0.5848328471183777","0.5848328471183777"
"431","0.5851505398750305","0.5851505398750305","0.5851505398750305"
"432","0.5850936770439148","0.5850936770439148","0.5850936770439148"
"433","0.5849360823631287","0.5849360823631287","0.5849360823631287"
"434","0.5850456357002258","0.5850456357002258","0.5850456357002258"
"435","0.5850355625152588","0.5850355625152588","0.5850355625152588"
"436","0.5849705338478088","0.5849705338478088","0.5849705338478088"
"437","0.584830105304718","0.584830105304718","0.584830105304718"
"438","0.5849992632865906","0.5849992632865906","0.5849992632865906"
"439","0.5854005217552185","0.5854005217552185","0.5854005217552185"
"440","0.5853235125541687","0.5853235125541687","0.5853235125541687"
"441","0.5848164558410645","0.5848164558410645","0.5848164558410645"
"442","0.585210382938385","0.585210382938385","0.585210382938385"
"443","0.5853264927864075","0.5853264927864075","0.5853264927864075"
"444","0.5853564739227295","0.5853564739227295","0.5853564739227295"
"445","0.5852851271629333","0.5852851271629333","0.5852851271629333"
"446","0.5851855278015137","0.5851855278015137","0.5851855278015137"
"447","0.585300087928772","0.585300087928772","0.585300087928772"
"448","0.5852131843566895","0.5852131843566895","0.5852131843566895"
"449","0.5852802395820618","0.5852802395820618","0.5852802395820618"
