"Step","SupervisedLearning_1 - Loss/train","SupervisedLearning_1 - Loss/train__MIN","SupervisedLearning_1 - Loss/train__MAX"
"86","0.005263235167755435","0.005263235167755435","0.005263235167755435"
"87","0.00523425644011392","0.00523425644011392","0.00523425644011392"
"88","0.0052412829439466195","0.0052412829439466195","0.0052412829439466195"
"89","0.0052239279029890895","0.0052239279029890895","0.0052239279029890895"
"90","0.0052112749496397255","0.0052112749496397255","0.0052112749496397255"
"91","0.00520485714271975","0.00520485714271975","0.00520485714271975"
"92","0.00519257004877242","0.00519257004877242","0.00519257004877242"
"93","0.005188629453186877","0.005188629453186877","0.005188629453186877"
"94","0.005177530993629868","0.005177530993629868","0.005177530993629868"
"95","0.005166033234369631","0.005166033234369631","0.005166033234369631"
"96","0.005144573345508737","0.005144573345508737","0.005144573345508737"
"97","0.005140813441054585","0.005140813441054585","0.005140813441054585"
"98","0.005141342669958249","0.005141342669958249","0.005141342669958249"
"99","0.005123637233433935","0.005123637233433935","0.005123637233433935"
"100","0.005122322496996882","0.005122322496996882","0.005122322496996882"
"101","0.005109434054854016","0.005109434054854016","0.005109434054854016"
"102","0.005091866623843089","0.005091866623843089","0.005091866623843089"
"103","0.005096263931288074","0.005096263931288074","0.005096263931288074"
"104","0.005090488732093945","0.005090488732093945","0.005090488732093945"
"105","0.0050806101789930835","0.0050806101789930835","0.0050806101789930835"
"106","0.0050717801447414486","0.0050717801447414486","0.0050717801447414486"
"107","0.005059941385601026","0.005059941385601026","0.005059941385601026"
"108","0.005039981357792082","0.005039981357792082","0.005039981357792082"
"109","0.005049587600903275","0.005049587600903275","0.005049587600903275"
"110","0.005043059592329276","0.005043059592329276","0.005043059592329276"
"111","0.005021694635312694","0.005021694635312694","0.005021694635312694"
"112","0.005030475920648314","0.005030475920648314","0.005030475920648314"
"113","0.005009539168289241","0.005009539168289241","0.005009539168289241"
"114","0.005003819091749999","0.005003819091749999","0.005003819091749999"
"115","0.004995671658737895","0.004995671658737895","0.004995671658737895"
"116","0.004991062494809739","0.004991062494809739","0.004991062494809739"
"117","0.00498270752238265","0.00498270752238265","0.00498270752238265"
"118","0.0049835060150750605","0.0049835060150750605","0.0049835060150750605"
"119","0.004971122635955301","0.004971122635955301","0.004971122635955301"
"120","0.004952143712822969","0.004952143712822969","0.004952143712822969"
"121","0.00496735507719374","0.00496735507719374","0.00496735507719374"
"122","0.004962028683318446","0.004962028683318446","0.004962028683318446"
"123","0.004943908876157366","0.004943908876157366","0.004943908876157366"
"124","0.004933604412750962","0.004933604412750962","0.004933604412750962"
"125","0.004933543624550414","0.004933543624550414","0.004933543624550414"
"126","0.004936804868824159","0.004936804868824159","0.004936804868824159"
"127","0.004919128705902646","0.004919128705902646","0.004919128705902646"
"128","0.004919293258960049","0.004919293258960049","0.004919293258960049"
"129","0.004905412206426263","0.004905412206426263","0.004905412206426263"
"130","0.004904942630673759","0.004904942630673759","0.004904942630673759"
"131","0.004897616051797134","0.004897616051797134","0.004897616051797134"
"132","0.004894358033197932","0.004894358033197932","0.004894358033197932"
"133","0.004892537423681158","0.004892537423681158","0.004892537423681158"
"134","0.004872833941287051","0.004872833941287051","0.004872833941287051"
"135","0.004865892352730346","0.004865892352730346","0.004865892352730346"
"136","0.0048777552680500475","0.0048777552680500475","0.0048777552680500475"
"137","0.004858810129614237","0.004858810129614237","0.004858810129614237"
"138","0.00485783602440885","0.00485783602440885","0.00485783602440885"
"139","0.0048477408951536445","0.0048477408951536445","0.0048477408951536445"
"140","0.004845636062479268","0.004845636062479268","0.004845636062479268"
"141","0.004834080963822392","0.004834080963822392","0.004834080963822392"
"142","0.004838404725887813","0.004838404725887813","0.004838404725887813"
"143","0.0048432466622519614","0.0048432466622519614","0.0048432466622519614"
"144","0.004822146870234671","0.004822146870234671","0.004822146870234671"
"145","0.004821537537888314","0.004821537537888314","0.004821537537888314"
"146","0.004815124571905471","0.004815124571905471","0.004815124571905471"
"147","0.004812352145866801","0.004812352145866801","0.004812352145866801"
"148","0.0048102957516675815","0.0048102957516675815","0.0048102957516675815"
"149","0.00480256569183742","0.00480256569183742","0.00480256569183742"
"150","0.004810008128212455","0.004810008128212455","0.004810008128212455"
"151","0.004792754397688744","0.004792754397688744","0.004792754397688744"
"152","0.00479080658503032","0.00479080658503032","0.00479080658503032"
"153","0.004782658686356929","0.004782658686356929","0.004782658686356929"
"154","0.0047732347205358865","0.0047732347205358865","0.0047732347205358865"
"155","0.004770436867450674","0.004770436867450674","0.004770436867450674"
"156","0.004776488717955847","0.004776488717955847","0.004776488717955847"
"157","0.004764869605423883","0.004764869605423883","0.004764869605423883"
"158","0.004758932792659228","0.004758932792659228","0.004758932792659228"
"159","0.004764266360628729","0.004764266360628729","0.004764266360628729"
"160","0.004750470305831793","0.004750470305831793","0.004750470305831793"
"161","0.004748436525308837","0.004748436525308837","0.004748436525308837"
"162","0.004737578730176513","0.004737578730176513","0.004737578730176513"
"163","0.004736807439864303","0.004736807439864303","0.004736807439864303"
"164","0.004736267782088059","0.004736267782088059","0.004736267782088059"
"165","0.004730131962181379","0.004730131962181379","0.004730131962181379"
"166","0.004726563585184825","0.004726563585184825","0.004726563585184825"
"167","0.0047217921625512345","0.0047217921625512345","0.0047217921625512345"
"168","0.004710994316459012","0.004710994316459012","0.004710994316459012"
"169","0.004708919193944894","0.004708919193944894","0.004708919193944894"
"170","0.004708370931136112","0.004708370931136112","0.004708370931136112"
"171","0.004701391235964063","0.004701391235964063","0.004701391235964063"
"172","0.004715348254345979","0.004715348254345979","0.004715348254345979"
"173","0.004702529011410661","0.004702529011410661","0.004702529011410661"
"174","0.004696795731433667","0.004696795731433667","0.004696795731433667"
"175","0.004694550181739032","0.004694550181739032","0.004694550181739032"
"176","0.004682980230427347","0.004682980230427347","0.004682980230427347"
"177","0.0046926080249249935","0.0046926080249249935","0.0046926080249249935"
"178","0.004676335336019595","0.004676335336019595","0.004676335336019595"
"179","0.0046837147092446685","0.0046837147092446685","0.0046837147092446685"
"180","0.004665762646861064","0.004665762646861064","0.004665762646861064"
"181","0.004670267832504275","0.004670267832504275","0.004670267832504275"
"182","0.0046624487537580235","0.0046624487537580235","0.0046624487537580235"
"183","0.004648918635211885","0.004648918635211885","0.004648918635211885"
"184","0.004668202765363579","0.004668202765363579","0.004668202765363579"
"185","0.004658601392293349","0.004658601392293349","0.004658601392293349"
"186","0.004648386612340498","0.004648386612340498","0.004648386612340498"
"187","0.004658930731238797","0.004658930731238797","0.004658930731238797"
"188","0.004653421143302694","0.004653421143302694","0.004653421143302694"
"189","0.004641487340753277","0.004641487340753277","0.004641487340753277"
"190","0.004635756655867833","0.004635756655867833","0.004635756655867833"
"191","0.004644580107803146","0.004644580107803146","0.004644580107803146"
"192","0.004631101367219041","0.004631101367219041","0.004631101367219041"
"193","0.004635449363073955","0.004635449363073955","0.004635449363073955"
"194","0.004626568096379439","0.004626568096379439","0.004626568096379439"
"195","0.004618572968562755","0.004618572968562755","0.004618572968562755"
"196","0.00461614892022529","0.00461614892022529","0.00461614892022529"
"197","0.004621242779345873","0.004621242779345873","0.004621242779345873"
"198","0.004611768590014738","0.004611768590014738","0.004611768590014738"
"199","0.004620576723633955","0.004620576723633955","0.004620576723633955"
"200","0.004603087067759286","0.004603087067759286","0.004603087067759286"
"201","0.004603272512516317","0.004603272512516317","0.004603272512516317"
"202","0.004595238041171494","0.004595238041171494","0.004595238041171494"
"203","0.004592277793562971","0.004592277793562971","0.004592277793562971"
"204","0.004589358965555827","0.004589358965555827","0.004589358965555827"
"205","0.004587544152551952","0.004587544152551952","0.004587544152551952"
"206","0.004590058728354052","0.004590058728354052","0.004590058728354052"
"207","0.004590177821228281","0.004590177821228281","0.004590177821228281"
"208","0.004581691498363701","0.004581691498363701","0.004581691498363701"
"209","0.004581386301045616","0.004581386301045616","0.004581386301045616"
"210","0.004584500551573001","0.004584500551573001","0.004584500551573001"
"211","0.004577570856781676","0.004577570856781676","0.004577570856781676"
"212","0.004570525876867275","0.004570525876867275","0.004570525876867275"
"213","0.0045644833201852935","0.0045644833201852935","0.0045644833201852935"
"214","0.004575861249274264","0.004575861249274264","0.004575861249274264"
"215","0.00457088904416499","0.00457088904416499","0.00457088904416499"
"216","0.004564388499905665","0.004564388499905665","0.004564388499905665"
"217","0.0045532975006305305","0.0045532975006305305","0.0045532975006305305"
"218","0.004557885714651396","0.004557885714651396","0.004557885714651396"
"219","0.0045563286112155765","0.0045563286112155765","0.0045563286112155765"
"220","0.004545365038211457","0.004545365038211457","0.004545365038211457"
"221","0.004544368256271507","0.004544368256271507","0.004544368256271507"
"222","0.0045392588508548215","0.0045392588508548215","0.0045392588508548215"
"223","0.004540735031090056","0.004540735031090056","0.004540735031090056"
"224","0.004546531029821684","0.004546531029821684","0.004546531029821684"
"225","0.004532778063245739","0.004532778063245739","0.004532778063245739"
"226","0.004524605436017737","0.004524605436017737","0.004524605436017737"
"227","0.004532911950567116","0.004532911950567116","0.004532911950567116"
"228","0.004533222299263191","0.004533222299263191","0.004533222299263191"
"229","0.004534346201883939","0.004534346201883939","0.004534346201883939"
"230","0.004518910859284612","0.004518910859284612","0.004518910859284612"
"231","0.00453455083091588","0.00453455083091588","0.00453455083091588"
"232","0.004513818479608744","0.004513818479608744","0.004513818479608744"
"233","0.00452381305998036","0.00452381305998036","0.00452381305998036"
"234","0.004519344064950322","0.004519344064950322","0.004519344064950322"
"235","0.004512535442093697","0.004512535442093697","0.004512535442093697"
"236","0.004506421547072629","0.004506421547072629","0.004506421547072629"
"237","0.004514053250507762","0.004514053250507762","0.004514053250507762"
"238","0.004504948282071079","0.004504948282071079","0.004504948282071079"
"239","0.004510498673577483","0.004510498673577483","0.004510498673577483"
"240","0.004501722563873045","0.004501722563873045","0.004501722563873045"
"241","0.004491171033199255","0.004491171033199255","0.004491171033199255"
"242","0.004503764532273635","0.004503764532273635","0.004503764532273635"
"243","0.004488364870970448","0.004488364870970448","0.004488364870970448"
"244","0.004501897152901317","0.004501897152901317","0.004501897152901317"
"245","0.004481385971303098","0.004481385971303098","0.004481385971303098"
"246","0.0044977774523431435","0.0044977774523431435","0.0044977774523431435"
"247","0.004485364867529522","0.004485364867529522","0.004485364867529522"
"248","0.004478466614576367","0.004478466614576367","0.004478466614576367"
"249","0.004488698366913013","0.004488698366913013","0.004488698366913013"
"250","0.004479923503822647","0.004479923503822647","0.004479923503822647"
"251","0.004479801073709193","0.004479801073709193","0.004479801073709193"
"252","0.004475402636065458","0.004475402636065458","0.004475402636065458"
"253","0.004469397996823925","0.004469397996823925","0.004469397996823925"
"254","0.0044787386286770925","0.0044787386286770925","0.0044787386286770925"
"255","0.004466404493238467","0.004466404493238467","0.004466404493238467"
"256","0.004471887315351826","0.004471887315351826","0.004471887315351826"
"257","0.004471730833756737","0.004471730833756737","0.004471730833756737"
"258","0.004462366996449418","0.004462366996449418","0.004462366996449418"
"259","0.004464073363730374","0.004464073363730374","0.004464073363730374"
"260","0.004463139315096972","0.004463139315096972","0.004463139315096972"
"261","0.00445955857867375","0.00445955857867375","0.00445955857867375"
"262","0.004453214724586966","0.004453214724586966","0.004453214724586966"
"263","0.004447181073677105","0.004447181073677105","0.004447181073677105"
"264","0.004455310253736873","0.004455310253736873","0.004455310253736873"
"265","0.0044539365626405925","0.0044539365626405925","0.0044539365626405925"
"266","0.004443926261349891","0.004443926261349891","0.004443926261349891"
"267","0.004458642006890538","0.004458642006890538","0.004458642006890538"
"268","0.004434321114482979","0.004434321114482979","0.004434321114482979"
"269","0.00443892440913866","0.00443892440913866","0.00443892440913866"
"270","0.0044388389311886085","0.0044388389311886085","0.0044388389311886085"
"271","0.004425681972255309","0.004425681972255309","0.004425681972255309"
"272","0.004429564229212701","0.004429564229212701","0.004429564229212701"
"273","0.004432518966495991","0.004432518966495991","0.004432518966495991"
"274","0.004430172348899457","0.004430172348899457","0.004430172348899457"
"275","0.004428106253423418","0.004428106253423418","0.004428106253423418"
"276","0.004426837045078476","0.004426837045078476","0.004426837045078476"
"277","0.0044210850513384985","0.0044210850513384985","0.0044210850513384985"
"278","0.004428570357655796","0.004428570357655796","0.004428570357655796"
"279","0.004418144802912138","0.004418144802912138","0.004418144802912138"
"280","0.004421986717109879","0.004421986717109879","0.004421986717109879"
"281","0.004414407434524037","0.004414407434524037","0.004414407434524037"
"282","0.004410741312312894","0.004410741312312894","0.004410741312312894"
"283","0.004409597740353395","0.004409597740353395","0.004409597740353395"
"284","0.004411185912128228","0.004411185912128228","0.004411185912128228"
"285","0.0044176733936183155","0.0044176733936183155","0.0044176733936183155"
"286","0.004408556308286886","0.004408556308286886","0.004408556308286886"
"287","0.004400496594219779","0.004400496594219779","0.004400496594219779"
"288","0.004418297578619483","0.004418297578619483","0.004418297578619483"
"289","0.0044026577670592815","0.0044026577670592815","0.0044026577670592815"
"290","0.004395632543795121","0.004395632543795121","0.004395632543795121"
"291","0.004398851097600224","0.004398851097600224","0.004398851097600224"
"292","0.004402463009076503","0.004402463009076503","0.004402463009076503"
"293","0.004388684921044235","0.004388684921044235","0.004388684921044235"
"294","0.004397061372098203","0.004397061372098203","0.004397061372098203"
"295","0.004398428403267947","0.004398428403267947","0.004398428403267947"
"296","0.004394896939629689","0.004394896939629689","0.004394896939629689"
"297","0.004391912986951259","0.004391912986951259","0.004391912986951259"
"298","0.004391584462913063","0.004391584462913063","0.004391584462913063"
"299","0.004382505430839956","0.004382505430839956","0.004382505430839956"
"300","0.004388727373831595","0.004388727373831595","0.004388727373831595"
"301","0.004383158472289021","0.004383158472289021","0.004383158472289021"
"302","0.004385327842707436","0.004385327842707436","0.004385327842707436"
"303","0.004386696697717222","0.004386696697717222","0.004386696697717222"
"304","0.004383231314326015","0.004383231314326015","0.004383231314326015"
"305","0.004374119778124926","0.004374119778124926","0.004374119778124926"
"306","0.004375637790265803","0.004375637790265803","0.004375637790265803"
"307","0.004383850037508334","0.004383850037508334","0.004383850037508334"
"308","0.004371105625371759","0.004371105625371759","0.004371105625371759"
"309","0.004361764857700716","0.004361764857700716","0.004361764857700716"
"310","0.0043653126679904135","0.0043653126679904135","0.0043653126679904135"
"311","0.004367607674794272","0.004367607674794272","0.004367607674794272"
"312","0.004373516625491902","0.004373516625491902","0.004373516625491902"
"313","0.0043700471287593246","0.0043700471287593246","0.0043700471287593246"
"314","0.004361405803744371","0.004361405803744371","0.004361405803744371"
"315","0.004364578557821612","0.004364578557821612","0.004364578557821612"
"316","0.004372953490625757","0.004372953490625757","0.004372953490625757"
"317","0.004368974870885722","0.004368974870885722","0.004368974870885722"
"318","0.004357443341480878","0.004357443341480878","0.004357443341480878"
"319","0.004363374871900305","0.004363374871900305","0.004363374871900305"
"320","0.004357181397305491","0.004357181397305491","0.004357181397305491"
"321","0.004362020069189991","0.004362020069189991","0.004362020069189991"
"322","0.004342624301595303","0.004342624301595303","0.004342624301595303"
"323","0.004354402956475194","0.004354402956475194","0.004354402956475194"
"324","0.004351252976145285","0.004351252976145285","0.004351252976145285"
"325","0.004351481824414805","0.004351481824414805","0.004351481824414805"
"326","0.0043634269532049075","0.0043634269532049075","0.0043634269532049075"
"327","0.004343953332863748","0.004343953332863748","0.004343953332863748"
"328","0.004342643587733619","0.004342643587733619","0.004342643587733619"
"329","0.004339469257198895","0.004339469257198895","0.004339469257198895"
"330","0.004333030054112896","0.004333030054112896","0.004333030054112896"
"331","0.0043447796973244595","0.0043447796973244595","0.0043447796973244595"
"332","0.004335411926149391","0.004335411926149391","0.004335411926149391"
"333","0.004342351744223076","0.004342351744223076","0.004342351744223076"
"334","0.0043416275245059905","0.0043416275245059905","0.0043416275245059905"
"335","0.004332312082018082","0.004332312082018082","0.004332312082018082"
"336","0.004322580425650813","0.004322580425650813","0.004322580425650813"
"337","0.004334480598724137","0.004334480598724137","0.004334480598724137"
"338","0.004323573996468137","0.004323573996468137","0.004323573996468137"
"339","0.004329981190191272","0.004329981190191272","0.004329981190191272"
"340","0.00431391027814243","0.00431391027814243","0.00431391027814243"
"341","0.004329056736120644","0.004329056736120644","0.004329056736120644"
"342","0.004327277633516739","0.004327277633516739","0.004327277633516739"
"343","0.004322094522649422","0.004322094522649422","0.004322094522649422"
"344","0.0043268455531991394","0.0043268455531991394","0.0043268455531991394"
"345","0.004327079324866645","0.004327079324866645","0.004327079324866645"
"346","0.004312500886347455","0.004312500886347455","0.004312500886347455"
"347","0.004317321421694942","0.004317321421694942","0.004317321421694942"
"348","0.004330339094546313","0.004330339094546313","0.004330339094546313"
"349","0.004318671795772389","0.004318671795772389","0.004318671795772389"
"350","0.004317259799184588","0.004317259799184588","0.004317259799184588"
"351","0.004312995054836695","0.004312995054836695","0.004312995054836695"
"352","0.004314412600554836","0.004314412600554836","0.004314412600554836"
"353","0.004306023062478441","0.004306023062478441","0.004306023062478441"
"354","0.004313916414200018","0.004313916414200018","0.004313916414200018"
"355","0.004313917243659186","0.004313917243659186","0.004313917243659186"
"356","0.004312714721891098","0.004312714721891098","0.004312714721891098"
"357","0.0042994588244861616","0.0042994588244861616","0.0042994588244861616"
"358","0.0042971022000225885","0.0042971022000225885","0.0042971022000225885"
"359","0.00429219923777661","0.00429219923777661","0.00429219923777661"
"360","0.004303588944215638","0.004303588944215638","0.004303588944215638"
"361","0.004293308394456592","0.004293308394456592","0.004293308394456592"
"362","0.004298101426684298","0.004298101426684298","0.004298101426684298"
"363","0.004296191007597372","0.004296191007597372","0.004296191007597372"
"364","0.004292065743356943","0.004292065743356943","0.004292065743356943"
"365","0.004290614136455891","0.004290614136455891","0.004290614136455891"
"366","0.004288122247089632","0.004288122247089632","0.004288122247089632"
"367","0.0042944511854633065","0.0042944511854633065","0.0042944511854633065"
"368","0.004290756434784271","0.004290756434784271","0.004290756434784271"
"369","0.004305746755562723","0.004305746755562723","0.004305746755562723"
"370","0.004297732297951977","0.004297732297951977","0.004297732297951977"
"371","0.004280447605803299","0.004280447605803299","0.004280447605803299"
"372","0.004291999954148196","0.004291999954148196","0.004291999954148196"
"373","0.004289728036383167","0.004289728036383167","0.004289728036383167"
"374","0.004285350107238628","0.004285350107238628","0.004285350107238628"
"375","0.004284807815565728","0.004284807815565728","0.004284807815565728"
"376","0.0042817083837386844","0.0042817083837386844","0.0042817083837386844"
"377","0.004290121006003271","0.004290121006003271","0.004290121006003271"
"378","0.004286468848780108","0.004286468848780108","0.004286468848780108"
"379","0.004290761557058431","0.004290761557058431","0.004290761557058431"
"380","0.004279333210433833","0.004279333210433833","0.004279333210433833"
"381","0.0042812057508854195","0.0042812057508854195","0.0042812057508854195"
"382","0.004292051351512782","0.004292051351512782","0.004292051351512782"
"383","0.004274599540318984","0.004274599540318984","0.004274599540318984"
"384","0.004283496911133018","0.004283496911133018","0.004283496911133018"
"385","0.004268799884205994","0.004268799884205994","0.004268799884205994"
"386","0.00427659614069853","0.00427659614069853","0.00427659614069853"
"387","0.004272275002828489","0.004272275002828489","0.004272275002828489"
"388","0.004268937234883197","0.004268937234883197","0.004268937234883197"
"389","0.004276947894444068","0.004276947894444068","0.004276947894444068"
"390","0.0042691176883333055","0.0042691176883333055","0.0042691176883333055"
"391","0.00426608364796266","0.00426608364796266","0.00426608364796266"
"392","0.0042707836934520555","0.0042707836934520555","0.0042707836934520555"
"393","0.004267050142516382","0.004267050142516382","0.004267050142516382"
"394","0.00425212813327865","0.00425212813327865","0.00425212813327865"
"395","0.004273647355148569","0.004273647355148569","0.004273647355148569"
"396","0.0042692704203849035","0.0042692704203849035","0.0042692704203849035"
"397","0.004265923436226633","0.004265923436226633","0.004265923436226633"
"398","0.004272966645658016","0.004272966645658016","0.004272966645658016"
"399","0.004255831343471073","0.004255831343471073","0.004255831343471073"
"400","0.0042638080146086095","0.0042638080146086095","0.0042638080146086095"
"401","0.004246234496046479","0.004246234496046479","0.004246234496046479"
"402","0.004250820119826433","0.004250820119826433","0.004250820119826433"
"403","0.004251508988090791","0.004251508988090791","0.004251508988090791"
"404","0.004253017687005922","0.004253017687005922","0.004253017687005922"
"405","0.0042572076005550725","0.0042572076005550725","0.0042572076005550725"
"406","0.004247034536092542","0.004247034536092542","0.004247034536092542"
"407","0.0042614126529466985","0.0042614126529466985","0.0042614126529466985"
"408","0.004251207273531084","0.004251207273531084","0.004251207273531084"
"409","0.004261821319232695","0.004261821319232695","0.004261821319232695"
"410","0.004253531204691778","0.004253531204691778","0.004253531204691778"
"411","0.004230091134862353","0.004230091134862353","0.004230091134862353"
"412","0.004231811040275109","0.004231811040275109","0.004231811040275109"
"413","0.004257809817014883","0.004257809817014883","0.004257809817014883"
"414","0.004236181669208842","0.004236181669208842","0.004236181669208842"
"415","0.00426342393620871","0.00426342393620871","0.00426342393620871"
"416","0.004243757760074611","0.004243757760074611","0.004243757760074611"
"417","0.0042417770843409626","0.0042417770843409626","0.0042417770843409626"
"418","0.004237306503152165","0.004237306503152165","0.004237306503152165"
"419","0.004234574963144648","0.004234574963144648","0.004234574963144648"
"420","0.004234854660656613","0.004234854660656613","0.004234854660656613"
"421","0.004245289703249","0.004245289703249","0.004245289703249"
"422","0.00424632549402304","0.00424632549402304","0.00424632549402304"
"423","0.004239988775225356","0.004239988775225356","0.004239988775225356"
"424","0.0042362923243975574","0.0042362923243975574","0.0042362923243975574"
"425","0.004228505917126313","0.004228505917126313","0.004228505917126313"
"426","0.004235018602533576","0.004235018602533576","0.004235018602533576"
"427","0.004228714155033231","0.004228714155033231","0.004228714155033231"
"428","0.004225220516673289","0.004225220516673289","0.004225220516673289"
"429","0.0042290825125140446","0.0042290825125140446","0.0042290825125140446"
"430","0.00422923674826355","0.00422923674826355","0.00422923674826355"
"431","0.004240180947817862","0.004240180947817862","0.004240180947817862"
"432","0.0042311379123323905","0.0042311379123323905","0.0042311379123323905"
"433","0.004222346872362929","0.004222346872362929","0.004222346872362929"
"434","0.004238831912516616","0.004238831912516616","0.004238831912516616"
"435","0.004220912727760151","0.004220912727760151","0.004220912727760151"
"436","0.004225852195910799","0.004225852195910799","0.004225852195910799"
"437","0.004231153963094887","0.004231153963094887","0.004231153963094887"
"438","0.0042228668462485075","0.0042228668462485075","0.0042228668462485075"
"439","0.004224877173934753","0.004224877173934753","0.004224877173934753"
"440","0.00422995464274815","0.00422995464274815","0.00422995464274815"
