"Step","supervised_test_lr:0.00025 - svl_test/Loss/train","supervised_test_lr:0.00025 - svl_test/Loss/train__MIN","supervised_test_lr:0.00025 - svl_test/Loss/train__MAX","supervised_test_lr:1e-05 - svl_test/Loss/train","supervised_test_lr:1e-05 - svl_test/Loss/train__MIN","supervised_test_lr:1e-05 - svl_test/Loss/train__MAX","supervised_test_lr:5e-05 - svl_test/Loss/train","supervised_test_lr:5e-05 - svl_test/Loss/train__MIN","supervised_test_lr:5e-05 - svl_test/Loss/train__MAX","supervised_test_lr:0.0001 - svl_test/Loss/train","supervised_test_lr:0.0001 - svl_test/Loss/train__MIN","supervised_test_lr:0.0001 - svl_test/Loss/train__MAX","supervised_test_lr:0.0005 - svl_test/Loss/train","supervised_test_lr:0.0005 - svl_test/Loss/train__MIN","supervised_test_lr:0.0005 - svl_test/Loss/train__MAX"
"285","0.004591145974700339","0.004591145974700339","0.004591145974700339","0.006957022308294351","0.006957022308294351","0.006957022308294351","0.005735468638401168","0.005735468638401168","0.005735468638401168","0.005137620746002843","0.005137620746002843","0.005137620746002843","0.004405654879519716","0.004405654879519716","0.004405654879519716"
"286","0.0045890064793638885","0.0045890064793638885","0.0045890064793638885","0.0069669123768107966","0.0069669123768107966","0.0069669123768107966","0.005736131841937701","0.005736131841937701","0.005736131841937701","0.005138197103709293","0.005138197103709293","0.005138197103709293","0.004410521743314651","0.004410521743314651","0.004410521743314651"
"287","0.00458818458719179","0.00458818458719179","0.00458818458719179","0.006961493694689125","0.006961493694689125","0.006961493694689125","0.005738432111684233","0.005738432111684233","0.005738432111684233","0.005125767017792289","0.005125767017792289","0.005125767017792289","0.0044049033798122155","0.0044049033798122155","0.0044049033798122155"
"288","0.004586907986473913","0.004586907986473913","0.004586907986473913","0.006949880543591765","0.006949880543591765","0.006949880543591765","0.0057270987163065","0.0057270987163065","0.0057270987163065","0.005132949712181774","0.005132949712181774","0.005132949712181774","0.004404181973465408","0.004404181973465408","0.004404181973465408"
"289","0.00459087363560684","0.00459087363560684","0.00459087363560684","0.006956502635148354","0.006956502635148354","0.006956502635148354","0.0057256495880816756","0.0057256495880816756","0.0057256495880816756","0.005139810493953216","0.005139810493953216","0.005139810493953216","0.004401178414506528","0.004401178414506528","0.004401178414506528"
"290","0.004580422294869398","0.004580422294869398","0.004580422294869398","0.006938216737277496","0.006938216737277496","0.006938216737277496","0.005726615660629856","0.005726615660629856","0.005726615660629856","0.0051171755718921","0.0051171755718921","0.0051171755718921","0.004397974470824313","0.004397974470824313","0.004397974470824313"
"291","0.004582894796233934","0.004582894796233934","0.004582894796233934","0.006945352108838658","0.006945352108838658","0.006945352108838658","0.005721365887438878","0.005721365887438878","0.005721365887438878","0.00512274098097502","0.00512274098097502","0.00512274098097502","0.004399062367156148","0.004399062367156148","0.004399062367156148"
"292","0.004578333076400061","0.004578333076400061","0.004578333076400061","0.006936315539254186","0.006936315539254186","0.006936315539254186","0.005714922862049813","0.005714922862049813","0.005714922862049813","0.005115184035579053","0.005115184035579053","0.005115184035579053","0.004397874731997338","0.004397874731997338","0.004397874731997338"
"293","0.004571608903158146","0.004571608903158146","0.004571608903158146","0.006937717524124309","0.006937717524124309","0.006937717524124309","0.005715050327125937","0.005715050327125937","0.005715050327125937","0.005106611502318022","0.005106611502318022","0.005106611502318022","0.004383126710308716","0.004383126710308716","0.004383126710308716"
"294","0.004575806956078547","0.004575806956078547","0.004575806956078547","0.006935969756644529","0.006935969756644529","0.006935969756644529","0.0057131094799842685","0.0057131094799842685","0.0057131094799842685","0.005115525452614141","0.005115525452614141","0.005115525452614141","0.0043918310693698","0.0043918310693698","0.0043918310693698"
"295","0.004564640078266772","0.004564640078266772","0.004564640078266772","0.006930201377448005","0.006930201377448005","0.006930201377448005","0.005707079287579593","0.005707079287579593","0.005707079287579593","0.005113570994581096","0.005113570994581096","0.005113570994581096","0.004385880927050796","0.004385880927050796","0.004385880927050796"
"296","0.004566411473206244","0.004566411473206244","0.004566411473206244","0.006923762965016067","0.006923762965016067","0.006923762965016067","0.005703969392925501","0.005703969392925501","0.005703969392925501","0.005100995549582876","0.005100995549582876","0.005100995549582876","0.004380002035759389","0.004380002035759389","0.004380002035759389"
"297","0.004574606039871772","0.004574606039871772","0.004574606039871772","0.006926279321002464","0.006926279321002464","0.006926279321002464","0.005704592850330907","0.005704592850330907","0.005704592850330907","0.00510035233067659","0.00510035233067659","0.00510035233067659","0.004393363662529737","0.004393363662529737","0.004393363662529737"
"298","0.004563854308798909","0.004563854308798909","0.004563854308798909","0.006921144197500932","0.006921144197500932","0.006921144197500932","0.00569970985816326","0.00569970985816326","0.00569970985816326","0.005091925171048691","0.005091925171048691","0.005091925171048691","0.004380193209120383","0.004380193209120383","0.004380193209120383"
"299","0.004564793858056267","0.004564793858056267","0.004564793858056267","0.006923936045495793","0.006923936045495793","0.006923936045495793","0.005693860604272534","0.005693860604272534","0.005693860604272534","0.0050997145056802156","0.0050997145056802156","0.0050997145056802156","0.004386009114872043","0.004386009114872043","0.004386009114872043"
"300","0.004561014492840816","0.004561014492840816","0.004561014492840816","0.006913129036547616","0.006913129036547616","0.006913129036547616","0.005694626520077388","0.005694626520077388","0.005694626520077388","0.0050871704540137825","0.0050871704540137825","0.0050871704540137825","0.0043840433985072496","0.0043840433985072496","0.0043840433985072496"
"301","0.004557742649922147","0.004557742649922147","0.004557742649922147","0.006911509199805248","0.006911509199805248","0.006911509199805248","0.005689208012578699","0.005689208012578699","0.005689208012578699","0.005083081700528662","0.005083081700528662","0.005083081700528662","0.004383600826258771","0.004383600826258771","0.004383600826258771"
"302","0.00456411038855246","0.00456411038855246","0.00456411038855246","0.00691674816092321","0.00691674816092321","0.00691674816092321","0.00569061902933754","0.00569061902933754","0.00569061902933754","0.005085240093952355","0.005085240093952355","0.005085240093952355","0.004376453090420303","0.004376453090420303","0.004376453090420303"
"303","0.004550264183005008","0.004550264183005008","0.004550264183005008","0.006911734400394683","0.006911734400394683","0.006911734400394683","0.005685808583317946","0.005685808583317946","0.005685808583317946","0.0050832026317948475","0.0050832026317948475","0.0050832026317948475","0.004375164843319605","0.004375164843319605","0.004375164843319605"
"304","0.004553866257386592","0.004553866257386592","0.004553866257386592","0.006908539997918221","0.006908539997918221","0.006908539997918221","0.005681187190930359","0.005681187190930359","0.005681187190930359","0.005078869144199416","0.005078869144199416","0.005078869144199416","0.004377748361245419","0.004377748361245419","0.004377748361245419"
"305","0.004556295631725031","0.004556295631725031","0.004556295631725031","0.006898357159419295","0.006898357159419295","0.006898357159419295","0.005679529165111792","0.005679529165111792","0.005679529165111792","0.005073385046368155","0.005073385046368155","0.005073385046368155","0.004371260724534902","0.004371260724534902","0.004371260724534902"
"306","0.004556542121766445","0.004556542121766445","0.004556542121766445","0.006906757446510407","0.006906757446510407","0.006906757446510407","0.005680677611962892","0.005680677611962892","0.005680677611962892","0.00507191386714112","0.00507191386714112","0.00507191386714112","0.004374004168009075","0.004374004168009075","0.004374004168009075"
"307","0.004559357665129937","0.004559357665129937","0.004559357665129937","0.0069041127620342495","0.0069041127620342495","0.0069041127620342495","0.0056744629255263135","0.0056744629255263135","0.0056744629255263135","0.00507742660799219","0.00507742660799219","0.00507742660799219","0.0043888926156796515","0.0043888926156796515","0.0043888926156796515"
"308","0.004551624112840121","0.004551624112840121","0.004551624112840121","0.006896560885555421","0.006896560885555421","0.006896560885555421","0.005673650962611039","0.005673650962611039","0.005673650962611039","0.005063798375582944","0.005063798375582944","0.005063798375582944","0.004368103827194621","0.004368103827194621","0.004368103827194621"
"309","0.004536616446178717","0.004536616446178717","0.004536616446178717","0.00689440190520448","0.00689440190520448","0.00689440190520448","0.005663929967946994","0.005663929967946994","0.005663929967946994","0.00507466470298823","0.00507466470298823","0.00507466470298823","0.0043660160930206375","0.0043660160930206375","0.0043660160930206375"
"310","0.0045364406299389275","0.0045364406299389275","0.0045364406299389275","0.006885545580492665","0.006885545580492665","0.006885545580492665","0.005658036005722049","0.005658036005722049","0.005658036005722049","0.005061910739944627","0.005061910739944627","0.005061910739944627","0.004373451816112113","0.004373451816112113","0.004373451816112113"
"311","0.004540412458785188","0.004540412458785188","0.004540412458785188","0.006884952604499024","0.006884952604499024","0.006884952604499024","0.005658033939350086","0.005658033939350086","0.005658033939350086","0.005057274844148196","0.005057274844148196","0.005057274844148196","0.004370743340890233","0.004370743340890233","0.004370743340890233"
"312","0.004539389764734854","0.004539389764734854","0.004539389764734854","0.006884160951206771","0.006884160951206771","0.006884160951206771","0.0056476201765084015","0.0056476201765084015","0.0056476201765084015","0.005045694075912858","0.005045694075912858","0.005045694075912858","0.004363725704024546","0.004363725704024546","0.004363725704024546"
"313","0.004530038553639315","0.004530038553639315","0.004530038553639315","0.006883804710620704","0.006883804710620704","0.006883804710620704","0.005647469889178562","0.005647469889178562","0.005647469889178562","0.005061443691374734","0.005061443691374734","0.005061443691374734","0.004358766028114284","0.004358766028114284","0.004358766028114284"
"314","0.0045324236853048205","0.0045324236853048205","0.0045324236853048205","0.006881953411114712","0.006881953411114712","0.006881953411114712","0.005658069838924955","0.005658069838924955","0.005658069838924955","0.00504899106939168","0.00504899106939168","0.00504899106939168","0.004352088488910037","0.004352088488910037","0.004352088488910037"
"315","0.004531817539827898","0.004531817539827898","0.004531817539827898","0.006877168241771869","0.006877168241771869","0.006877168241771869","0.005648852650968668","0.005648852650968668","0.005648852650968668","0.00504550123878289","0.00504550123878289","0.00504550123878289","0.004365302942460403","0.004365302942460403","0.004365302942460403"
"316","0.004533822740389344","0.004533822740389344","0.004533822740389344","0.006879125066916458","0.006879125066916458","0.006879125066916458","0.005650279965872566","0.005650279965872566","0.005650279965872566","0.005042224288141976","0.005042224288141976","0.005042224288141976","0.004366906903063257","0.004366906903063257","0.004366906903063257"
"317","0.004533736496038425","0.004533736496038425","0.004533736496038425","0.006873213758808561","0.006873213758808561","0.006873213758808561","0.0056439014442730695","0.0056439014442730695","0.0056439014442730695","0.005025651058531366","0.005025651058531366","0.005025651058531366","0.004363571909683135","0.004363571909683135","0.004363571909683135"
"318","0.004513814249852051","0.004513814249852051","0.004513814249852051","0.0068619930680142716","0.0068619930680142716","0.0068619930680142716","0.00563683443760965","0.00563683443760965","0.00563683443760965","0.005036808938408892","0.005036808938408892","0.005036808938408892","0.004333514928778944","0.004333514928778944","0.004333514928778944"
"319","0.004523945948070225","0.004523945948070225","0.004523945948070225","0.006867213232908398","0.006867213232908398","0.006867213232908398","0.005639497612719424","0.005639497612719424","0.005639497612719424","0.0050397745944792405","0.0050397745944792405","0.0050397745944792405","0.0043529070195897175","0.0043529070195897175","0.0043529070195897175"
"320","0.0045263187009065104","0.0045263187009065104","0.0045263187009065104","0.006873571066535078","0.006873571066535078","0.006873571066535078","0.005636864618281834","0.005636864618281834","0.005636864618281834","0.005028930531504254","0.005028930531504254","0.005028930531504254","0.004348742455476895","0.004348742455476895","0.004348742455476895"
"321","0.004516897553306383","0.004516897553306383","0.004516897553306383","0.00686005338987646","0.00686005338987646","0.00686005338987646","0.005634188491967507","0.005634188491967507","0.005634188491967507","0.0050271045620320365","0.0050271045620320365","0.0050271045620320365","0.00435771875102849","0.00435771875102849","0.00435771875102849"
"322","0.004520172190192777","0.004520172190192777","0.004520172190192777","0.006854031108863031","0.006854031108863031","0.006854031108863031","0.005625325565536817","0.005625325565536817","0.005625325565536817","0.005025965035504972","0.005025965035504972","0.005025965035504972","0.0043457452799581615","0.0043457452799581615","0.0043457452799581615"
"323","0.004523044054318841","0.004523044054318841","0.004523044054318841","0.006861164317039463","0.006861164317039463","0.006861164317039463","0.005627066449960694","0.005627066449960694","0.005627066449960694","0.005022748164871397","0.005022748164871397","0.005022748164871397","0.004350617658928968","0.004350617658928968","0.004350617658928968"
"324","0.004515071142426071","0.004515071142426071","0.004515071142426071","0.006850540230516344","0.006850540230516344","0.006850540230516344","0.00562314305958959","0.00562314305958959","0.00562314305958959","0.005018309529987164","0.005018309529987164","0.005018309529987164","0.004345657352435713","0.004345657352435713","0.004345657352435713"
"325","0.004508486231012891","0.004508486231012891","0.004508486231012891","0.0068477422270613415","0.0068477422270613415","0.0068477422270613415","0.005621693994423064","0.005621693994423064","0.005621693994423064","0.005020400494686328","0.005020400494686328","0.005020400494686328","0.004344528245079952","0.004344528245079952","0.004344528245079952"
"326","0.004516324091431064","0.004516324091431064","0.004516324091431064","0.0068459215059798835","0.0068459215059798835","0.0068459215059798835","0.00561553260195069","0.00561553260195069","0.00561553260195069","0.005020921031245962","0.005020921031245962","0.005020921031245962","0.004356618587432119","0.004356618587432119","0.004356618587432119"
"327","0.004507811041548848","0.004507811041548848","0.004507811041548848","0.006850963390509908","0.006850963390509908","0.006850963390509908","0.005607648898148909","0.005607648898148909","0.005607648898148909","0.005013967335495788","0.005013967335495788","0.005013967335495788","0.004343848103114094","0.004343848103114094","0.004343848103114094"
"328","0.004498478345340118","0.004498478345340118","0.004498478345340118","0.006838112409847478","0.006838112409847478","0.006838112409847478","0.005607815580636573","0.005607815580636573","0.005607815580636573","0.005010186563595198","0.005010186563595198","0.005010186563595198","0.004328484642125356","0.004328484642125356","0.004328484642125356"
"329","0.004508755281373548","0.004508755281373548","0.004508755281373548","0.006846044940175489","0.006846044940175489","0.006846044940175489","0.005618237880601858","0.005618237880601858","0.005618237880601858","0.005009583415812813","0.005009583415812813","0.005009583415812813","0.004340061297019322","0.004340061297019322","0.004340061297019322"
"330","0.004504306076948221","0.004504306076948221","0.004504306076948221","0.006838189981256922","0.006838189981256922","0.006838189981256922","0.005608708476453709","0.005608708476453709","0.005608708476453709","0.004995668583433144","0.004995668583433144","0.004995668583433144","0.00434157232424089","0.00434157232424089","0.00434157232424089"
"331","0.004501300407961632","0.004501300407961632","0.004501300407961632","0.006826969465085615","0.006826969465085615","0.006826969465085615","0.005594936092772211","0.005594936092772211","0.005594936092772211","0.0049951273783032475","0.0049951273783032475","0.0049951273783032475","0.004342948503714676","0.004342948503714676","0.004342948503714676"
"332","0.0045030200223360834","0.0045030200223360834","0.0045030200223360834","0.006833279422911194","0.006833279422911194","0.006833279422911194","0.005605290362533803","0.005605290362533803","0.005605290362533803","0.005001915657582383","0.005001915657582383","0.005001915657582383","0.0043459517328301445","0.0043459517328301445","0.0043459517328301445"
"333","0.004492427173924322","0.004492427173924322","0.004492427173924322","0.006832368473017898","0.006832368473017898","0.006832368473017898","0.005598132949671708","0.005598132949671708","0.005598132949671708","0.00499804895662237","0.00499804895662237","0.00499804895662237","0.004327936170739122","0.004327936170739122","0.004327936170739122"
"334","0.004496817598313403","0.004496817598313403","0.004496817598313403","0.006834740182966925","0.006834740182966925","0.006834740182966925","0.005594350640118743","0.005594350640118743","0.005594350640118743","0.00499571610998828","0.00499571610998828","0.00499571610998828","0.004330923247228687","0.004330923247228687","0.004330923247228687"
"335","0.004482346945830311","0.004482346945830311","0.004482346945830311","0.006818334892159328","0.006818334892159328","0.006818334892159328","0.005592253893458595","0.005592253893458595","0.005592253893458595","0.0049880418470517425","0.0049880418470517425","0.0049880418470517425","0.00433071985510954","0.00433071985510954","0.00433071985510954"
"336","0.004488846815850896","0.004488846815850896","0.004488846815850896","0.006821447425560716","0.006821447425560716","0.006821447425560716","0.005585707345744595","0.005585707345744595","0.005585707345744595","0.00498822672428408","0.00498822672428408","0.00498822672428408","0.004331297692260705","0.004331297692260705","0.004331297692260705"
"337","0.0044923992196951685","0.0044923992196951685","0.0044923992196951685","0.006815333845831144","0.006815333845831144","0.006815333845831144","0.005579218966886401","0.005579218966886401","0.005579218966886401","0.004982491717479813","0.004982491717479813","0.004982491717479813","0.00433470952945451","0.00433470952945451","0.00433470952945451"
"338","0.004495862628876542","0.004495862628876542","0.004495862628876542","0.006816973575041629","0.006816973575041629","0.006816973575041629","0.005588038489804603","0.005588038489804603","0.005588038489804603","0.004983441171740803","0.004983441171740803","0.004983441171740803","0.004335057150456123","0.004335057150456123","0.004335057150456123"
"339","0.004492569055097799","0.004492569055097799","0.004492569055097799","0.006813162588514388","0.006813162588514388","0.006813162588514388","0.0055790119610416395","0.0055790119610416395","0.0055790119610416395","0.004969045956386253","0.004969045956386253","0.004969045956386253","0.004335573510616086","0.004335573510616086","0.004335573510616086"
"340","0.004485881717603964","0.004485881717603964","0.004485881717603964","0.006814603616173069","0.006814603616173069","0.006814603616173069","0.005575847613120762","0.005575847613120762","0.005575847613120762","0.004971980709039296","0.004971980709039296","0.004971980709039296","0.004320954583818093","0.004320954583818093","0.004320954583818093"
"341","0.004472707582560058","0.004472707582560058","0.004472707582560058","0.006803444940790844","0.006803444940790844","0.006803444940790844","0.0055716427402027575","0.0055716427402027575","0.0055716427402027575","0.004977047273617548","0.004977047273617548","0.004977047273617548","0.004322046777815558","0.004322046777815558","0.004322046777815558"
"342","0.0044761082584348815","0.0044761082584348815","0.0044761082584348815","0.006804410683495614","0.006804410683495614","0.006804410683495614","0.00557242762685443","0.00557242762685443","0.00557242762685443","0.004969733490725048","0.004969733490725048","0.004969733490725048","0.0043157718173461035","0.0043157718173461035","0.0043157718173461035"
"343","0.004473874874141377","0.004473874874141377","0.004473874874141377","0.006804671230687139","0.006804671230687139","0.006804671230687139","0.005572137044509873","0.005572137044509873","0.005572137044509873","0.00497256913028347","0.00497256913028347","0.00497256913028347","0.004318331639903287","0.004318331639903287","0.004318331639903287"
"344","0.004481028741186795","0.004481028741186795","0.004481028741186795","0.006796308094635606","0.006796308094635606","0.006796308094635606","0.00556233629079846","0.00556233629079846","0.00556233629079846","0.0049611627085444825","0.0049611627085444825","0.0049611627085444825","0.004313391487812623","0.004313391487812623","0.004313391487812623"
"345","0.004476781177800149","0.004476781177800149","0.004476781177800149","0.006799352151574567","0.006799352151574567","0.006799352151574567","0.005570073679943259","0.005570073679943259","0.005570073679943259","0.0049519311675491435","0.0049519311675491435","0.0049519311675491435","0.0043233016088682534","0.0043233016088682534","0.0043233016088682534"
"346","0.0044740444427588955","0.0044740444427588955","0.0044740444427588955","0.0068027615488972515","0.0068027615488972515","0.0068027615488972515","0.005559610906251085","0.005559610906251085","0.005559610906251085","0.004966212664536822","0.004966212664536822","0.004966212664536822","0.0043141401595979305","0.0043141401595979305","0.0043141401595979305"
"347","0.004484579893566358","0.004484579893566358","0.004484579893566358","0.0068020736701631295","0.0068020736701631295","0.0068020736701631295","0.005554279278536948","0.005554279278536948","0.005554279278536948","0.004963866323426676","0.004963866323426676","0.004963866323426676","0.004322930374958863","0.004322930374958863","0.004322930374958863"
"348","0.0044725816454350325","0.0044725816454350325","0.0044725816454350325","0.006790108571294695","0.006790108571294695","0.006790108571294695","0.0055584231643782305","0.0055584231643782305","0.0055584231643782305","0.004958862666777956","0.004958862666777956","0.004958862666777956","0.004316519038790527","0.004316519038790527","0.004316519038790527"
"349","0.004466594948704976","0.004466594948704976","0.004466594948704976","0.006781329900453177","0.006781329900453177","0.006781329900453177","0.005550254466167341","0.005550254466167341","0.005550254466167341","0.004947156795727399","0.004947156795727399","0.004947156795727399","0.0043106838371992735","0.0043106838371992735","0.0043106838371992735"
"350","0.0044618569178661955","0.0044618569178661955","0.0044618569178661955","0.006786497707556312","0.006786497707556312","0.006786497707556312","0.005544577361433767","0.005544577361433767","0.005544577361433767","0.004951584356604144","0.004951584356604144","0.004951584356604144","0.004314951414319997","0.004314951414319997","0.004314951414319997"
"351","0.004480291793394524","0.004480291793394524","0.004480291793394524","0.006793869009319072","0.006793869009319072","0.006793869009319072","0.0055358323103670655","0.0055358323103670655","0.0055358323103670655","0.004943193018940899","0.004943193018940899","0.004943193018940899","0.0043109510782718035","0.0043109510782718035","0.0043109510782718035"
"352","0.004458159072479854","0.004458159072479854","0.004458159072479854","0.006779145958716981","0.006779145958716981","0.006779145958716981","0.005547485018420654","0.005547485018420654","0.005547485018420654","0.004945715142336364","0.004945715142336364","0.004945715142336364","0.004308157678072651","0.004308157678072651","0.004308157678072651"
"353","0.004458911450152907","0.004458911450152907","0.004458911450152907","0.006782468180366171","0.006782468180366171","0.006782468180366171","0.0055427319020964205","0.0055427319020964205","0.0055427319020964205","0.004940674499569771","0.004940674499569771","0.004940674499569771","0.004303345990289624","0.004303345990289624","0.004303345990289624"
"354","0.004450753500956732","0.004450753500956732","0.004450753500956732","0.006775702247978188","0.006775702247978188","0.006775702247978188","0.005539646638984171","0.005539646638984171","0.005539646638984171","0.004938565975559565","0.004938565975559565","0.004938565975559565","0.004298107053424853","0.004298107053424853","0.004298107053424853"
"355","0.004451227214303799","0.004451227214303799","0.004451227214303799","0.0067695956289147334","0.0067695956289147334","0.0067695956289147334","0.005533567818929441","0.005533567818929441","0.005533567818929441","0.004932286246912554","0.004932286246912554","0.004932286246912554","0.004299847729271278","0.004299847729271278","0.004299847729271278"
"356","0.004459018004126847","0.004459018004126847","0.004459018004126847","0.006773402599113372","0.006773402599113372","0.006773402599113372","0.005524814827367663","0.005524814827367663","0.005524814827367663","0.004921627439519701","0.004921627439519701","0.004921627439519701","0.004310950792084138","0.004310950792084138","0.004310950792084138"
"357","0.004451950657918739","0.004451950657918739","0.004451950657918739","0.006770651224845399","0.006770651224845399","0.006770651224845399","0.005525950856584434","0.005525950856584434","0.005525950856584434","0.004924885623040609","0.004924885623040609","0.004924885623040609","0.004299414673975359","0.004299414673975359","0.004299414673975359"
"358","0.0044548710429808125","0.0044548710429808125","0.0044548710429808125","0.0067730171043270575","0.0067730171043270575","0.0067730171043270575","0.005520189942520422","0.005520189942520422","0.005520189942520422","0.004935924458550289","0.004935924458550289","0.004935924458550289","0.004301410304227223","0.004301410304227223","0.004301410304227223"
"359","0.0044520901622793945","0.0044520901622793945","0.0044520901622793945","0.006767368273964773","0.006767368273964773","0.006767368273964773","0.005526605246510978","0.005526605246510978","0.005526605246510978","0.004921331734900984","0.004921331734900984","0.004921331734900984","0.004309847562884291","0.004309847562884291","0.004309847562884291"
"360","0.004447916323745933","0.004447916323745933","0.004447916323745933","0.006754333206724065","0.006754333206724065","0.006754333206724065","0.005527179654260787","0.005527179654260787","0.005527179654260787","0.0049305612774332985","0.0049305612774332985","0.0049305612774332985","0.004289121168161121","0.004289121168161121","0.004289121168161121"
"361","0.0044505436380859464","0.0044505436380859464","0.0044505436380859464","0.006759244516918746","0.006759244516918746","0.006759244516918746","0.005527405058577036","0.005527405058577036","0.005527405058577036","0.0049280763826876255","0.0049280763826876255","0.0049280763826876255","0.004301184366340749","0.004301184366340749","0.004301184366340749"
"362","0.004445531958481297","0.004445531958481297","0.004445531958481297","0.006760353207937442","0.006760353207937442","0.006760353207937442","0.005512401238471891","0.005512401238471891","0.005512401238471891","0.004919815362275888","0.004919815362275888","0.004919815362275888","0.0042916455859085545","0.0042916455859085545","0.0042916455859085545"
"363","0.004436136931569005","0.004436136931569005","0.004436136931569005","0.006758990081531617","0.006758990081531617","0.006758990081531617","0.005518618650967255","0.005518618650967255","0.005518618650967255","0.004913499195633146","0.004913499195633146","0.004913499195633146","0.004288253864312234","0.004288253864312234","0.004288253864312234"
"364","0.004438609985906321","0.004438609985906321","0.004438609985906321","0.006748533327481709","0.006748533327481709","0.006748533327481709","0.005508065655400666","0.005508065655400666","0.005508065655400666","0.004911044040151562","0.004911044040151562","0.004911044040151562","0.004295052606418419","0.004295052606418419","0.004295052606418419"
"365","0.004438213931280188","0.004438213931280188","0.004438213931280188","0.0067571763405188294","0.0067571763405188294","0.0067571763405188294","0.005511020009483521","0.005511020009483521","0.005511020009483521","0.0049045678654996054","0.0049045678654996054","0.0049045678654996054","0.004295775084756315","0.004295775084756315","0.004295775084756315"
"366","0.004438363942123639","0.004438363942123639","0.004438363942123639","0.006753558967223701","0.006753558967223701","0.006753558967223701","0.0054997689730953425","0.0054997689730953425","0.0054997689730953425","0.004911870545280787","0.004911870545280787","0.004911870545280787","0.004298161598853767","0.004298161598853767","0.004298161598853767"
"367","0.00444582770675576","0.00444582770675576","0.00444582770675576","0.006754069511468212","0.006754069511468212","0.006754069511468212","0.005506627887370996","0.005506627887370996","0.005506627887370996","0.004899252686300315","0.004899252686300315","0.004899252686300315","0.004290958366861257","0.004290958366861257","0.004290958366861257"
"368","0.004437960155579883","0.004437960155579883","0.004437960155579883","0.006745569276972674","0.006745569276972674","0.006745569276972674","0.0054949136392679065","0.0054949136392679065","0.0054949136392679065","0.004900229090708308","0.004900229090708308","0.004900229090708308","0.0042938923482627915","0.0042938923482627915","0.0042938923482627915"
"369","0.004427164686300482","0.004427164686300482","0.004427164686300482","0.006744871114885124","0.006744871114885124","0.006744871114885124","0.0055012702747869","0.0055012702747869","0.0055012702747869","0.004903032133976619","0.004903032133976619","0.004903032133976619","0.0042874204567245515","0.0042874204567245515","0.0042874204567245515"
"370","0.004428313399936694","0.004428313399936694","0.004428313399936694","0.0067432177311275154","0.0067432177311275154","0.0067432177311275154","0.0054948578181210905","0.0054948578181210905","0.0054948578181210905","0.004894190463043439","0.004894190463043439","0.004894190463043439","0.004279819700362471","0.004279819700362471","0.004279819700362471"
"371","0.004430928476115999","0.004430928476115999","0.004430928476115999","0.006750526716738629","0.006750526716738629","0.006750526716738629","0.005494631390320137","0.005494631390320137","0.005494631390320137","0.004894028335305241","0.004894028335305241","0.004894028335305241","0.004286766605218872","0.004286766605218872","0.004286766605218872"
"372","0.00442727368499618","0.00442727368499618","0.00442727368499618","0.006737249806368102","0.006737249806368102","0.006737249806368102","0.005495799399795942","0.005495799399795942","0.005495799399795942","0.0048841086342387525","0.0048841086342387525","0.0048841086342387525","0.004287061228145224","0.004287061228145224","0.004287061228145224"
"373","0.004431001366659378","0.004431001366659378","0.004431001366659378","0.00673722797849526","0.00673722797849526","0.00673722797849526","0.005482355035686244","0.005482355035686244","0.005482355035686244","0.004891373624559492","0.004891373624559492","0.004891373624559492","0.004293225142949571","0.004293225142949571","0.004293225142949571"
"374","0.004437524199602194","0.004437524199602194","0.004437524199602194","0.006740402537009989","0.006740402537009989","0.006740402537009989","0.005475251799604545","0.005475251799604545","0.005475251799604545","0.004888082320879524","0.004888082320879524","0.004888082320879524","0.004290724769816734","0.004290724769816734","0.004290724769816734"
"375","0.004419681737393451","0.004419681737393451","0.004419681737393451","0.006728746389853768","0.006728746389853768","0.006728746389853768","0.0054784429861077415","0.0054784429861077415","0.0054784429861077415","0.004888619902582529","0.004888619902582529","0.004888619902582529","0.004280505347802925","0.004280505347802925","0.004280505347802925"
"376","0.004428995821702604","0.004428995821702604","0.004428995821702604","0.006727419968228787","0.006727419968228787","0.006727419968228787","0.005482928182270068","0.005482928182270068","0.005482928182270068","0.004873810850161438","0.004873810850161438","0.004873810850161438","0.004272025636358497","0.004272025636358497","0.004272025636358497"
"377","0.004422979647642933","0.004422979647642933","0.004422979647642933","0.006720045440791485","0.006720045440791485","0.006720045440791485","0.005477534199599177","0.005477534199599177","0.005477534199599177","0.004879573859701243","0.004879573859701243","0.004879573859701243","0.004280242171565381","0.004280242171565381","0.004280242171565381"
"378","0.004412045522864598","0.004412045522864598","0.004412045522864598","0.00671715778298676","0.00671715778298676","0.00671715778298676","0.005478329020358312","0.005478329020358312","0.005478329020358312","0.004869069719764714","0.004869069719764714","0.004869069719764714","0.00427013647761972","0.00427013647761972","0.00427013647761972"
"379","0.00441919342847541","0.00441919342847541","0.00441919342847541","0.006722698628436774","0.006722698628436774","0.006722698628436774","0.0054725614172639325","0.0054725614172639325","0.0054725614172639325","0.0048739403137005866","0.0048739403137005866","0.0048739403137005866","0.004277219171247755","0.004277219171247755","0.004277219171247755"
"380","0.004425219415376584","0.004425219415376584","0.004425219415376584","0.00672524084802717","0.00672524084802717","0.00672524084802717","0.005466354026187521","0.005466354026187521","0.005466354026187521","0.004879601794527844","0.004879601794527844","0.004879601794527844","0.004279970899612333","0.004279970899612333","0.004279970899612333"
