"Step","supervised_test_lr:0.00025 - svl_test/Loss/train","supervised_test_lr:0.00025 - svl_test/Loss/train__MIN","supervised_test_lr:0.00025 - svl_test/Loss/train__MAX","supervised_test_lr:1e-05 - svl_test/Loss/train","supervised_test_lr:1e-05 - svl_test/Loss/train__MIN","supervised_test_lr:1e-05 - svl_test/Loss/train__MAX","supervised_test_lr:5e-05 - svl_test/Loss/train","supervised_test_lr:5e-05 - svl_test/Loss/train__MIN","supervised_test_lr:5e-05 - svl_test/Loss/train__MAX","supervised_test_lr:0.0001 - svl_test/Loss/train","supervised_test_lr:0.0001 - svl_test/Loss/train__MIN","supervised_test_lr:0.0001 - svl_test/Loss/train__MAX","supervised_test_lr:0.0005 - svl_test/Loss/train","supervised_test_lr:0.0005 - svl_test/Loss/train__MIN","supervised_test_lr:0.0005 - svl_test/Loss/train__MAX"
"41","0.006433136222767644","0.006433136222767644","0.006433136222767644","0.009638207401925078","0.009638207401925078","0.009638207401925078","0.007653221987614718","0.007653221987614718","0.007653221987614718","0.0070634021976729855","0.0070634021976729855","0.0070634021976729855","0.006026506443352749","0.006026506443352749","0.006026506443352749"
"42","0.00638982930589312","0.00638982930589312","0.00638982930589312","0.009573150464954475","0.009573150464954475","0.009573150464954475","0.007624736099387519","0.007624736099387519","0.007624736099387519","0.007049750279596386","0.007049750279596386","0.007049750279596386","0.005980590659116085","0.005980590659116085","0.005980590659116085"
"43","0.006377204883998881","0.006377204883998881","0.006377204883998881","0.009525944537017494","0.009525944537017494","0.009525944537017494","0.0075937975392056005","0.0075937975392056005","0.0075937975392056005","0.007023710335488431","0.007023710335488431","0.007023710335488431","0.005962863685757232","0.005962863685757232","0.005962863685757232"
"44","0.006357062835983622","0.006357062835983622","0.006357062835983622","0.009453468626209846","0.009453468626209846","0.009453468626209846","0.0075714147290758165","0.0075714147290758165","0.0075714147290758165","0.006999102343494694","0.006999102343494694","0.006999102343494694","0.005943345759684841","0.005943345759684841","0.005943345759684841"
"45","0.006332043883351919","0.006332043883351919","0.006332043883351919","0.009398295253049582","0.009398295253049582","0.009398295253049582","0.007542991549901974","0.007542991549901974","0.007542991549901974","0.006974729408587639","0.006974729408587639","0.006974729408587639","0.005920520639241052","0.005920520639241052","0.005920520639241052"
"46","0.006303588515341592","0.006303588515341592","0.006303588515341592","0.009360910868660236","0.009360910868660236","0.009360910868660236","0.007511489908210933","0.007511489908210933","0.007511489908210933","0.006949079305438015","0.006949079305438015","0.006949079305438015","0.005895496913581155","0.005895496913581155","0.005895496913581155"
"47","0.006285837152972817","0.006285837152972817","0.006285837152972817","0.00931123731425032","0.00931123731425032","0.00931123731425032","0.0074979453105091425","0.0074979453105091425","0.0074979453105091425","0.006924572371644899","0.006924572371644899","0.006924572371644899","0.005869376235447514","0.005869376235447514","0.005869376235447514"
"48","0.00626481310367429","0.00626481310367429","0.00626481310367429","0.009258027479518205","0.009258027479518205","0.009258027479518205","0.007460922749790673","0.007460922749790673","0.007460922749790673","0.006907549502405648","0.006907549502405648","0.006907549502405648","0.005857110576471314","0.005857110576471314","0.005857110576471314"
"49","0.006247951115559165","0.006247951115559165","0.006247951115559165","0.009211030235746875","0.009211030235746875","0.009211030235746875","0.007444479667659228","0.007444479667659228","0.007444479667659228","0.006880012724044112","0.006880012724044112","0.006880012724044112","0.0058292364701628685","0.0058292364701628685","0.0058292364701628685"
"50","0.006227348630394165","0.006227348630394165","0.006227348630394165","0.009156389967150366","0.009156389967150366","0.009156389967150366","0.007428423457895406","0.007428423457895406","0.007428423457895406","0.006869840295015213","0.006869840295015213","0.006869840295015213","0.005812945023838741","0.005812945023838741","0.005812945023838741"
"51","0.006202251451516834","0.006202251451516834","0.006202251451516834","0.009121180114258701","0.009121180114258701","0.009121180114258701","0.007397994719212875","0.007397994719212875","0.007397994719212875","0.006840197699299703","0.006840197699299703","0.006840197699299703","0.005792263550877881","0.005792263550877881","0.005792263550877881"
"52","0.0061683052335865796","0.0061683052335865796","0.0061683052335865796","0.009069842975198602","0.009069842975198602","0.009069842975198602","0.0073755877432025345","0.0073755877432025345","0.0073755877432025345","0.006830079068701404","0.006830079068701404","0.006830079068701404","0.005764106123630579","0.005764106123630579","0.005764106123630579"
"53","0.006162186158083689","0.006162186158083689","0.006162186158083689","0.009040634303043285","0.009040634303043285","0.009040634303043285","0.007353621127549559","0.007353621127549559","0.007353621127549559","0.006798794716208552","0.006798794716208552","0.006798794716208552","0.005756051138935921","0.005756051138935921","0.005756051138935921"
"54","0.00614434539359839","0.00614434539359839","0.00614434539359839","0.008994258949921155","0.008994258949921155","0.008994258949921155","0.007327505280651773","0.007327505280651773","0.007327505280651773","0.006776744262121308","0.006776744262121308","0.006776744262121308","0.005730736685412315","0.005730736685412315","0.005730736685412315"
"55","0.0061268239563408615","0.0061268239563408615","0.0061268239563408615","0.008960627989533046","0.008960627989533046","0.008960627989533046","0.007320229463706103","0.007320229463706103","0.007320229463706103","0.006763425316118325","0.006763425316118325","0.006763425316118325","0.005705680819422317","0.005705680819422317","0.005705680819422317"
"56","0.006107158022738683","0.006107158022738683","0.006107158022738683","0.008920694061089307","0.008920694061089307","0.008920694061089307","0.007298608300819372","0.007298608300819372","0.007298608300819372","0.006745496861791859","0.006745496861791859","0.006745496861791859","0.0057029934105230495","0.0057029934105230495","0.0057029934105230495"
"57","0.006096898898249492","0.006096898898249492","0.006096898898249492","0.008894439544140672","0.008894439544140672","0.008894439544140672","0.007278964098077267","0.007278964098077267","0.007278964098077267","0.006728563273403172","0.006728563273403172","0.006728563273403172","0.005678865122414815","0.005678865122414815","0.005678865122414815"
"58","0.006081159978445309","0.006081159978445309","0.006081159978445309","0.00886128839920275","0.00886128839920275","0.00886128839920275","0.0072527688898844644","0.0072527688898844644","0.0072527688898844644","0.006711508550021487","0.006711508550021487","0.006711508550021487","0.0056633387187806266","0.0056633387187806266","0.0056633387187806266"
"59","0.006062314137428378","0.006062314137428378","0.006062314137428378","0.008823061420116574","0.008823061420116574","0.008823061420116574","0.0072296601720154285","0.0072296601720154285","0.0072296601720154285","0.006692890126335745","0.006692890126335745","0.006692890126335745","0.005637432773558733","0.005637432773558733","0.005637432773558733"
"60","0.006042012939966905","0.006042012939966905","0.006042012939966905","0.008795181531847144","0.008795181531847144","0.008795181531847144","0.007219199338578619","0.007219199338578619","0.007219199338578619","0.006668576834878574","0.006668576834878574","0.006668576834878574","0.005622067736112513","0.005622067736112513","0.005622067736112513"
"61","0.006022986077975172","0.006022986077975172","0.006022986077975172","0.00874703490990214","0.00874703490990214","0.00874703490990214","0.007206396049393031","0.007206396049393031","0.007206396049393031","0.006650148915165725","0.006650148915165725","0.006650148915165725","0.005601242441722813","0.005601242441722813","0.005601242441722813"
"62","0.006012142466109556","0.006012142466109556","0.006012142466109556","0.008723480306798592","0.008723480306798592","0.008723480306798592","0.007184715160595563","0.007184715160595563","0.007184715160595563","0.0066388044457805035","0.0066388044457805035","0.0066388044457805035","0.005590331308970538","0.005590331308970538","0.005590331308970538"
"63","0.0059922940223865835","0.0059922940223865835","0.0059922940223865835","0.008695474563864991","0.008695474563864991","0.008695474563864991","0.007174152682030884","0.007174152682030884","0.007174152682030884","0.00661985946741576","0.00661985946741576","0.00661985946741576","0.0055755219800630584","0.0055755219800630584","0.0055755219800630584"
"64","0.005975146035780199","0.005975146035780199","0.005975146035780199","0.008672611826720336","0.008672611826720336","0.008672611826720336","0.007143622143000054","0.007143622143000054","0.007143622143000054","0.006599348824238405","0.006599348824238405","0.006599348824238405","0.00555900876255085","0.00555900876255085","0.00555900876255085"
"65","0.005960910551948473","0.005960910551948473","0.005960910551948473","0.008636426762677729","0.008636426762677729","0.008636426762677729","0.007129600649932399","0.007129600649932399","0.007129600649932399","0.006595133095591639","0.006595133095591639","0.006595133095591639","0.005540001337067224","0.005540001337067224","0.005540001337067224"
"66","0.005944675979359697","0.005944675979359697","0.005944675979359697","0.008610547985881567","0.008610547985881567","0.008610547985881567","0.0071144526785550015","0.0071144526785550015","0.0071144526785550015","0.0065706817743678885","0.0065706817743678885","0.0065706817743678885","0.005524703582826381","0.005524703582826381","0.005524703582826381"
"67","0.005938665082794614","0.005938665082794614","0.005938665082794614","0.008591328388623273","0.008591328388623273","0.008591328388623273","0.007106238835452435","0.007106238835452435","0.007106238835452435","0.006563210825940284","0.006563210825940284","0.006563210825940284","0.005518140606000088","0.005518140606000088","0.005518140606000088"
"68","0.005907654621599552","0.005907654621599552","0.005907654621599552","0.008556035774139067","0.008556035774139067","0.008556035774139067","0.007074451146763749","0.007074451146763749","0.007074451146763749","0.006546299210943592","0.006546299210943592","0.006546299210943592","0.005484906937150906","0.005484906937150906","0.005484906937150906"
"69","0.005895375482699213","0.005895375482699213","0.005895375482699213","0.00853148874011822","0.00853148874011822","0.00853148874011822","0.007065875664314565","0.007065875664314565","0.007065875664314565","0.006537714982793356","0.006537714982793356","0.006537714982793356","0.005477828211345089","0.005477828211345089","0.005477828211345089"
"70","0.005883052382462968","0.005883052382462968","0.005883052382462968","0.008512340854698172","0.008512340854698172","0.008512340854698172","0.007048082455488232","0.007048082455488232","0.007048082455488232","0.006516049713051568","0.006516049713051568","0.006516049713051568","0.005462969633905838","0.005462969633905838","0.005462969633905838"
"71","0.005872261948146236","0.005872261948146236","0.005872261948146236","0.008495324378600344","0.008495324378600344","0.008495324378600344","0.007031291951231348","0.007031291951231348","0.007031291951231348","0.006505213508110804","0.006505213508110804","0.006505213508110804","0.0054552797228097916","0.0054552797228097916","0.0054552797228097916"
"72","0.0058644239519101875","0.0058644239519101875","0.0058644239519101875","0.0084568372888801","0.0084568372888801","0.0084568372888801","0.007011496675355981","0.007011496675355981","0.007011496675355981","0.006487736924706648","0.006487736924706648","0.006487736924706648","0.005441386121674441","0.005441386121674441","0.005441386121674441"
"73","0.005847043799197611","0.005847043799197611","0.005847043799197611","0.00844969431636855","0.00844969431636855","0.00844969431636855","0.00699449655561087","0.00699449655561087","0.00699449655561087","0.006471933573872472","0.006471933573872472","0.006471933573872472","0.005423895675145711","0.005423895675145711","0.005423895675145711"
"74","0.005828054388985038","0.005828054388985038","0.005828054388985038","0.008410945447394624","0.008410945447394624","0.008410945447394624","0.006983834027778357","0.006983834027778357","0.006983834027778357","0.006460120440654767","0.006460120440654767","0.006460120440654767","0.00540616378809015","0.00540616378809015","0.00540616378809015"
"75","0.005809810289065354","0.005809810289065354","0.005809810289065354","0.00838600771385245","0.00838600771385245","0.00838600771385245","0.0069777988392161205","0.0069777988392161205","0.0069777988392161205","0.006445158588273141","0.006445158588273141","0.006445158588273141","0.005397311436051193","0.005397311436051193","0.005397311436051193"
"76","0.005800543634298568","0.005800543634298568","0.005800543634298568","0.008373145547617847","0.008373145547617847","0.008373145547617847","0.0069617697784754755","0.0069617697784754755","0.0069617697784754755","0.006436862085441438","0.006436862085441438","0.006436862085441438","0.005377183959353715","0.005377183959353715","0.005377183959353715"
"77","0.005780330383762096","0.005780330383762096","0.005780330383762096","0.008355764303511629","0.008355764303511629","0.008355764303511629","0.006938562578094813","0.006938562578094813","0.006938562578094813","0.006419201788958162","0.006419201788958162","0.006419201788958162","0.0053609475095678745","0.0053609475095678745","0.0053609475095678745"
"78","0.005766712599627984","0.005766712599627984","0.005766712599627984","0.00833047647999289","0.00833047647999289","0.00833047647999289","0.0069264062961641075","0.0069264062961641075","0.0069264062961641075","0.006409730810749655","0.006409730810749655","0.006409730810749655","0.005345623848067286","0.005345623848067286","0.005345623848067286"
"79","0.005755567748565227","0.005755567748565227","0.005755567748565227","0.008304728854758045","0.008304728854758045","0.008304728854758045","0.006908860518403041","0.006908860518403041","0.006908860518403041","0.006404606397457731","0.006404606397457731","0.006404606397457731","0.0053295682882890105","0.0053295682882890105","0.0053295682882890105"
"80","0.0057519101004193844","0.0057519101004193844","0.0057519101004193844","0.008297350868815556","0.008297350868815556","0.008297350868815556","0.006907502892621172","0.006907502892621172","0.006907502892621172","0.006378437508828938","0.006378437508828938","0.006378437508828938","0.005332616929081269","0.005332616929081269","0.005332616929081269"
"81","0.005728735113128399","0.005728735113128399","0.005728735113128399","0.008277554811987406","0.008277554811987406","0.008277554811987406","0.006880014305352233","0.006880014305352233","0.006880014305352233","0.006379443342060161","0.006379443342060161","0.006379443342060161","0.005315976319252513","0.005315976319252513","0.005315976319252513"
"82","0.0057171055862757685","0.0057171055862757685","0.0057171055862757685","0.008263329606658468","0.008263329606658468","0.008263329606658468","0.006874378295227264","0.006874378295227264","0.006874378295227264","0.006363432907771009","0.006363432907771009","0.006363432907771009","0.005300745984034923","0.005300745984034923","0.005300745984034923"
"83","0.005708371890553583","0.005708371890553583","0.005708371890553583","0.00823570076803056","0.00823570076803056","0.00823570076803056","0.0068617073314574855","0.0068617073314574855","0.0068617073314574855","0.00635857322292092","0.00635857322292092","0.00635857322292092","0.0052921494546656804","0.0052921494546656804","0.0052921494546656804"
"84","0.0056901943365422385","0.0056901943365422385","0.0056901943365422385","0.008214791315064454","0.008214791315064454","0.008214791315064454","0.0068437194131547585","0.0068437194131547585","0.0068437194131547585","0.006342748665095617","0.006342748665095617","0.006342748665095617","0.005285513102232168","0.005285513102232168","0.005285513102232168"
"85","0.005685955916608994","0.005685955916608994","0.005685955916608994","0.008209619913638258","0.008209619913638258","0.008209619913638258","0.006834131801345696","0.006834131801345696","0.006834131801345696","0.006324422526328514","0.006324422526328514","0.006324422526328514","0.005268462506743769","0.005268462506743769","0.005268462506743769"
"86","0.005662249954184517","0.005662249954184517","0.005662249954184517","0.008189973974367604","0.008189973974367604","0.008189973974367604","0.006831264438612076","0.006831264438612076","0.006831264438612076","0.006320158237940632","0.006320158237940632","0.006320158237940632","0.005244556576750862","0.005244556576750862","0.005244556576750862"
"87","0.005668655125191435","0.005668655125191435","0.005668655125191435","0.008169475457786271","0.008169475457786271","0.008169475457786271","0.006818194475878651","0.006818194475878651","0.006818194475878651","0.006311054584026958","0.006311054584026958","0.006311054584026958","0.00525202199545068","0.00525202199545068","0.00525202199545068"
"88","0.005643561695857595","0.005643561695857595","0.005643561695857595","0.008152061520377174","0.008152061520377174","0.008152061520377174","0.006802455832560857","0.006802455832560857","0.006802455832560857","0.006293887713885245","0.006293887713885245","0.006293887713885245","0.005237011583327937","0.005237011583327937","0.005237011583327937"
"89","0.005629926109880519","0.005629926109880519","0.005629926109880519","0.008142636477714404","0.008142636477714404","0.008142636477714404","0.006788647563856405","0.006788647563856405","0.006788647563856405","0.0062862577275761096","0.0062862577275761096","0.0062862577275761096","0.0052236779253386585","0.0052236779253386585","0.0052236779253386585"
"90","0.00562532229135589","0.00562532229135589","0.00562532229135589","0.008119909616652876","0.008119909616652876","0.008119909616652876","0.0067824817524524406","0.0067824817524524406","0.0067824817524524406","0.006275583878353548","0.006275583878353548","0.006275583878353548","0.005217627525174369","0.005217627525174369","0.005217627525174369"
"91","0.005608455481706187","0.005608455481706187","0.005608455481706187","0.008109777719558528","0.008109777719558528","0.008109777719558528","0.006769196581444703","0.006769196581444703","0.006769196581444703","0.006265689109568484","0.006265689109568484","0.006265689109568484","0.005194250261411071","0.005194250261411071","0.005194250261411071"
"92","0.005596084141870961","0.005596084141870961","0.005596084141870961","0.00809205387001081","0.00809205387001081","0.00809205387001081","0.006753964747379844","0.006753964747379844","0.006753964747379844","0.006249591097002849","0.006249591097002849","0.006249591097002849","0.005183855590682167","0.005183855590682167","0.005183855590682167"
