"Step","UnsupervisedLearning1 - Loss/val","UnsupervisedLearning1 - Loss/val__MIN","UnsupervisedLearning1 - Loss/val__MAX"
"2221","-13.03063914179802","-13.03063914179802","-13.03063914179802"
"2222","-13.029642850160599","-13.029642850160599","-13.029642850160599"
"2223","-13.02976906299591","-13.02976906299591","-13.02976906299591"
"2224","-13.028232216835022","-13.028232216835022","-13.028232216835022"
"2225","-13.028033435344696","-13.028033435344696","-13.028033435344696"
"2226","-13.02982959151268","-13.02982959151268","-13.02982959151268"
"2227","-13.027805656194687","-13.027805656194687","-13.027805656194687"
"2228","-13.026600331068039","-13.026600331068039","-13.026600331068039"
"2229","-13.02946788072586","-13.02946788072586","-13.02946788072586"
"2230","-13.027377754449844","-13.027377754449844","-13.027377754449844"
"2231","-13.030139088630676","-13.030139088630676","-13.030139088630676"
"2232","-13.028136730194092","-13.028136730194092","-13.028136730194092"
"2233","-13.025461435317993","-13.025461435317993","-13.025461435317993"
"2234","-13.028895258903503","-13.028895258903503","-13.028895258903503"
"2235","-13.027374386787415","-13.027374386787415","-13.027374386787415"
"2236","-13.028488397598267","-13.028488397598267","-13.028488397598267"
"2237","-13.026617348194122","-13.026617348194122","-13.026617348194122"
"2238","-13.025091767311096","-13.025091767311096","-13.025091767311096"
"2239","-13.027619063854218","-13.027619063854218","-13.027619063854218"
"2240","-13.028494119644165","-13.028494119644165","-13.028494119644165"
"2241","-13.026564240455627","-13.026564240455627","-13.026564240455627"
"2242","-13.026196718215942","-13.026196718215942","-13.026196718215942"
"2243","-13.029823184013367","-13.029823184013367","-13.029823184013367"
"2244","-13.028540670871735","-13.028540670871735","-13.028540670871735"
"2245","-13.026773869991302","-13.026773869991302","-13.026773869991302"
"2246","-13.026658445596695","-13.026658445596695","-13.026658445596695"
"2247","-13.028021901845932","-13.028021901845932","-13.028021901845932"
"2248","-13.024901688098907","-13.024901688098907","-13.024901688098907"
"2249","-13.023343533277512","-13.023343533277512","-13.023343533277512"
"2250","-13.023452490568161","-13.023452490568161","-13.023452490568161"
"2251","-13.02424305677414","-13.02424305677414","-13.02424305677414"
"2252","-13.02481997013092","-13.02481997013092","-13.02481997013092"
"2253","-13.025942832231522","-13.025942832231522","-13.025942832231522"
"2254","-13.022113889455795","-13.022113889455795","-13.022113889455795"
"2255","-13.026927053928375","-13.026927053928375","-13.026927053928375"
"2256","-13.029295295476913","-13.029295295476913","-13.029295295476913"
"2257","-13.029169023036957","-13.029169023036957","-13.029169023036957"
"2258","-13.02805906534195","-13.02805906534195","-13.02805906534195"
"2259","-13.028965264558792","-13.028965264558792","-13.028965264558792"
"2260","-13.027413457632065","-13.027413457632065","-13.027413457632065"
"2261","-13.029304146766663","-13.029304146766663","-13.029304146766663"
"2262","-13.02744111418724","-13.02744111418724","-13.02744111418724"
"2263","-13.028736531734467","-13.028736531734467","-13.028736531734467"
"2264","-13.029422760009766","-13.029422760009766","-13.029422760009766"
"2265","-13.02742624282837","-13.02742624282837","-13.02742624282837"
"2266","-13.030956506729126","-13.030956506729126","-13.030956506729126"
"2267","-13.02972760796547","-13.02972760796547","-13.02972760796547"
"2268","-13.030034333467484","-13.030034333467484","-13.030034333467484"
"2269","-13.026321738958359","-13.026321738958359","-13.026321738958359"
"2270","-13.029526382684708","-13.029526382684708","-13.029526382684708"
"2271","-13.028915077447891","-13.028915077447891","-13.028915077447891"
"2272","-13.032712429761887","-13.032712429761887","-13.032712429761887"
"2273","-13.030391037464142","-13.030391037464142","-13.030391037464142"
"2274","-13.029823273420334","-13.029823273420334","-13.029823273420334"
"2275","-13.028828769922256","-13.028828769922256","-13.028828769922256"
"2276","-13.028431087732315","-13.028431087732315","-13.028431087732315"
"2277","-13.027339100837708","-13.027339100837708","-13.027339100837708"
"2278","-13.028655469417572","-13.028655469417572","-13.028655469417572"
"2279","-13.02934393286705","-13.02934393286705","-13.02934393286705"
"2280","-13.030061542987823","-13.030061542987823","-13.030061542987823"
"2281","-13.02994590997696","-13.02994590997696","-13.02994590997696"
"2282","-13.031821072101593","-13.031821072101593","-13.031821072101593"
"2283","-13.030908018350601","-13.030908018350601","-13.030908018350601"
"2284","-13.02964136004448","-13.02964136004448","-13.02964136004448"
"2285","-13.030119866132736","-13.030119866132736","-13.030119866132736"
"2286","-13.03038141131401","-13.03038141131401","-13.03038141131401"
"2287","-13.029241174459457","-13.029241174459457","-13.029241174459457"
"2288","-13.031864613294601","-13.031864613294601","-13.031864613294601"
"2289","-13.032528400421143","-13.032528400421143","-13.032528400421143"
"2290","-13.030750513076782","-13.030750513076782","-13.030750513076782"
"2291","-13.026474237442017","-13.026474237442017","-13.026474237442017"
"2292","-13.030819743871689","-13.030819743871689","-13.030819743871689"
"2293","-13.030782729387283","-13.030782729387283","-13.030782729387283"
"2294","-13.031004071235657","-13.031004071235657","-13.031004071235657"
"2295","-13.030185639858246","-13.030185639858246","-13.030185639858246"
"2296","-13.030532509088516","-13.030532509088516","-13.030532509088516"
"2297","-13.032910317182541","-13.032910317182541","-13.032910317182541"
"2298","-13.028879314661026","-13.028879314661026","-13.028879314661026"
"2299","-13.027441680431366","-13.027441680431366","-13.027441680431366"
"2300","-13.03073713183403","-13.03073713183403","-13.03073713183403"
"2301","-13.030884325504303","-13.030884325504303","-13.030884325504303"
"2302","-13.031058609485626","-13.031058609485626","-13.031058609485626"
"2303","-13.030066430568695","-13.030066430568695","-13.030066430568695"
"2304","-13.027929425239563","-13.027929425239563","-13.027929425239563"
"2305","-13.029213726520538","-13.029213726520538","-13.029213726520538"
"2306","-13.02986454963684","-13.02986454963684","-13.02986454963684"
"2307","-13.03200763463974","-13.03200763463974","-13.03200763463974"
"2308","-13.032484918832779","-13.032484918832779","-13.032484918832779"
"2309","-13.030018299818039","-13.030018299818039","-13.030018299818039"
"2310","-13.031373113393784","-13.031373113393784","-13.031373113393784"
"2311","-13.03277912735939","-13.03277912735939","-13.03277912735939"
"2312","-13.03205668926239","-13.03205668926239","-13.03205668926239"
"2313","-13.0315503180027","-13.0315503180027","-13.0315503180027"
"2314","-13.031069129705429","-13.031069129705429","-13.031069129705429"
"2315","-13.028229713439941","-13.028229713439941","-13.028229713439941"
"2316","-13.029642850160599","-13.029642850160599","-13.029642850160599"
"2317","-13.030197650194168","-13.030197650194168","-13.030197650194168"
"2318","-13.03090113401413","-13.03090113401413","-13.03090113401413"
"2319","-13.027500331401825","-13.027500331401825","-13.027500331401825"
"2320","-13.030282020568848","-13.030282020568848","-13.030282020568848"
"2321","-13.030569970607758","-13.030569970607758","-13.030569970607758"
"2322","-13.032216846942902","-13.032216846942902","-13.032216846942902"
"2323","-13.031021535396576","-13.031021535396576","-13.031021535396576"
"2324","-13.028503030538559","-13.028503030538559","-13.028503030538559"
"2325","-13.026262283325195","-13.026262283325195","-13.026262283325195"
"2326","-13.031231671571732","-13.031231671571732","-13.031231671571732"
"2327","-13.02826389670372","-13.02826389670372","-13.02826389670372"
"2328","-13.029602468013763","-13.029602468013763","-13.029602468013763"
"2329","-13.02990049123764","-13.02990049123764","-13.02990049123764"
"2330","-13.029482513666153","-13.029482513666153","-13.029482513666153"
"2331","-13.03090688586235","-13.03090688586235","-13.03090688586235"
"2332","-13.029150366783142","-13.029150366783142","-13.029150366783142"
"2333","-13.028498023748398","-13.028498023748398","-13.028498023748398"
"2334","-13.029336094856262","-13.029336094856262","-13.029336094856262"
"2335","-13.02927628159523","-13.02927628159523","-13.02927628159523"
"2336","-13.026969462633133","-13.026969462633133","-13.026969462633133"
"2337","-13.028136432170868","-13.028136432170868","-13.028136432170868"
"2338","-13.029555827379227","-13.029555827379227","-13.029555827379227"
"2339","-13.02795946598053","-13.02795946598053","-13.02795946598053"
"2340","-13.027687162160873","-13.027687162160873","-13.027687162160873"
"2341","-13.027606546878815","-13.027606546878815","-13.027606546878815"
"2342","-13.029945969581604","-13.029945969581604","-13.029945969581604"
"2343","-13.028079181909561","-13.028079181909561","-13.028079181909561"
"2344","-13.02730992436409","-13.02730992436409","-13.02730992436409"
"2345","-13.029960632324219","-13.029960632324219","-13.029960632324219"
"2346","-13.029804766178131","-13.029804766178131","-13.029804766178131"
"2347","-13.030511617660522","-13.030511617660522","-13.030511617660522"
"2348","-13.030032187700272","-13.030032187700272","-13.030032187700272"
"2349","-13.029441118240356","-13.029441118240356","-13.029441118240356"
"2350","-13.030188918113708","-13.030188918113708","-13.030188918113708"
"2351","-13.028476059436798","-13.028476059436798","-13.028476059436798"
"2352","-13.028294086456299","-13.028294086456299","-13.028294086456299"
"2353","-13.028063595294952","-13.028063595294952","-13.028063595294952"
"2354","-13.029194176197052","-13.029194176197052","-13.029194176197052"
"2355","-13.028722286224365","-13.028722286224365","-13.028722286224365"
"2356","-13.029428213834763","-13.029428213834763","-13.029428213834763"
"2357","-13.0270294547081","-13.0270294547081","-13.0270294547081"
"2358","-13.02992233633995","-13.02992233633995","-13.02992233633995"
"2359","-13.029626816511154","-13.029626816511154","-13.029626816511154"
"2360","-13.028377026319504","-13.028377026319504","-13.028377026319504"
"2361","-13.026691138744354","-13.026691138744354","-13.026691138744354"
"2362","-13.02781456708908","-13.02781456708908","-13.02781456708908"
"2363","-13.029051125049591","-13.029051125049591","-13.029051125049591"
"2364","-13.026333749294281","-13.026333749294281","-13.026333749294281"
"2365","-13.029511749744415","-13.029511749744415","-13.029511749744415"
"2366","-13.026372790336609","-13.026372790336609","-13.026372790336609"
"2367","-13.03054627776146","-13.03054627776146","-13.03054627776146"
"2368","-13.031983107328415","-13.031983107328415","-13.031983107328415"
"2369","-13.03011104464531","-13.03011104464531","-13.03011104464531"
"2370","-13.031390964984894","-13.031390964984894","-13.031390964984894"
"2371","-13.026858061552048","-13.026858061552048","-13.026858061552048"
"2372","-13.030481517314911","-13.030481517314911","-13.030481517314911"
"2373","-13.032305419445038","-13.032305419445038","-13.032305419445038"
"2374","-13.031682223081589","-13.031682223081589","-13.031682223081589"
"2375","-13.030692517757416","-13.030692517757416","-13.030692517757416"
"2376","-13.033389449119568","-13.033389449119568","-13.033389449119568"
"2377","-13.032558977603912","-13.032558977603912","-13.032558977603912"
"2378","-13.032465547323227","-13.032465547323227","-13.032465547323227"
"2379","-13.02958157658577","-13.02958157658577","-13.02958157658577"
"2380","-13.029240250587463","-13.029240250587463","-13.029240250587463"
"2381","-13.031967341899872","-13.031967341899872","-13.031967341899872"
"2382","-13.031337708234787","-13.031337708234787","-13.031337708234787"
"2383","-13.030329883098602","-13.030329883098602","-13.030329883098602"
"2384","-13.03102496266365","-13.03102496266365","-13.03102496266365"
"2385","-13.029925733804703","-13.029925733804703","-13.029925733804703"
"2386","-13.028749823570251","-13.028749823570251","-13.028749823570251"
"2387","-13.030393868684769","-13.030393868684769","-13.030393868684769"
"2388","-13.030864953994751","-13.030864953994751","-13.030864953994751"
"2389","-13.033400923013687","-13.033400923013687","-13.033400923013687"
"2390","-13.030854433774948","-13.030854433774948","-13.030854433774948"
"2391","-13.03202149271965","-13.03202149271965","-13.03202149271965"
"2392","-13.032474398612976","-13.032474398612976","-13.032474398612976"
"2393","-13.030699878931046","-13.030699878931046","-13.030699878931046"
"2394","-13.030478715896606","-13.030478715896606","-13.030478715896606"
"2395","-13.028114318847656","-13.028114318847656","-13.028114318847656"
"2396","-13.027822583913803","-13.027822583913803","-13.027822583913803"
"2397","-13.028264462947845","-13.028264462947845","-13.028264462947845"
"2398","-13.0290567278862","-13.0290567278862","-13.0290567278862"
"2399","-13.026965647935867","-13.026965647935867","-13.026965647935867"
"2400","-13.030075281858444","-13.030075281858444","-13.030075281858444"
"2401","-13.029651880264282","-13.029651880264282","-13.029651880264282"
"2402","-13.02689978480339","-13.02689978480339","-13.02689978480339"
"2403","-13.029011517763138","-13.029011517763138","-13.029011517763138"
"2404","-13.025638461112976","-13.025638461112976","-13.025638461112976"
"2405","-13.026658743619919","-13.026658743619919","-13.026658743619919"
"2406","-13.026737928390503","-13.026737928390503","-13.026737928390503"
"2407","-13.027687430381775","-13.027687430381775","-13.027687430381775"
"2408","-13.030278861522675","-13.030278861522675","-13.030278861522675"
"2409","-13.027571737766266","-13.027571737766266","-13.027571737766266"
"2410","-13.028872221708298","-13.028872221708298","-13.028872221708298"
"2411","-13.027127176523209","-13.027127176523209","-13.027127176523209"
"2412","-13.027120023965836","-13.027120023965836","-13.027120023965836"
"2413","-13.028124034404755","-13.028124034404755","-13.028124034404755"
"2414","-13.029334664344788","-13.029334664344788","-13.029334664344788"
"2415","-13.02821671962738","-13.02821671962738","-13.02821671962738"
"2416","-13.027950793504715","-13.027950793504715","-13.027950793504715"
"2417","-13.026893764734268","-13.026893764734268","-13.026893764734268"
"2418","-13.02741739153862","-13.02741739153862","-13.02741739153862"
"2419","-13.025060594081879","-13.025060594081879","-13.025060594081879"
"2420","-13.028197944164276","-13.028197944164276","-13.028197944164276"
"2421","-13.028966069221497","-13.028966069221497","-13.028966069221497"
"2422","-13.028701782226562","-13.028701782226562","-13.028701782226562"
"2423","-13.028005003929138","-13.028005003929138","-13.028005003929138"
"2424","-13.028063207864761","-13.028063207864761","-13.028063207864761"
"2425","-13.026287853717804","-13.026287853717804","-13.026287853717804"
"2426","-13.030147731304169","-13.030147731304169","-13.030147731304169"
"2427","-13.029140055179596","-13.029140055179596","-13.029140055179596"
"2428","-13.027433007955551","-13.027433007955551","-13.027433007955551"
"2429","-13.024599522352219","-13.024599522352219","-13.024599522352219"
"2430","-13.026168435811996","-13.026168435811996","-13.026168435811996"
"2431","-13.021846234798431","-13.021846234798431","-13.021846234798431"
"2432","-13.02631190419197","-13.02631190419197","-13.02631190419197"
"2433","-13.028647154569626","-13.028647154569626","-13.028647154569626"
"2434","-13.027748733758926","-13.027748733758926","-13.027748733758926"
"2435","-13.027241259813309","-13.027241259813309","-13.027241259813309"
"2436","-13.023966133594513","-13.023966133594513","-13.023966133594513"
"2437","-13.027576833963394","-13.027576833963394","-13.027576833963394"
"2438","-13.028348058462143","-13.028348058462143","-13.028348058462143"
"2439","-13.026010185480118","-13.026010185480118","-13.026010185480118"
"2440","-13.03049436211586","-13.03049436211586","-13.03049436211586"
"2441","-13.028874427080154","-13.028874427080154","-13.028874427080154"
"2442","-13.02973359823227","-13.02973359823227","-13.02973359823227"
"2443","-13.030432552099228","-13.030432552099228","-13.030432552099228"
"2444","-13.030804336071014","-13.030804336071014","-13.030804336071014"
"2445","-13.032913863658905","-13.032913863658905","-13.032913863658905"
"2446","-13.032959312200546","-13.032959312200546","-13.032959312200546"
"2447","-13.029458194971085","-13.029458194971085","-13.029458194971085"
"2448","-13.028653383255005","-13.028653383255005","-13.028653383255005"
"2449","-13.028168886899948","-13.028168886899948","-13.028168886899948"
"2450","-13.029522895812988","-13.029522895812988","-13.029522895812988"
"2451","-13.02576008439064","-13.02576008439064","-13.02576008439064"
"2452","-13.028911858797073","-13.028911858797073","-13.028911858797073"
"2453","-13.031428664922714","-13.031428664922714","-13.031428664922714"
"2454","-13.031604290008545","-13.031604290008545","-13.031604290008545"
"2455","-13.030137717723846","-13.030137717723846","-13.030137717723846"
"2456","-13.029103964567184","-13.029103964567184","-13.029103964567184"
"2457","-13.028598368167877","-13.028598368167877","-13.028598368167877"
"2458","-13.028495490550995","-13.028495490550995","-13.028495490550995"
"2459","-13.027242988348007","-13.027242988348007","-13.027242988348007"
"2460","-13.03019243478775","-13.03019243478775","-13.03019243478775"
"2461","-13.030332326889038","-13.030332326889038","-13.030332326889038"
"2462","-13.030299574136734","-13.030299574136734","-13.030299574136734"
"2463","-13.029819935560226","-13.029819935560226","-13.029819935560226"
"2464","-13.02712893486023","-13.02712893486023","-13.02712893486023"
"2465","-13.032693356275558","-13.032693356275558","-13.032693356275558"
"2466","-13.029629945755005","-13.029629945755005","-13.029629945755005"
"2467","-13.034577816724777","-13.034577816724777","-13.034577816724777"
"2468","-13.032802253961563","-13.032802253961563","-13.032802253961563"
"2469","-13.031769722700119","-13.031769722700119","-13.031769722700119"
"2470","-13.03264969587326","-13.03264969587326","-13.03264969587326"
"2471","-13.032448530197144","-13.032448530197144","-13.032448530197144"
"2472","-13.033548831939697","-13.033548831939697","-13.033548831939697"
"2473","-13.031976491212845","-13.031976491212845","-13.031976491212845"
"2474","-13.034190118312836","-13.034190118312836","-13.034190118312836"
"2475","-13.031988501548767","-13.031988501548767","-13.031988501548767"
"2476","-13.031377255916595","-13.031377255916595","-13.031377255916595"
"2477","-13.029942661523819","-13.029942661523819","-13.029942661523819"
"2478","-13.028288960456848","-13.028288960456848","-13.028288960456848"
"2479","-13.029734313488007","-13.029734313488007","-13.029734313488007"
"2480","-13.030537009239197","-13.030537009239197","-13.030537009239197"
"2481","-13.032770991325378","-13.032770991325378","-13.032770991325378"
"2482","-13.031213402748108","-13.031213402748108","-13.031213402748108"
"2483","-13.032628804445267","-13.032628804445267","-13.032628804445267"
"2484","-13.029721647500992","-13.029721647500992","-13.029721647500992"
"2485","-13.03092935681343","-13.03092935681343","-13.03092935681343"
"2486","-13.032407730817795","-13.032407730817795","-13.032407730817795"
"2487","-13.029421329498291","-13.029421329498291","-13.029421329498291"
"2488","-13.030755877494812","-13.030755877494812","-13.030755877494812"
"2489","-13.029151976108551","-13.029151976108551","-13.029151976108551"
"2490","-13.032137989997864","-13.032137989997864","-13.032137989997864"
"2491","-13.03151386976242","-13.03151386976242","-13.03151386976242"
"2492","-13.030256241559982","-13.030256241559982","-13.030256241559982"
"2493","-13.033165872097015","-13.033165872097015","-13.033165872097015"
"2494","-13.032431930303574","-13.032431930303574","-13.032431930303574"
"2495","-13.03230357170105","-13.03230357170105","-13.03230357170105"
"2496","-13.032021135091782","-13.032021135091782","-13.032021135091782"
"2497","-13.031559526920319","-13.031559526920319","-13.031559526920319"
"2498","-13.033920735120773","-13.033920735120773","-13.033920735120773"
"2499","-13.032943218946457","-13.032943218946457","-13.032943218946457"
"2500","-13.036151468753815","-13.036151468753815","-13.036151468753815"
"2501","-13.036500930786133","-13.036500930786133","-13.036500930786133"
"2502","-13.033448904752731","-13.033448904752731","-13.033448904752731"
"2503","-13.031864643096924","-13.031864643096924","-13.031864643096924"
"2504","-13.03365558385849","-13.03365558385849","-13.03365558385849"
"2505","-13.032830566167831","-13.032830566167831","-13.032830566167831"
"2506","-13.030924141407013","-13.030924141407013","-13.030924141407013"
"2507","-13.030779153108597","-13.030779153108597","-13.030779153108597"
"2508","-13.033586144447327","-13.033586144447327","-13.033586144447327"
"2509","-13.032611578702927","-13.032611578702927","-13.032611578702927"
"2510","-13.031656861305237","-13.031656861305237","-13.031656861305237"
"2511","-13.031668305397034","-13.031668305397034","-13.031668305397034"
"2512","-13.029698848724365","-13.029698848724365","-13.029698848724365"
"2513","-13.032323747873306","-13.032323747873306","-13.032323747873306"
"2514","-13.033133774995804","-13.033133774995804","-13.033133774995804"
"2515","-13.031046003103256","-13.031046003103256","-13.031046003103256"
"2516","-13.033739984035492","-13.033739984035492","-13.033739984035492"
"2517","-13.033678889274597","-13.033678889274597","-13.033678889274597"
"2518","-13.033854365348816","-13.033854365348816","-13.033854365348816"
"2519","-13.03427791595459","-13.03427791595459","-13.03427791595459"
"2520","-13.032029211521149","-13.032029211521149","-13.032029211521149"
"2521","-13.031253010034561","-13.031253010034561","-13.031253010034561"
"2522","-13.02946612238884","-13.02946612238884","-13.02946612238884"
"2523","-13.030915349721909","-13.030915349721909","-13.030915349721909"
"2524","-13.03067722916603","-13.03067722916603","-13.03067722916603"
"2525","-13.031509429216385","-13.031509429216385","-13.031509429216385"
"2526","-13.028917491436005","-13.028917491436005","-13.028917491436005"
"2527","-13.033525496721268","-13.033525496721268","-13.033525496721268"
"2528","-13.031767129898071","-13.031767129898071","-13.031767129898071"
"2529","-13.032270431518555","-13.032270431518555","-13.032270431518555"
"2530","-13.030660420656204","-13.030660420656204","-13.030660420656204"
"2531","-13.030718088150024","-13.030718088150024","-13.030718088150024"
"2532","-13.031246989965439","-13.031246989965439","-13.031246989965439"
"2533","-13.029343664646149","-13.029343664646149","-13.029343664646149"
"2534","-13.029299050569534","-13.029299050569534","-13.029299050569534"
"2535","-13.0280042886734","-13.0280042886734","-13.0280042886734"
"2536","-13.028346687555313","-13.028346687555313","-13.028346687555313"
"2537","-13.029026001691818","-13.029026001691818","-13.029026001691818"
"2538","-13.02957969903946","-13.02957969903946","-13.02957969903946"
"2539","-13.027728199958801","-13.027728199958801","-13.027728199958801"
"2540","-13.029138892889023","-13.029138892889023","-13.029138892889023"
"2541","-13.031548708677292","-13.031548708677292","-13.031548708677292"
"2542","-13.030815929174423","-13.030815929174423","-13.030815929174423"
"2543","-13.031859278678894","-13.031859278678894","-13.031859278678894"
"2544","-13.034801810979843","-13.034801810979843","-13.034801810979843"
"2545","-13.034174740314484","-13.034174740314484","-13.034174740314484"
"2546","-13.034752577543259","-13.034752577543259","-13.034752577543259"
"2547","-13.035976499319077","-13.035976499319077","-13.035976499319077"
"2548","-13.035685002803802","-13.035685002803802","-13.035685002803802"
"2549","-13.034830212593079","-13.034830212593079","-13.034830212593079"
"2550","-13.036293715238571","-13.036293715238571","-13.036293715238571"
"2551","-13.03582352399826","-13.03582352399826","-13.03582352399826"
"2552","-13.032972991466522","-13.032972991466522","-13.032972991466522"
"2553","-13.035994678735733","-13.035994678735733","-13.035994678735733"
"2554","-13.036038339138031","-13.036038339138031","-13.036038339138031"
"2555","-13.036923229694366","-13.036923229694366","-13.036923229694366"
"2556","-13.033565282821655","-13.033565282821655","-13.033565282821655"
"2557","-13.033756822347641","-13.033756822347641","-13.033756822347641"
"2558","-13.03402754664421","-13.03402754664421","-13.03402754664421"
"2559","-13.036314487457275","-13.036314487457275","-13.036314487457275"
"2560","-13.035804450511932","-13.035804450511932","-13.035804450511932"
"2561","-13.034203976392746","-13.034203976392746","-13.034203976392746"
"2562","-13.035628527402878","-13.035628527402878","-13.035628527402878"
"2563","-13.035732567310333","-13.035732567310333","-13.035732567310333"
"2564","-13.034153521060944","-13.034153521060944","-13.034153521060944"
"2565","-13.035114824771881","-13.035114824771881","-13.035114824771881"
"2566","-13.033575385808945","-13.033575385808945","-13.033575385808945"
"2567","-13.032871156930923","-13.032871156930923","-13.032871156930923"
"2568","-13.030853033065796","-13.030853033065796","-13.030853033065796"
"2569","-13.033831655979156","-13.033831655979156","-13.033831655979156"
"2570","-13.034772127866745","-13.034772127866745","-13.034772127866745"
"2571","-13.033149361610413","-13.033149361610413","-13.033149361610413"
"2572","-13.034444749355316","-13.034444749355316","-13.034444749355316"
"2573","-13.032958060503006","-13.032958060503006","-13.032958060503006"
"2574","-13.032534390687943","-13.032534390687943","-13.032534390687943"
"2575","-13.032693415880203","-13.032693415880203","-13.032693415880203"
"2576","-13.03588131070137","-13.03588131070137","-13.03588131070137"
"2577","-13.034769892692566","-13.034769892692566","-13.034769892692566"
"2578","-13.035361617803574","-13.035361617803574","-13.035361617803574"
"2579","-13.035034775733948","-13.035034775733948","-13.035034775733948"
"2580","-13.03156179189682","-13.03156179189682","-13.03156179189682"
"2581","-13.031156718730927","-13.031156718730927","-13.031156718730927"
"2582","-13.031502604484558","-13.031502604484558","-13.031502604484558"
"2583","-13.02804434299469","-13.02804434299469","-13.02804434299469"
"2584","-13.028833419084549","-13.028833419084549","-13.028833419084549"
"2585","-13.029904127120972","-13.029904127120972","-13.029904127120972"
"2586","-13.02940347790718","-13.02940347790718","-13.02940347790718"
"2587","-13.03135684132576","-13.03135684132576","-13.03135684132576"
"2588","-13.029094964265823","-13.029094964265823","-13.029094964265823"
"2589","-13.032594621181488","-13.032594621181488","-13.032594621181488"
"2590","-13.030728578567505","-13.030728578567505","-13.030728578567505"
"2591","-13.029147028923035","-13.029147028923035","-13.029147028923035"
"2592","-13.030958861112595","-13.030958861112595","-13.030958861112595"
"2593","-13.031922519207","-13.031922519207","-13.031922519207"
"2594","-13.035470694303513","-13.035470694303513","-13.035470694303513"
"2595","-13.03052681684494","-13.03052681684494","-13.03052681684494"
"2596","-13.035878866910934","-13.035878866910934","-13.035878866910934"
"2597","-13.034937888383865","-13.034937888383865","-13.034937888383865"
"2598","-13.034307271242142","-13.034307271242142","-13.034307271242142"
"2599","-13.031832754611969","-13.031832754611969","-13.031832754611969"
"2600","-13.032599061727524","-13.032599061727524","-13.032599061727524"
"2601","-13.035666227340698","-13.035666227340698","-13.035666227340698"
"2602","-13.034088045358658","-13.034088045358658","-13.034088045358658"
"2603","-13.032171219587326","-13.032171219587326","-13.032171219587326"
"2604","-13.034318804740906","-13.034318804740906","-13.034318804740906"
"2605","-13.033572345972061","-13.033572345972061","-13.033572345972061"
"2606","-13.034404397010803","-13.034404397010803","-13.034404397010803"
"2607","-13.035087138414383","-13.035087138414383","-13.035087138414383"
"2608","-13.033244580030441","-13.033244580030441","-13.033244580030441"
"2609","-13.033370047807693","-13.033370047807693","-13.033370047807693"
"2610","-13.0325528383255","-13.0325528383255","-13.0325528383255"
"2611","-13.0337033867836","-13.0337033867836","-13.0337033867836"
"2612","-13.034748286008835","-13.034748286008835","-13.034748286008835"
"2613","-13.033627539873123","-13.033627539873123","-13.033627539873123"
"2614","-13.031505346298218","-13.031505346298218","-13.031505346298218"
"2615","-13.03304249048233","-13.03304249048233","-13.03304249048233"
"2616","-13.030020326375961","-13.030020326375961","-13.030020326375961"
"2617","-13.033557265996933","-13.033557265996933","-13.033557265996933"
"2618","-13.032016098499298","-13.032016098499298","-13.032016098499298"
"2619","-13.032720357179642","-13.032720357179642","-13.032720357179642"
"2620","-13.034269481897354","-13.034269481897354","-13.034269481897354"
"2621","-13.035432785749435","-13.035432785749435","-13.035432785749435"
"2622","-13.033431261777878","-13.033431261777878","-13.033431261777878"
"2623","-13.031342178583145","-13.031342178583145","-13.031342178583145"
"2624","-13.030859768390656","-13.030859768390656","-13.030859768390656"
"2625","-13.030858933925629","-13.030858933925629","-13.030858933925629"
"2626","-13.031420588493347","-13.031420588493347","-13.031420588493347"
"2627","-13.031979024410248","-13.031979024410248","-13.031979024410248"
"2628","-13.029375553131104","-13.029375553131104","-13.029375553131104"
"2629","-13.032780647277832","-13.032780647277832","-13.032780647277832"
"2630","-13.031834483146667","-13.031834483146667","-13.031834483146667"
"2631","-13.028922528028488","-13.028922528028488","-13.028922528028488"
"2632","-13.031405746936798","-13.031405746936798","-13.031405746936798"
"2633","-13.03177273273468","-13.03177273273468","-13.03177273273468"
"2634","-13.032446265220642","-13.032446265220642","-13.032446265220642"
"2635","-13.032174229621887","-13.032174229621887","-13.032174229621887"
"2636","-13.03370288014412","-13.03370288014412","-13.03370288014412"
"2637","-13.032954096794128","-13.032954096794128","-13.032954096794128"
"2638","-13.029461443424225","-13.029461443424225","-13.029461443424225"
"2639","-13.033082336187363","-13.033082336187363","-13.033082336187363"
"2640","-13.032616764307022","-13.032616764307022","-13.032616764307022"
"2641","-13.034570068120956","-13.034570068120956","-13.034570068120956"
"2642","-13.032697558403015","-13.032697558403015","-13.032697558403015"
"2643","-13.03455039858818","-13.03455039858818","-13.03455039858818"
"2644","-13.032152444124222","-13.032152444124222","-13.032152444124222"
"2645","-13.034258276224136","-13.034258276224136","-13.034258276224136"
"2646","-13.034885883331299","-13.034885883331299","-13.034885883331299"
"2647","-13.034354954957962","-13.034354954957962","-13.034354954957962"
"2648","-13.035853773355484","-13.035853773355484","-13.035853773355484"
"2649","-13.03179082274437","-13.03179082274437","-13.03179082274437"
"2650","-13.0341295003891","-13.0341295003891","-13.0341295003891"
"2651","-13.036253571510315","-13.036253571510315","-13.036253571510315"
"2652","-13.037867486476898","-13.037867486476898","-13.037867486476898"
"2653","-13.03202110528946","-13.03202110528946","-13.03202110528946"
"2654","-13.036388218402863","-13.036388218402863","-13.036388218402863"
"2655","-13.037141591310501","-13.037141591310501","-13.037141591310501"
