"Step","UnsupervisedLearning1 - Loss/val","UnsupervisedLearning1 - Loss/val__MIN","UnsupervisedLearning1 - Loss/val__MAX"
"265","-12.874581754207611","-12.874581754207611","-12.874581754207611"
"266","-12.877902925014496","-12.877902925014496","-12.877902925014496"
"267","-12.875975251197815","-12.875975251197815","-12.875975251197815"
"268","-12.87403678894043","-12.87403678894043","-12.87403678894043"
"269","-12.881684601306915","-12.881684601306915","-12.881684601306915"
"270","-12.87851345539093","-12.87851345539093","-12.87851345539093"
"271","-12.871274381875992","-12.871274381875992","-12.871274381875992"
"272","-12.879040747880936","-12.879040747880936","-12.879040747880936"
"273","-12.868914991617203","-12.868914991617203","-12.868914991617203"
"274","-12.875844776630402","-12.875844776630402","-12.875844776630402"
"275","-12.885600596666336","-12.885600596666336","-12.885600596666336"
"276","-12.883790671825409","-12.883790671825409","-12.883790671825409"
"277","-12.882034480571747","-12.882034480571747","-12.882034480571747"
"278","-12.879790425300598","-12.879790425300598","-12.879790425300598"
"279","-12.88539245724678","-12.88539245724678","-12.88539245724678"
"280","-12.884408414363861","-12.884408414363861","-12.884408414363861"
"281","-12.888537138700485","-12.888537138700485","-12.888537138700485"
"282","-12.88496047258377","-12.88496047258377","-12.88496047258377"
"283","-12.88402932882309","-12.88402932882309","-12.88402932882309"
"284","-12.88171011209488","-12.88171011209488","-12.88171011209488"
"285","-12.881431370973587","-12.881431370973587","-12.881431370973587"
"286","-12.88165858387947","-12.88165858387947","-12.88165858387947"
"287","-12.882254034280777","-12.882254034280777","-12.882254034280777"
"288","-12.881047815084457","-12.881047815084457","-12.881047815084457"
"289","-12.880166560411453","-12.880166560411453","-12.880166560411453"
"290","-12.885684370994568","-12.885684370994568","-12.885684370994568"
"291","-12.884141892194748","-12.884141892194748","-12.884141892194748"
"292","-12.880280494689941","-12.880280494689941","-12.880280494689941"
"293","-12.885061979293823","-12.885061979293823","-12.885061979293823"
"294","-12.888579398393631","-12.888579398393631","-12.888579398393631"
"295","-12.891239374876022","-12.891239374876022","-12.891239374876022"
"296","-12.892361551523209","-12.892361551523209","-12.892361551523209"
"297","-12.88835471868515","-12.88835471868515","-12.88835471868515"
"298","-12.88411083817482","-12.88411083817482","-12.88411083817482"
"299","-12.890307784080505","-12.890307784080505","-12.890307784080505"
"300","-12.89403161406517","-12.89403161406517","-12.89403161406517"
"301","-12.89749801158905","-12.89749801158905","-12.89749801158905"
"302","-12.89600682258606","-12.89600682258606","-12.89600682258606"
"303","-12.892586201429367","-12.892586201429367","-12.892586201429367"
"304","-12.887588918209076","-12.887588918209076","-12.887588918209076"
"305","-12.892637938261032","-12.892637938261032","-12.892637938261032"
"306","-12.895960003137589","-12.895960003137589","-12.895960003137589"
"307","-12.890115767717361","-12.890115767717361","-12.890115767717361"
"308","-12.891370296478271","-12.891370296478271","-12.891370296478271"
"309","-12.897142350673676","-12.897142350673676","-12.897142350673676"
"310","-12.896211683750153","-12.896211683750153","-12.896211683750153"
"311","-12.896764397621155","-12.896764397621155","-12.896764397621155"
"312","-12.898799031972885","-12.898799031972885","-12.898799031972885"
"313","-12.902129232883453","-12.902129232883453","-12.902129232883453"
"314","-12.904033750295639","-12.904033750295639","-12.904033750295639"
"315","-12.903377443552017","-12.903377443552017","-12.903377443552017"
"316","-12.894846737384796","-12.894846737384796","-12.894846737384796"
"317","-12.89541083574295","-12.89541083574295","-12.89541083574295"
"318","-12.898025512695312","-12.898025512695312","-12.898025512695312"
"319","-12.899859994649887","-12.899859994649887","-12.899859994649887"
"320","-12.903676748275757","-12.903676748275757","-12.903676748275757"
"321","-12.90205255150795","-12.90205255150795","-12.90205255150795"
"322","-12.89894488453865","-12.89894488453865","-12.89894488453865"
"323","-12.90453228354454","-12.90453228354454","-12.90453228354454"
"324","-12.901094138622284","-12.901094138622284","-12.901094138622284"
"325","-12.90029326081276","-12.90029326081276","-12.90029326081276"
"326","-12.907443553209305","-12.907443553209305","-12.907443553209305"
"327","-12.904342204332352","-12.904342204332352","-12.904342204332352"
"328","-12.908320844173431","-12.908320844173431","-12.908320844173431"
"329","-12.897760659456253","-12.897760659456253","-12.897760659456253"
"330","-12.904525071382523","-12.904525071382523","-12.904525071382523"
"331","-12.898722499608994","-12.898722499608994","-12.898722499608994"
"332","-12.907857328653336","-12.907857328653336","-12.907857328653336"
"333","-12.900593400001526","-12.900593400001526","-12.900593400001526"
"334","-12.902858287096024","-12.902858287096024","-12.902858287096024"
"335","-12.897695928812027","-12.897695928812027","-12.897695928812027"
"336","-12.900445342063904","-12.900445342063904","-12.900445342063904"
"337","-12.899023443460464","-12.899023443460464","-12.899023443460464"
"338","-12.909515142440796","-12.909515142440796","-12.909515142440796"
"339","-12.903804808855057","-12.903804808855057","-12.903804808855057"
"340","-12.908617407083511","-12.908617407083511","-12.908617407083511"
"341","-12.90718960762024","-12.90718960762024","-12.90718960762024"
"342","-12.909262001514435","-12.909262001514435","-12.909262001514435"
"343","-12.91184177994728","-12.91184177994728","-12.91184177994728"
"344","-12.912438839673996","-12.912438839673996","-12.912438839673996"
"345","-12.902284860610962","-12.902284860610962","-12.902284860610962"
"346","-12.914879441261292","-12.914879441261292","-12.914879441261292"
"347","-12.91377779841423","-12.91377779841423","-12.91377779841423"
"348","-12.917886137962341","-12.917886137962341","-12.917886137962341"
"349","-12.905311614274979","-12.905311614274979","-12.905311614274979"
"350","-12.909197241067886","-12.909197241067886","-12.909197241067886"
"351","-12.914585500955582","-12.914585500955582","-12.914585500955582"
"352","-12.91398349404335","-12.91398349404335","-12.91398349404335"
"353","-12.91382810473442","-12.91382810473442","-12.91382810473442"
"354","-12.912979245185852","-12.912979245185852","-12.912979245185852"
"355","-12.910392045974731","-12.910392045974731","-12.910392045974731"
"356","-12.908401131629944","-12.908401131629944","-12.908401131629944"
"357","-12.917713284492493","-12.917713284492493","-12.917713284492493"
"358","-12.912222474813461","-12.912222474813461","-12.912222474813461"
"359","-12.917769968509674","-12.917769968509674","-12.917769968509674"
"360","-12.91740569472313","-12.91740569472313","-12.91740569472313"
"361","-12.904852539300919","-12.904852539300919","-12.904852539300919"
"362","-12.908350497484207","-12.908350497484207","-12.908350497484207"
"363","-12.911710023880005","-12.911710023880005","-12.911710023880005"
"364","-12.912537544965744","-12.912537544965744","-12.912537544965744"
"365","-12.918582528829575","-12.918582528829575","-12.918582528829575"
"366","-12.91130194067955","-12.91130194067955","-12.91130194067955"
"367","-12.915027529001236","-12.915027529001236","-12.915027529001236"
"368","-12.915043532848358","-12.915043532848358","-12.915043532848358"
"369","-12.916879266500473","-12.916879266500473","-12.916879266500473"
"370","-12.91816046833992","-12.91816046833992","-12.91816046833992"
"371","-12.913759291172028","-12.913759291172028","-12.913759291172028"
"372","-12.92246800661087","-12.92246800661087","-12.92246800661087"
"373","-12.920490801334381","-12.920490801334381","-12.920490801334381"
"374","-12.92141580581665","-12.92141580581665","-12.92141580581665"
"375","-12.920636594295502","-12.920636594295502","-12.920636594295502"
"376","-12.918298721313477","-12.918298721313477","-12.918298721313477"
"377","-12.926299780607224","-12.926299780607224","-12.926299780607224"
"378","-12.918213903903961","-12.918213903903961","-12.918213903903961"
"379","-12.917299628257751","-12.917299628257751","-12.917299628257751"
"380","-12.917282074689865","-12.917282074689865","-12.917282074689865"
"381","-12.912421226501465","-12.912421226501465","-12.912421226501465"
"382","-12.921835660934448","-12.921835660934448","-12.921835660934448"
"383","-12.918322443962097","-12.918322443962097","-12.918322443962097"
"384","-12.91795527935028","-12.91795527935028","-12.91795527935028"
"385","-12.921010822057724","-12.921010822057724","-12.921010822057724"
"386","-12.923377990722656","-12.923377990722656","-12.923377990722656"
"387","-12.916183203458786","-12.916183203458786","-12.916183203458786"
"388","-12.926781207323074","-12.926781207323074","-12.926781207323074"
"389","-12.918786644935608","-12.918786644935608","-12.918786644935608"
"390","-12.924528539180756","-12.924528539180756","-12.924528539180756"
"391","-12.919171541929245","-12.919171541929245","-12.919171541929245"
"392","-12.92212986946106","-12.92212986946106","-12.92212986946106"
"393","-12.924737632274628","-12.924737632274628","-12.924737632274628"
"394","-12.925135225057602","-12.925135225057602","-12.925135225057602"
"395","-12.919202238321304","-12.919202238321304","-12.919202238321304"
"396","-12.922705113887787","-12.922705113887787","-12.922705113887787"
"397","-12.917604267597198","-12.917604267597198","-12.917604267597198"
"398","-12.915928065776825","-12.915928065776825","-12.915928065776825"
"399","-12.919320434331894","-12.919320434331894","-12.919320434331894"
"400","-12.920871675014496","-12.920871675014496","-12.920871675014496"
"401","-12.918176621198654","-12.918176621198654","-12.918176621198654"
"402","-12.92733696103096","-12.92733696103096","-12.92733696103096"
"403","-12.923318177461624","-12.923318177461624","-12.923318177461624"
"404","-12.920929461717606","-12.920929461717606","-12.920929461717606"
"405","-12.922517776489258","-12.922517776489258","-12.922517776489258"
"406","-12.918973714113235","-12.918973714113235","-12.918973714113235"
"407","-12.928648561239243","-12.928648561239243","-12.928648561239243"
"408","-12.92734631896019","-12.92734631896019","-12.92734631896019"
"409","-12.924047648906708","-12.924047648906708","-12.924047648906708"
"410","-12.926472038030624","-12.926472038030624","-12.926472038030624"
"411","-12.925252884626389","-12.925252884626389","-12.925252884626389"
"412","-12.92099815607071","-12.92099815607071","-12.92099815607071"
"413","-12.928299605846405","-12.928299605846405","-12.928299605846405"
"414","-12.926766723394394","-12.926766723394394","-12.926766723394394"
"415","-12.926236242055893","-12.926236242055893","-12.926236242055893"
"416","-12.927496790885925","-12.927496790885925","-12.927496790885925"
"417","-12.92948904633522","-12.92948904633522","-12.92948904633522"
"418","-12.931687623262405","-12.931687623262405","-12.931687623262405"
"419","-12.930071890354156","-12.930071890354156","-12.930071890354156"
"420","-12.932512104511261","-12.932512104511261","-12.932512104511261"
"421","-12.931990504264832","-12.931990504264832","-12.931990504264832"
"422","-12.925093084573746","-12.925093084573746","-12.925093084573746"
"423","-12.929163187742233","-12.929163187742233","-12.929163187742233"
"424","-12.930471777915955","-12.930471777915955","-12.930471777915955"
"425","-12.923060923814774","-12.923060923814774","-12.923060923814774"
"426","-12.929644227027893","-12.929644227027893","-12.929644227027893"
"427","-12.932052254676819","-12.932052254676819","-12.932052254676819"
"428","-12.930240750312805","-12.930240750312805","-12.930240750312805"
"429","-12.937050968408585","-12.937050968408585","-12.937050968408585"
"430","-12.937584459781647","-12.937584459781647","-12.937584459781647"
"431","-12.934770256280899","-12.934770256280899","-12.934770256280899"
"432","-12.931373327970505","-12.931373327970505","-12.931373327970505"
"433","-12.931969046592712","-12.931969046592712","-12.931969046592712"
"434","-12.93910238146782","-12.93910238146782","-12.93910238146782"
"435","-12.928706526756287","-12.928706526756287","-12.928706526756287"
"436","-12.928342550992966","-12.928342550992966","-12.928342550992966"
"437","-12.936116367578506","-12.936116367578506","-12.936116367578506"
"438","-12.936841398477554","-12.936841398477554","-12.936841398477554"
"439","-12.929612904787064","-12.929612904787064","-12.929612904787064"
"440","-12.929889172315598","-12.929889172315598","-12.929889172315598"
"441","-12.937696754932404","-12.937696754932404","-12.937696754932404"
"442","-12.935004830360413","-12.935004830360413","-12.935004830360413"
"443","-12.938111513853073","-12.938111513853073","-12.938111513853073"
"444","-12.936663419008255","-12.936663419008255","-12.936663419008255"
"445","-12.935947239398956","-12.935947239398956","-12.935947239398956"
"446","-12.934378921985626","-12.934378921985626","-12.934378921985626"
