"Step","unsupervised_test_lr:0.00025 - usvl_test/Loss/train","unsupervised_test_lr:0.00025 - usvl_test/Loss/train__MIN","unsupervised_test_lr:0.00025 - usvl_test/Loss/train__MAX","unsupervised_test_lr:1e-05 - usvl_test/Loss/train","unsupervised_test_lr:1e-05 - usvl_test/Loss/train__MIN","unsupervised_test_lr:1e-05 - usvl_test/Loss/train__MAX","unsupervised_test_lr:5e-05 - usvl_test/Loss/train","unsupervised_test_lr:5e-05 - usvl_test/Loss/train__MIN","unsupervised_test_lr:5e-05 - usvl_test/Loss/train__MAX","unsupervised_test_lr:0.0001 - usvl_test/Loss/train","unsupervised_test_lr:0.0001 - usvl_test/Loss/train__MIN","unsupervised_test_lr:0.0001 - usvl_test/Loss/train__MAX","unsupervised_test_lr:0.0005 - usvl_test/Loss/train","unsupervised_test_lr:0.0005 - usvl_test/Loss/train__MIN","unsupervised_test_lr:0.0005 - usvl_test/Loss/train__MAX"
"471","-12.890915334224701","-12.890915334224701","-12.890915334224701","-12.769382854302725","-12.769382854302725","-12.769382854302725","-12.851463695367178","-12.851463695367178","-12.851463695367178","-12.879499236742655","-12.879499236742655","-12.879499236742655","-12.897688746452332","-12.897688746452332","-12.897688746452332"
"472","-12.89190768202146","-12.89190768202146","-12.89190768202146","-12.769389162460962","-12.769389162460962","-12.769389162460962","-12.851886739333471","-12.851886739333471","-12.851886739333471","-12.877257863680521","-12.877257863680521","-12.877257863680521","-12.89721225698789","-12.89721225698789","-12.89721225698789"
"473","-12.893787334362665","-12.893787334362665","-12.893787334362665","-12.76838215192159","-12.76838215192159","-12.76838215192159","-12.854134857654572","-12.854134857654572","-12.854134857654572","-12.875975151856741","-12.875975151856741","-12.875975151856741","-12.904258072376251","-12.904258072376251","-12.904258072376251"
"474","-12.894709626833597","-12.894709626833597","-12.894709626833597","-12.768968363602957","-12.768968363602957","-12.768968363602957","-12.851760844389597","-12.851760844389597","-12.851760844389597","-12.877648085355759","-12.877648085355759","-12.877648085355759","-12.905228624741236","-12.905228624741236","-12.905228624741236"
"475","-12.895696997642517","-12.895696997642517","-12.895696997642517","-12.768908361593882","-12.768908361593882","-12.768908361593882","-12.85419668753942","-12.85419668753942","-12.85419668753942","-12.875687211751938","-12.875687211751938","-12.875687211751938","-12.905348926782608","-12.905348926782608","-12.905348926782608"
"476","-12.89167649547259","-12.89167649547259","-12.89167649547259","-12.769009123245874","-12.769009123245874","-12.769009123245874","-12.853798369566599","-12.853798369566599","-12.853798369566599","-12.877447644869486","-12.877447644869486","-12.877447644869486","-12.90233134229978","-12.90233134229978","-12.90233134229978"
"477","-12.894226481517157","-12.894226481517157","-12.894226481517157","-12.769415944814682","-12.769415944814682","-12.769415944814682","-12.852845301230749","-12.852845301230749","-12.852845301230749","-12.874706675608953","-12.874706675608953","-12.874706675608953","-12.904100269079208","-12.904100269079208","-12.904100269079208"
"478","-12.893404384454092","-12.893404384454092","-12.893404384454092","-12.76875314116478","-12.76875314116478","-12.76875314116478","-12.855805734793345","-12.855805734793345","-12.855805734793345","-12.876714746157328","-12.876714746157328","-12.876714746157328","-12.903735389312109","-12.903735389312109","-12.903735389312109"
"479","-12.891909629106522","-12.891909629106522","-12.891909629106522","-12.769411335388819","-12.769411335388819","-12.769411335388819","-12.856620957454046","-12.856620957454046","-12.856620957454046","-12.876545697450638","-12.876545697450638","-12.876545697450638","-12.905708601077398","-12.905708601077398","-12.905708601077398"
"480","-12.893530378739039","-12.893530378739039","-12.893530378739039","-12.768592327833176","-12.768592327833176","-12.768592327833176","-12.855784247318903","-12.855784247318903","-12.855784247318903","-12.87806741396586","-12.87806741396586","-12.87806741396586","-12.906683494647345","-12.906683494647345","-12.906683494647345"
"481","-12.892901619275412","-12.892901619275412","-12.892901619275412","-12.769023607174555","-12.769023607174555","-12.769023607174555","-12.85769858956337","-12.85769858956337","-12.85769858956337","-12.879163722197214","-12.879163722197214","-12.879163722197214","-12.905177603165308","-12.905177603165308","-12.905177603165308"
"482","-12.891240487496058","-12.891240487496058","-12.891240487496058","-12.768999367952347","-12.768999367952347","-12.768999367952347","-12.855166643857956","-12.855166643857956","-12.855166643857956","-12.877412289381027","-12.877412289381027","-12.877412289381027","-12.905770301818848","-12.905770301818848","-12.905770301818848"
"483","-12.89339945713679","-12.89339945713679","-12.89339945713679","-12.769072661797205","-12.769072661797205","-12.769072661797205","-12.857184688250223","-12.857184688250223","-12.857184688250223","-12.877156982819239","-12.877156982819239","-12.877156982819239","-12.908330688873926","-12.908330688873926","-12.908330688873926"
"484","-12.893466790517172","-12.893466790517172","-12.893466790517172","-12.770392656326294","-12.770392656326294","-12.770392656326294","-12.852338592211405","-12.852338592211405","-12.852338592211405","-12.875064432621002","-12.875064432621002","-12.875064432621002","-12.908843070268631","-12.908843070268631","-12.908843070268631"
"485","-12.894337862730026","-12.894337862730026","-12.894337862730026","-12.770292490720749","-12.770292490720749","-12.770292490720749","-12.855091522137323","-12.855091522137323","-12.855091522137323","-12.873379717270533","-12.873379717270533","-12.873379717270533","-12.909386863311132","-12.909386863311132","-12.909386863311132"
"486","-12.892720113197962","-12.892720113197962","-12.892720113197962","-12.770368079344431","-12.770368079344431","-12.770368079344431","-12.854648451010386","-12.854648451010386","-12.854648451010386","-12.87284255027771","-12.87284255027771","-12.87284255027771","-12.907513429721197","-12.907513429721197","-12.907513429721197"
"487","-12.89069468776385","-12.89069468776385","-12.89069468776385","-12.770997474590937","-12.770997474590937","-12.770997474590937","-12.855927497148514","-12.855927497148514","-12.855927497148514","-12.874682486057281","-12.874682486057281","-12.874682486057281","-12.908871779839197","-12.908871779839197","-12.908871779839197"
"488","-12.890770842631659","-12.890770842631659","-12.890770842631659","-12.771503825982412","-12.771503825982412","-12.771503825982412","-12.8564193546772","-12.8564193546772","-12.8564193546772","-12.874675571918488","-12.874675571918488","-12.874675571918488","-12.909962097803751","-12.909962097803751","-12.909962097803751"
"489","-12.892652601003647","-12.892652601003647","-12.892652601003647","-12.77087652683258","-12.77087652683258","-12.77087652683258","-12.85732325911522","-12.85732325911522","-12.85732325911522","-12.877655257781347","-12.877655257781347","-12.877655257781347","-12.911340981721878","-12.911340981721878","-12.911340981721878"
"490","-12.892810116211573","-12.892810116211573","-12.892810116211573","-12.770860264698664","-12.770860264698664","-12.770860264698664","-12.858578642209372","-12.858578642209372","-12.858578642209372","-12.880193074544271","-12.880193074544271","-12.880193074544271","-12.91224405169487","-12.91224405169487","-12.91224405169487"
"491","-12.89409484465917","-12.89409484465917","-12.89409484465917","-12.770005921522776","-12.770005921522776","-12.770005921522776","-12.85809294382731","-12.85809294382731","-12.85809294382731","-12.881838450829187","-12.881838450829187","-12.881838450829187","-12.913007587194443","-12.913007587194443","-12.913007587194443"
"492","-12.891544262568155","-12.891544262568155","-12.891544262568155","-12.770183871189753","-12.770183871189753","-12.770183871189753","-12.85660034418106","-12.85660034418106","-12.85660034418106","-12.881526132424673","-12.881526132424673","-12.881526132424673","-12.912570923566818","-12.912570923566818","-12.912570923566818"
"493","-12.893578817447027","-12.893578817447027","-12.893578817447027","-12.772152364253998","-12.772152364253998","-12.772152364253998","-12.855827540159225","-12.855827540159225","-12.855827540159225","-12.882247040669123","-12.882247040669123","-12.882247040669123","-12.910610268513361","-12.910610268513361","-12.910610268513361"
"494","-12.893828878800074","-12.893828878800074","-12.893828878800074","-12.77263573805491","-12.77263573805491","-12.77263573805491","-12.85499464472135","-12.85499464472135","-12.85499464472135","-12.882345706224442","-12.882345706224442","-12.882345706224442","-12.910467078288397","-12.910467078288397","-12.910467078288397"
"495","-12.89325287938118","-12.89325287938118","-12.89325287938118","-12.771416306495667","-12.771416306495667","-12.771416306495667","-12.851617813110352","-12.851617813110352","-12.851617813110352","-12.879461040099462","-12.879461040099462","-12.879461040099462","-12.911003708839417","-12.911003708839417","-12.911003708839417"
"496","-12.89428362250328","-12.89428362250328","-12.89428362250328","-12.771823436021805","-12.771823436021805","-12.771823436021805","-12.855545918146769","-12.855545918146769","-12.855545918146769","-12.880526691675186","-12.880526691675186","-12.880526691675186","-12.914214799801508","-12.914214799801508","-12.914214799801508"
"497","-12.895184755325317","-12.895184755325317","-12.895184755325317","-12.77188773949941","-12.77188773949941","-12.77188773949941","-12.853633453448614","-12.853633453448614","-12.853633453448614","-12.878788073857626","-12.878788073857626","-12.878788073857626","-12.914627780516943","-12.914627780516943","-12.914627780516943"
"498","-12.896818528572718","-12.896818528572718","-12.896818528572718","-12.771368473768234","-12.771368473768234","-12.771368473768234","-12.854202707608541","-12.854202707608541","-12.854202707608541","-12.875712752342224","-12.875712752342224","-12.875712752342224","-12.910446594158808","-12.910446594158808","-12.910446594158808"
"499","-12.898197124401728","-12.898197124401728","-12.898197124401728","-12.77040320634842","-12.77040320634842","-12.77040320634842","-12.854475329319635","-12.854475329319635","-12.854475329319635","-12.876667747894922","-12.876667747894922","-12.876667747894922","-12.914965569972992","-12.914965569972992","-12.914965569972992"
"500","-12.89609201749166","-12.89609201749166","-12.89609201749166","-12.770737449328104","-12.770737449328104","-12.770737449328104","-12.855607082446417","-12.855607082446417","-12.855607082446417","-12.878480752309164","-12.878480752309164","-12.878480752309164","-12.910374164581299","-12.910374164581299","-12.910374164581299"
"501","-12.892769396305084","-12.892769396305084","-12.892769396305084","-12.770224074522654","-12.770224074522654","-12.770224074522654","-12.855368673801422","-12.855368673801422","-12.855368673801422","-12.883036176363627","-12.883036176363627","-12.883036176363627","-12.913007209698359","-12.913007209698359","-12.913007209698359"
"502","-12.895299971103668","-12.895299971103668","-12.895299971103668","-12.770611345767975","-12.770611345767975","-12.770611345767975","-12.85581910610199","-12.85581910610199","-12.85581910610199","-12.881683677434921","-12.881683677434921","-12.881683677434921","-12.914896070957184","-12.914896070957184","-12.914896070957184"
"503","-12.895960301160812","-12.895960301160812","-12.895960301160812","-12.772091935078302","-12.772091935078302","-12.772091935078302","-12.85698601603508","-12.85698601603508","-12.85698601603508","-12.88391343752543","-12.88391343752543","-12.88391343752543","-12.915625383456549","-12.915625383456549","-12.915625383456549"
"504","-12.894429753224054","-12.894429753224054","-12.894429753224054","-12.7721908390522","-12.7721908390522","-12.7721908390522","-12.856846978267034","-12.856846978267034","-12.856846978267034","-12.882209479808807","-12.882209479808807","-12.882209479808807","-12.9165185491244","-12.9165185491244","-12.9165185491244"
"505","-12.894172837336859","-12.894172837336859","-12.894172837336859","-12.771115203698477","-12.771115203698477","-12.771115203698477","-12.856653352578482","-12.856653352578482","-12.856653352578482","-12.882717927296957","-12.882717927296957","-12.882717927296957","-12.915384391943613","-12.915384391943613","-12.915384391943613"
"506","-12.89546134074529","-12.89546134074529","-12.89546134074529","-12.770764648914337","-12.770764648914337","-12.770764648914337","-12.854933540026346","-12.854933540026346","-12.854933540026346","-12.881917665402094","-12.881917665402094","-12.881917665402094","-12.912926405668259","-12.912926405668259","-12.912926405668259"
"507","-12.899533092975616","-12.899533092975616","-12.899533092975616","-12.771237750848135","-12.771237750848135","-12.771237750848135","-12.85737473766009","-12.85737473766009","-12.85737473766009","-12.882065862417221","-12.882065862417221","-12.882065862417221","-12.911585738261541","-12.911585738261541","-12.911585738261541"
"508","-12.89659458398819","-12.89659458398819","-12.89659458398819","-12.771675328413645","-12.771675328413645","-12.771675328413645","-12.858503560225168","-12.858503560225168","-12.858503560225168","-12.878735264142355","-12.878735264142355","-12.878735264142355","-12.91092649102211","-12.91092649102211","-12.91092649102211"
"509","-12.897467941045761","-12.897467941045761","-12.897467941045761","-12.77255403995514","-12.77255403995514","-12.77255403995514","-12.859221190214157","-12.859221190214157","-12.859221190214157","-12.882562657197317","-12.882562657197317","-12.882562657197317","-12.90703617533048","-12.90703617533048","-12.90703617533048"
"510","-12.897766848405203","-12.897766848405203","-12.897766848405203","-12.772359391053518","-12.772359391053518","-12.772359391053518","-12.858795017004013","-12.858795017004013","-12.858795017004013","-12.882936845223108","-12.882936845223108","-12.882936845223108","-12.911929428577423","-12.911929428577423","-12.911929428577423"
"511","-12.897216439247131","-12.897216439247131","-12.897216439247131","-12.772720744212469","-12.772720744212469","-12.772720744212469","-12.860137353340784","-12.860137353340784","-12.860137353340784","-12.881396253903707","-12.881396253903707","-12.881396253903707","-12.914522250493368","-12.914522250493368","-12.914522250493368"
"512","-12.898616453011831","-12.898616453011831","-12.898616453011831","-12.772676368554434","-12.772676368554434","-12.772676368554434","-12.858951906363169","-12.858951906363169","-12.858951906363169","-12.879733661810556","-12.879733661810556","-12.879733661810556","-12.915474037329355","-12.915474037329355","-12.915474037329355"
"513","-12.898035069306692","-12.898035069306692","-12.898035069306692","-12.77269129951795","-12.77269129951795","-12.77269129951795","-12.858078191677729","-12.858078191677729","-12.858078191677729","-12.881753355264664","-12.881753355264664","-12.881753355264664","-12.915895919005075","-12.915895919005075","-12.915895919005075"
"514","-12.898011674483618","-12.898011674483618","-12.898011674483618","-12.77323160568873","-12.77323160568873","-12.77323160568873","-12.858546048402786","-12.858546048402786","-12.858546048402786","-12.881166398525238","-12.881166398525238","-12.881166398525238","-12.914808173974356","-12.914808173974356","-12.914808173974356"
"515","-12.896942883729935","-12.896942883729935","-12.896942883729935","-12.773316164811453","-12.773316164811453","-12.773316164811453","-12.860347469647726","-12.860347469647726","-12.860347469647726","-12.87952267130216","-12.87952267130216","-12.87952267130216","-12.916713058948517","-12.916713058948517","-12.916713058948517"
"516","-12.897954473892847","-12.897954473892847","-12.897954473892847","-12.77390749255816","-12.77390749255816","-12.77390749255816","-12.86011172334353","-12.86011172334353","-12.86011172334353","-12.880962679783503","-12.880962679783503","-12.880962679783503","-12.919569820165634","-12.919569820165634","-12.919569820165634"
"517","-12.896288017431894","-12.896288017431894","-12.896288017431894","-12.773132493098577","-12.773132493098577","-12.773132493098577","-12.859006603558859","-12.859006603558859","-12.859006603558859","-12.8819240629673","-12.8819240629673","-12.8819240629673","-12.921830803155899","-12.921830803155899","-12.921830803155899"
"518","-12.893698702255884","-12.893698702255884","-12.893698702255884","-12.773708085219065","-12.773708085219065","-12.773708085219065","-12.856636077165604","-12.856636077165604","-12.856636077165604","-12.881119390328726","-12.881119390328726","-12.881119390328726","-12.919639299313227","-12.919639299313227","-12.919639299313227"
"519","-12.896575421094894","-12.896575421094894","-12.896575421094894","-12.77469339966774","-12.77469339966774","-12.77469339966774","-12.856777638196945","-12.856777638196945","-12.856777638196945","-12.87992395957311","-12.87992395957311","-12.87992395957311","-12.918484141429266","-12.918484141429266","-12.918484141429266"
"520","-12.895356506109238","-12.895356506109238","-12.895356506109238","-12.772810886303583","-12.772810886303583","-12.772810886303583","-12.856528520584106","-12.856528520584106","-12.856528520584106","-12.881137440601984","-12.881137440601984","-12.881137440601984","-12.920734107494354","-12.920734107494354","-12.920734107494354"
"521","-12.89463405807813","-12.89463405807813","-12.89463405807813","-12.77343679467837","-12.77343679467837","-12.77343679467837","-12.857580572366714","-12.857580572366714","-12.857580572366714","-12.883254587650299","-12.883254587650299","-12.883254587650299","-12.919609298308691","-12.919609298308691","-12.919609298308691"
"522","-12.89553897579511","-12.89553897579511","-12.89553897579511","-12.773436347643534","-12.773436347643534","-12.773436347643534","-12.858724355697632","-12.858724355697632","-12.858724355697632","-12.883667528629303","-12.883667528629303","-12.883667528629303","-12.918797691663107","-12.918797691663107","-12.918797691663107"
"523","-12.895971864461899","-12.895971864461899","-12.895971864461899","-12.774080872535706","-12.774080872535706","-12.774080872535706","-12.860109696785608","-12.860109696785608","-12.860109696785608","-12.884054243564606","-12.884054243564606","-12.884054243564606","-12.919271618127823","-12.919271618127823","-12.919271618127823"
"524","-12.898366649945578","-12.898366649945578","-12.898366649945578","-12.774555633465448","-12.774555633465448","-12.774555633465448","-12.86056692401568","-12.86056692401568","-12.86056692401568","-12.885917097330093","-12.885917097330093","-12.885917097330093","-12.916892488797506","-12.916892488797506","-12.916892488797506"
"525","-12.89936367670695","-12.89936367670695","-12.89936367670695","-12.775075048208237","-12.775075048208237","-12.775075048208237","-12.861228366692862","-12.861228366692862","-12.861228366692862","-12.882725298404694","-12.882725298404694","-12.882725298404694","-12.915257096290588","-12.915257096290588","-12.915257096290588"
"526","-12.90014444788297","-12.90014444788297","-12.90014444788297","-12.774631559848785","-12.774631559848785","-12.774631559848785","-12.862450510263443","-12.862450510263443","-12.862450510263443","-12.882522900899252","-12.882522900899252","-12.882522900899252","-12.914816200733185","-12.914816200733185","-12.914816200733185"
"527","-12.900114933649698","-12.900114933649698","-12.900114933649698","-12.775924980640411","-12.775924980640411","-12.775924980640411","-12.862928112347921","-12.862928112347921","-12.862928112347921","-12.8852768043677","-12.8852768043677","-12.8852768043677","-12.913158804178238","-12.913158804178238","-12.913158804178238"
"528","-12.899996320406595","-12.899996320406595","-12.899996320406595","-12.775184949239096","-12.775184949239096","-12.775184949239096","-12.86032689611117","-12.86032689611117","-12.86032689611117","-12.884285777807236","-12.884285777807236","-12.884285777807236","-12.916314969460169","-12.916314969460169","-12.916314969460169"
"529","-12.898053059975306","-12.898053059975306","-12.898053059975306","-12.774660845597586","-12.774660845597586","-12.774660845597586","-12.860990564028421","-12.860990564028421","-12.860990564028421","-12.883700589338938","-12.883700589338938","-12.883700589338938","-12.916155189275742","-12.916155189275742","-12.916155189275742"
"530","-12.89713916182518","-12.89713916182518","-12.89713916182518","-12.774864514668783","-12.774864514668783","-12.774864514668783","-12.861529976129532","-12.861529976129532","-12.861529976129532","-12.883630702892939","-12.883630702892939","-12.883630702892939","-12.915673047304153","-12.915673047304153","-12.915673047304153"
"531","-12.89711782336235","-12.89711782336235","-12.89711782336235","-12.775357087453207","-12.775357087453207","-12.775357087453207","-12.861638267834982","-12.861638267834982","-12.861638267834982","-12.882438172896704","-12.882438172896704","-12.882438172896704","-12.919745137294134","-12.919745137294134","-12.919745137294134"
"532","-12.899755954742432","-12.899755954742432","-12.899755954742432","-12.775984634955725","-12.775984634955725","-12.775984634955725","-12.86235049366951","-12.86235049366951","-12.86235049366951","-12.88411545753479","-12.88411545753479","-12.88411545753479","-12.920683224995932","-12.920683224995932","-12.920683224995932"
"533","-12.902590374151865","-12.902590374151865","-12.902590374151865","-12.775199174880981","-12.775199174880981","-12.775199174880981","-12.86182658871015","-12.86182658871015","-12.86182658871015","-12.881896525621414","-12.881896525621414","-12.881896525621414","-12.91874760389328","-12.91874760389328","-12.91874760389328"
"534","-12.900446871916452","-12.900446871916452","-12.900446871916452","-12.775998413562775","-12.775998413562775","-12.775998413562775","-12.859585503737131","-12.859585503737131","-12.859585503737131","-12.883872042099634","-12.883872042099634","-12.883872042099634","-12.918186694383621","-12.918186694383621","-12.918186694383621"
"535","-12.90207326412201","-12.90207326412201","-12.90207326412201","-12.776331116755804","-12.776331116755804","-12.776331116755804","-12.860759437084198","-12.860759437084198","-12.860759437084198","-12.884153227011362","-12.884153227011362","-12.884153227011362","-12.918676843245825","-12.918676843245825","-12.918676843245825"
"536","-12.90217599272728","-12.90217599272728","-12.90217599272728","-12.77562246719996","-12.77562246719996","-12.77562246719996","-12.861884454886118","-12.861884454886118","-12.861884454886118","-12.88431187470754","-12.88431187470754","-12.88431187470754","-12.92038627465566","-12.92038627465566","-12.92038627465566"
"537","-12.901516099770864","-12.901516099770864","-12.901516099770864","-12.776827186346054","-12.776827186346054","-12.776827186346054","-12.86278528968493","-12.86278528968493","-12.86278528968493","-12.884062757094702","-12.884062757094702","-12.884062757094702","-12.919539213180542","-12.919539213180542","-12.919539213180542"
"538","-12.902707914511362","-12.902707914511362","-12.902707914511362","-12.776747773090998","-12.776747773090998","-12.776747773090998","-12.860237995783487","-12.860237995783487","-12.860237995783487","-12.886076817909876","-12.886076817909876","-12.886076817909876","-12.916797578334808","-12.916797578334808","-12.916797578334808"
"539","-12.901343504587809","-12.901343504587809","-12.901343504587809","-12.776657789945602","-12.776657789945602","-12.776657789945602","-12.861603409051895","-12.861603409051895","-12.861603409051895","-12.88466790318489","-12.88466790318489","-12.88466790318489","-12.917200873295466","-12.917200873295466","-12.917200873295466"
"540","-12.902857532103857","-12.902857532103857","-12.902857532103857","-12.776520063479742","-12.776520063479742","-12.776520063479742","-12.864984373251596","-12.864984373251596","-12.864984373251596","-12.886097172896067","-12.886097172896067","-12.886097172896067","-12.915773202975592","-12.915773202975592","-12.915773202975592"
"541","-12.899530639251074","-12.899530639251074","-12.899530639251074","-12.776828050613403","-12.776828050613403","-12.776828050613403","-12.864297618468603","-12.864297618468603","-12.864297618468603","-12.884928603967031","-12.884928603967031","-12.884928603967031","-12.918919652700424","-12.918919652700424","-12.918919652700424"
"542","-12.897648751735687","-12.897648751735687","-12.897648751735687","-12.776248554388681","-12.776248554388681","-12.776248554388681","-12.864928106466929","-12.864928106466929","-12.864928106466929","-12.884571621815363","-12.884571621815363","-12.884571621815363","-12.917735308408737","-12.917735308408737","-12.917735308408737"
"543","-12.899986416101456","-12.899986416101456","-12.899986416101456","-12.776901443799337","-12.776901443799337","-12.776901443799337","-12.866190512975058","-12.866190512975058","-12.866190512975058","-12.884087413549423","-12.884087413549423","-12.884087413549423","-12.91853466629982","-12.91853466629982","-12.91853466629982"
"544","-12.903212189674377","-12.903212189674377","-12.903212189674377","-12.775939444700876","-12.775939444700876","-12.775939444700876","-12.863615840673447","-12.863615840673447","-12.863615840673447","-12.883891324202219","-12.883891324202219","-12.883891324202219","-12.919276465972265","-12.919276465972265","-12.919276465972265"
"545","-12.901961386203766","-12.901961386203766","-12.901961386203766","-12.775257070859274","-12.775257070859274","-12.775257070859274","-12.86480807264646","-12.86480807264646","-12.86480807264646","-12.883058508237204","-12.883058508237204","-12.883058508237204","-12.918499837319056","-12.918499837319056","-12.918499837319056"
"546","-12.902870217959086","-12.902870217959086","-12.902870217959086","-12.775581568479538","-12.775581568479538","-12.775581568479538","-12.86388748884201","-12.86388748884201","-12.86388748884201","-12.88174377878507","-12.88174377878507","-12.88174377878507","-12.921488692363104","-12.921488692363104","-12.921488692363104"
"547","-12.901964594920477","-12.901964594920477","-12.901964594920477","-12.775991270939508","-12.775991270939508","-12.775991270939508","-12.86446342865626","-12.86446342865626","-12.86446342865626","-12.883768926064173","-12.883768926064173","-12.883768926064173","-12.918687552213669","-12.918687552213669","-12.918687552213669"
"548","-12.903663943211237","-12.903663943211237","-12.903663943211237","-12.77681252360344","-12.77681252360344","-12.77681252360344","-12.864401539166769","-12.864401539166769","-12.864401539166769","-12.884126673142115","-12.884126673142115","-12.884126673142115","-12.918407529592514","-12.918407529592514","-12.918407529592514"
"549","-12.905304570992788","-12.905304570992788","-12.905304570992788","-12.777284026145935","-12.777284026145935","-12.777284026145935","-12.862003395954767","-12.862003395954767","-12.862003395954767","-12.882918218771616","-12.882918218771616","-12.882918218771616","-12.918062647183737","-12.918062647183737","-12.918062647183737"
"550","-12.904260724782944","-12.904260724782944","-12.904260724782944","-12.777388354142508","-12.777388354142508","-12.777388354142508","-12.865812142690023","-12.865812142690023","-12.865812142690023","-12.883966644605001","-12.883966644605001","-12.883966644605001","-12.920157303412756","-12.920157303412756","-12.920157303412756"
"551","-12.902091572682062","-12.902091572682062","-12.902091572682062","-12.778390179077784","-12.778390179077784","-12.778390179077784","-12.86579113205274","-12.86579113205274","-12.86579113205274","-12.88480513294538","-12.88480513294538","-12.88480513294538","-12.919150004784266","-12.919150004784266","-12.919150004784266"
"552","-12.906274924675623","-12.906274924675623","-12.906274924675623","-12.777589738368988","-12.777589738368988","-12.777589738368988","-12.865190476179123","-12.865190476179123","-12.865190476179123","-12.882467101017633","-12.882467101017633","-12.882467101017633","-12.918641299009323","-12.918641299009323","-12.918641299009323"
"553","-12.905336300532023","-12.905336300532023","-12.905336300532023","-12.777319639921188","-12.777319639921188","-12.777319639921188","-12.866893718640009","-12.866893718640009","-12.866893718640009","-12.883514990409216","-12.883514990409216","-12.883514990409216","-12.917225301265717","-12.917225301265717","-12.917225301265717"
"554","-12.907794664303461","-12.907794664303461","-12.907794664303461","-12.777860959370932","-12.777860959370932","-12.777860959370932","-12.866415530443192","-12.866415530443192","-12.866415530443192","-12.887935976187388","-12.887935976187388","-12.887935976187388","-12.919788618882498","-12.919788618882498","-12.919788618882498"
"555","-12.907447586456934","-12.907447586456934","-12.907447586456934","-12.777557124694189","-12.777557124694189","-12.777557124694189","-12.86485188206037","-12.86485188206037","-12.86485188206037","-12.885834028323492","-12.885834028323492","-12.885834028323492","-12.919784178336462","-12.919784178336462","-12.919784178336462"
"556","-12.906331519285837","-12.906331519285837","-12.906331519285837","-12.778283168872198","-12.778283168872198","-12.778283168872198","-12.864523947238922","-12.864523947238922","-12.864523947238922","-12.882626901070276","-12.882626901070276","-12.882626901070276","-12.920080999533335","-12.920080999533335","-12.920080999533335"
"557","-12.907988746960958","-12.907988746960958","-12.907988746960958","-12.777951767047247","-12.777951767047247","-12.777951767047247","-12.866657664378485","-12.866657664378485","-12.866657664378485","-12.886213153600693","-12.886213153600693","-12.886213153600693","-12.920614341894785","-12.920614341894785","-12.920614341894785"
"558","-12.906718204418818","-12.906718204418818","-12.906718204418818","-12.776935448249182","-12.776935448249182","-12.776935448249182","-12.867576837539673","-12.867576837539673","-12.867576837539673","-12.883763561646143","-12.883763561646143","-12.883763561646143","-12.918679306904474","-12.918679306904474","-12.918679306904474"
"559","-12.905726363261541","-12.905726363261541","-12.905726363261541","-12.778260499238968","-12.778260499238968","-12.778260499238968","-12.866995175679525","-12.866995175679525","-12.866995175679525","-12.885215212901434","-12.885215212901434","-12.885215212901434","-12.918545881907145","-12.918545881907145","-12.918545881907145"
"560","-12.90253546833992","-12.90253546833992","-12.90253546833992","-12.778629650672277","-12.778629650672277","-12.778629650672277","-12.866096516450247","-12.866096516450247","-12.866096516450247","-12.888625611861547","-12.888625611861547","-12.888625611861547","-12.919720987478891","-12.919720987478891","-12.919720987478891"
"561","-12.905168702205023","-12.905168702205023","-12.905168702205023","-12.777542114257812","-12.777542114257812","-12.777542114257812","-12.864559253056845","-12.864559253056845","-12.864559253056845","-12.887721737225851","-12.887721737225851","-12.887721737225851","-12.922099729379019","-12.922099729379019","-12.922099729379019"
"562","-12.90725776553154","-12.90725776553154","-12.90725776553154","-12.777624160051346","-12.777624160051346","-12.777624160051346","-12.864266335964203","-12.864266335964203","-12.864266335964203","-12.887755533059439","-12.887755533059439","-12.887755533059439","-12.923168996969858","-12.923168996969858","-12.923168996969858"
"563","-12.905830025672913","-12.905830025672913","-12.905830025672913","-12.777900795141855","-12.777900795141855","-12.777900795141855","-12.865612457195917","-12.865612457195917","-12.865612457195917","-12.885820339123407","-12.885820339123407","-12.885820339123407","-12.923947046200434","-12.923947046200434","-12.923947046200434"
"564","-12.907201419274012","-12.907201419274012","-12.907201419274012","-12.778588771820068","-12.778588771820068","-12.778588771820068","-12.862438082695007","-12.862438082695007","-12.862438082695007","-12.884380886952082","-12.884380886952082","-12.884380886952082","-12.921115845441818","-12.921115845441818","-12.921115845441818"
"565","-12.906583468119303","-12.906583468119303","-12.906583468119303","-12.777844508488974","-12.777844508488974","-12.777844508488974","-12.862215985854467","-12.862215985854467","-12.862215985854467","-12.884959449370703","-12.884959449370703","-12.884959449370703","-12.92052964369456","-12.92052964369456","-12.92052964369456"
"566","-12.908579617738724","-12.908579617738724","-12.908579617738724","-12.778893758853277","-12.778893758853277","-12.778893758853277","-12.865254084269205","-12.865254084269205","-12.865254084269205","-12.883981804052988","-12.883981804052988","-12.883981804052988","-12.922235955794653","-12.922235955794653","-12.922235955794653"
"567","-12.911788602670034","-12.911788602670034","-12.911788602670034","-12.7787217994531","-12.7787217994531","-12.7787217994531","-12.86428651213646","-12.86428651213646","-12.86428651213646","-12.88330673178037","-12.88330673178037","-12.88330673178037","-12.923516273498535","-12.923516273498535","-12.923516273498535"
