"Step","UnsupervisedLearning1 - Loss/train","UnsupervisedLearning1 - Loss/train__MIN","UnsupervisedLearning1 - Loss/train__MAX"
"3618","-13.00359614690145","-13.00359614690145","-13.00359614690145"
"3619","-13.003324220577875","-13.003324220577875","-13.003324220577875"
"3620","-13.003139565388361","-13.003139565388361","-13.003139565388361"
"3621","-13.002039362986883","-13.002039362986883","-13.002039362986883"
"3622","-13.0013068318367","-13.0013068318367","-13.0013068318367"
"3623","-13.00311972697576","-13.00311972697576","-13.00311972697576"
"3624","-13.004556953907013","-13.004556953907013","-13.004556953907013"
"3625","-13.004477202892303","-13.004477202892303","-13.004477202892303"
"3626","-13.005035926898321","-13.005035926898321","-13.005035926898321"
"3627","-13.005225310722986","-13.005225310722986","-13.005225310722986"
"3628","-13.00445952018102","-13.00445952018102","-13.00445952018102"
"3629","-13.003971050182978","-13.003971050182978","-13.003971050182978"
"3630","-13.006098141272863","-13.006098141272863","-13.006098141272863"
"3631","-13.00772421558698","-13.00772421558698","-13.00772421558698"
"3632","-13.008058657248815","-13.008058657248815","-13.008058657248815"
"3633","-13.010484953721365","-13.010484953721365","-13.010484953721365"
"3634","-13.010667632023493","-13.010667632023493","-13.010667632023493"
"3635","-13.009917169809341","-13.009917169809341","-13.009917169809341"
"3636","-13.008974264065424","-13.008974264065424","-13.008974264065424"
"3637","-13.009467939535776","-13.009467939535776","-13.009467939535776"
"3638","-13.010775049527487","-13.010775049527487","-13.010775049527487"
"3639","-13.009678333997726","-13.009678333997726","-13.009678333997726"
"3640","-13.01151672999064","-13.01151672999064","-13.01151672999064"
"3641","-13.010734309752783","-13.010734309752783","-13.010734309752783"
"3642","-13.010951191186905","-13.010951191186905","-13.010951191186905"
"3643","-13.010419259468714","-13.010419259468714","-13.010419259468714"
"3644","-13.011406391859055","-13.011406391859055","-13.011406391859055"
"3645","-13.01122530301412","-13.01122530301412","-13.01122530301412"
"3646","-13.01153733332952","-13.01153733332952","-13.01153733332952"
"3647","-13.01193517446518","-13.01193517446518","-13.01193517446518"
"3648","-13.011024306217829","-13.011024306217829","-13.011024306217829"
"3649","-13.010230034589767","-13.010230034589767","-13.010230034589767"
"3650","-13.010933508475622","-13.010933508475622","-13.010933508475622"
"3651","-13.008799274762472","-13.008799274762472","-13.008799274762472"
"3652","-13.009576787551245","-13.009576787551245","-13.009576787551245"
"3653","-13.008520275354385","-13.008520275354385","-13.008520275354385"
"3654","-13.009696662425995","-13.009696662425995","-13.009696662425995"
"3655","-13.01125598947207","-13.01125598947207","-13.01125598947207"
"3656","-13.011469602584839","-13.011469602584839","-13.011469602584839"
"3657","-13.011600236097971","-13.011600236097971","-13.011600236097971"
"3658","-13.012028992176056","-13.012028992176056","-13.012028992176056"
"3659","-13.01290488243103","-13.01290488243103","-13.01290488243103"
"3660","-13.011439780394236","-13.011439780394236","-13.011439780394236"
"3661","-13.01274194320043","-13.01274194320043","-13.01274194320043"
"3662","-13.01315587759018","-13.01315587759018","-13.01315587759018"
"3663","-13.012152284383774","-13.012152284383774","-13.012152284383774"
"3664","-13.013138741254807","-13.013138741254807","-13.013138741254807"
"3665","-13.01257594426473","-13.01257594426473","-13.01257594426473"
"3666","-13.011891762415567","-13.011891762415567","-13.011891762415567"
"3667","-13.012239764134089","-13.012239764134089","-13.012239764134089"
"3668","-13.01259379585584","-13.01259379585584","-13.01259379585584"
"3669","-13.011980215708414","-13.011980215708414","-13.011980215708414"
"3670","-13.009199847777685","-13.009199847777685","-13.009199847777685"
"3671","-13.01044037938118","-13.01044037938118","-13.01044037938118"
"3672","-13.01205046971639","-13.01205046971639","-13.01205046971639"
"3673","-13.011384258667627","-13.011384258667627","-13.011384258667627"
"3674","-13.011290142933527","-13.011290142933527","-13.011290142933527"
"3675","-13.011939932902655","-13.011939932902655","-13.011939932902655"
"3676","-13.011901557445526","-13.011901557445526","-13.011901557445526"
"3677","-13.012449224789938","-13.012449224789938","-13.012449224789938"
"3678","-13.01323558886846","-13.01323558886846","-13.01323558886846"
"3679","-13.012194712956747","-13.012194712956747","-13.012194712956747"
"3680","-13.013057400782904","-13.013057400782904","-13.013057400782904"
"3681","-13.012957781553268","-13.012957781553268","-13.012957781553268"
"3682","-13.011931985616684","-13.011931985616684","-13.011931985616684"
"3683","-13.01190111041069","-13.01190111041069","-13.01190111041069"
"3684","-13.011904368797937","-13.011904368797937","-13.011904368797937"
"3685","-13.012022614479065","-13.012022614479065","-13.012022614479065"
"3686","-13.010763128598532","-13.010763128598532","-13.010763128598532"
"3687","-13.011473516623179","-13.011473516623179","-13.011473516623179"
"3688","-13.011890014012655","-13.011890014012655","-13.011890014012655"
"3689","-13.010974516471228","-13.010974516471228","-13.010974516471228"
"3690","-13.010148276885351","-13.010148276885351","-13.010148276885351"
"3691","-13.0118179221948","-13.0118179221948","-13.0118179221948"
"3692","-13.01272483666738","-13.01272483666738","-13.01272483666738"
"3693","-13.011955380439758","-13.011955380439758","-13.011955380439758"
"3694","-13.01042240858078","-13.01042240858078","-13.01042240858078"
"3695","-13.010309467713038","-13.010309467713038","-13.010309467713038"
"3696","-13.010449002186457","-13.010449002186457","-13.010449002186457"
"3697","-13.01004284620285","-13.01004284620285","-13.01004284620285"
"3698","-13.012355933586756","-13.012355933586756","-13.012355933586756"
"3699","-13.011605074008306","-13.011605074008306","-13.011605074008306"
"3700","-13.011418451865515","-13.011418451865515","-13.011418451865515"
"3701","-13.012827148040136","-13.012827148040136","-13.012827148040136"
"3702","-13.013418426116308","-13.013418426116308","-13.013418426116308"
"3703","-13.013886312643686","-13.013886312643686","-13.013886312643686"
"3704","-13.01348411043485","-13.01348411043485","-13.01348411043485"
"3705","-13.014077027638754","-13.014077027638754","-13.014077027638754"
"3706","-13.014128545920054","-13.014128545920054","-13.014128545920054"
"3707","-13.012954493363699","-13.012954493363699","-13.012954493363699"
"3708","-13.012725671132406","-13.012725671132406","-13.012725671132406"
"3709","-13.009796579678854","-13.009796579678854","-13.009796579678854"
"3710","-13.008972764015198","-13.008972764015198","-13.008972764015198"
"3711","-13.010721524556478","-13.010721524556478","-13.010721524556478"
"3712","-13.011022379000982","-13.011022379000982","-13.011022379000982"
"3713","-13.010683317979177","-13.010683317979177","-13.010683317979177"
"3714","-13.010154436031977","-13.010154436031977","-13.010154436031977"
"3715","-13.009411126375198","-13.009411126375198","-13.009411126375198"
"3716","-13.008817662795385","-13.008817662795385","-13.008817662795385"
"3717","-13.009529819091162","-13.009529819091162","-13.009529819091162"
"3718","-13.009001781543096","-13.009001781543096","-13.009001781543096"
"3719","-13.008029540379843","-13.008029540379843","-13.008029540379843"
"3720","-13.006579885880152","-13.006579885880152","-13.006579885880152"
"3721","-13.008412698904673","-13.008412698904673","-13.008412698904673"
"3722","-13.00873770316442","-13.00873770316442","-13.00873770316442"
"3723","-13.00814382235209","-13.00814382235209","-13.00814382235209"
"3724","-13.008057435353598","-13.008057435353598","-13.008057435353598"
"3725","-13.00721475481987","-13.00721475481987","-13.00721475481987"
"3726","-13.007695585489273","-13.007695585489273","-13.007695585489273"
"3727","-13.009267687797546","-13.009267687797546","-13.009267687797546"
"3728","-13.009726345539093","-13.009726345539093","-13.009726345539093"
"3729","-13.008284479379654","-13.008284479379654","-13.008284479379654"
"3730","-13.009850372870764","-13.009850372870764","-13.009850372870764"
"3731","-13.010031630595526","-13.010031630595526","-13.010031630595526"
"3732","-13.01032124956449","-13.01032124956449","-13.01032124956449"
"3733","-13.00942521293958","-13.00942521293958","-13.00942521293958"
"3734","-13.0092304845651","-13.0092304845651","-13.0092304845651"
"3735","-13.0101920068264","-13.0101920068264","-13.0101920068264"
"3736","-13.010294218858084","-13.010294218858084","-13.010294218858084"
"3737","-13.01154895623525","-13.01154895623525","-13.01154895623525"
"3738","-13.012446731328964","-13.012446731328964","-13.012446731328964"
"3739","-13.012133816878","-13.012133816878","-13.012133816878"
"3740","-13.013132681449255","-13.013132681449255","-13.013132681449255"
"3741","-13.012734542290369","-13.012734542290369","-13.012734542290369"
"3742","-13.012850364049276","-13.012850364049276","-13.012850364049276"
"3743","-13.011025965213776","-13.011025965213776","-13.011025965213776"
"3744","-13.010883351167044","-13.010883351167044","-13.010883351167044"
"3745","-13.011384665966034","-13.011384665966034","-13.011384665966034"
"3746","-13.012125462293625","-13.012125462293625","-13.012125462293625"
"3747","-13.012339800596237","-13.012339800596237","-13.012339800596237"
"3748","-13.012603064378103","-13.012603064378103","-13.012603064378103"
"3749","-13.012174586455027","-13.012174586455027","-13.012174586455027"
"3750","-13.010812481244406","-13.010812481244406","-13.010812481244406"
"3751","-13.01041555404663","-13.01041555404663","-13.01041555404663"
"3752","-13.01182938615481","-13.01182938615481","-13.01182938615481"
"3753","-13.012172838052114","-13.012172838052114","-13.012172838052114"
"3754","-13.01387545466423","-13.01387545466423","-13.01387545466423"
"3755","-13.014172832171122","-13.014172832171122","-13.014172832171122"
"3756","-13.014772951602936","-13.014772951602936","-13.014772951602936"
"3757","-13.014275898536047","-13.014275898536047","-13.014275898536047"
"3758","-13.013978044191996","-13.013978044191996","-13.013978044191996"
"3759","-13.01455850402514","-13.01455850402514","-13.01455850402514"
"3760","-13.01413936416308","-13.01413936416308","-13.01413936416308"
"3761","-13.013449231783548","-13.013449231783548","-13.013449231783548"
"3762","-13.011517683664957","-13.011517683664957","-13.011517683664957"
"3763","-13.011986841758093","-13.011986841758093","-13.011986841758093"
"3764","-13.013153652350107","-13.013153652350107","-13.013153652350107"
"3765","-13.014294614394506","-13.014294614394506","-13.014294614394506"
"3766","-13.014418810606003","-13.014418810606003","-13.014418810606003"
"3767","-13.013624280691147","-13.013624280691147","-13.013624280691147"
"3768","-13.013105809688568","-13.013105809688568","-13.013105809688568"
"3769","-13.012776931126913","-13.012776931126913","-13.012776931126913"
"3770","-13.014893333117167","-13.014893333117167","-13.014893333117167"
"3771","-13.014531791210175","-13.014531791210175","-13.014531791210175"
"3772","-13.015689074993134","-13.015689074993134","-13.015689074993134"
"3773","-13.01354611913363","-13.01354611913363","-13.01354611913363"
"3774","-13.013844668865204","-13.013844668865204","-13.013844668865204"
"3775","-13.01502838730812","-13.01502838730812","-13.01502838730812"
"3776","-13.013395895560583","-13.013395895560583","-13.013395895560583"
"3777","-13.011658906936646","-13.011658906936646","-13.011658906936646"
"3778","-13.011634250481924","-13.011634250481924","-13.011634250481924"
"3779","-13.01224316159884","-13.01224316159884","-13.01224316159884"
"3780","-13.013296276330948","-13.013296276330948","-13.013296276330948"
"3781","-13.015039453903833","-13.015039453903833","-13.015039453903833"
"3782","-13.014184176921844","-13.014184176921844","-13.014184176921844"
"3783","-13.013625840346018","-13.013625840346018","-13.013625840346018"
"3784","-13.014297554890314","-13.014297554890314","-13.014297554890314"
"3785","-13.012217809756597","-13.012217809756597","-13.012217809756597"
"3786","-13.00940058628718","-13.00940058628718","-13.00940058628718"
"3787","-13.01121481259664","-13.01121481259664","-13.01121481259664"
"3788","-13.01274069150289","-13.01274069150289","-13.01274069150289"
"3789","-13.01277885834376","-13.01277885834376","-13.01277885834376"
"3790","-13.012493332227072","-13.012493332227072","-13.012493332227072"
"3791","-13.012454152107239","-13.012454152107239","-13.012454152107239"
"3792","-13.013501316308975","-13.013501316308975","-13.013501316308975"
"3793","-13.013769616683325","-13.013769616683325","-13.013769616683325"
"3794","-13.012418737014135","-13.012418737014135","-13.012418737014135"
"3795","-13.012438843647638","-13.012438843647638","-13.012438843647638"
"3796","-13.011847724517187","-13.011847724517187","-13.011847724517187"
"3797","-13.011892259120941","-13.011892259120941","-13.011892259120941"
"3798","-13.012396762768427","-13.012396762768427","-13.012396762768427"
"3799","-13.012879828612009","-13.012879828612009","-13.012879828612009"
"3800","-13.012674649556478","-13.012674649556478","-13.012674649556478"
"3801","-13.013387481371561","-13.013387481371561","-13.013387481371561"
"3802","-13.013805627822876","-13.013805627822876","-13.013805627822876"
"3803","-13.013334224621454","-13.013334224621454","-13.013334224621454"
"3804","-13.013142079114914","-13.013142079114914","-13.013142079114914"
"3805","-13.014062583446503","-13.014062583446503","-13.014062583446503"
"3806","-13.01391115784645","-13.01391115784645","-13.01391115784645"
"3807","-13.014602909485498","-13.014602909485498","-13.014602909485498"
"3808","-13.014792412519455","-13.014792412519455","-13.014792412519455"
"3809","-13.014589190483093","-13.014589190483093","-13.014589190483093"
"3810","-13.014996568361918","-13.014996568361918","-13.014996568361918"
"3811","-13.01378991206487","-13.01378991206487","-13.01378991206487"
"3812","-13.01374438405037","-13.01374438405037","-13.01374438405037"
"3813","-13.014002859592438","-13.014002859592438","-13.014002859592438"
"3814","-13.01386684179306","-13.01386684179306","-13.01386684179306"
"3815","-13.013846178849539","-13.013846178849539","-13.013846178849539"
"3816","-13.013632665077845","-13.013632665077845","-13.013632665077845"
"3817","-13.014293352762857","-13.014293352762857","-13.014293352762857"
"3818","-13.014771660168966","-13.014771660168966","-13.014771660168966"
"3819","-13.014625916878382","-13.014625916878382","-13.014625916878382"
"3820","-13.013650288184484","-13.013650288184484","-13.013650288184484"
"3821","-13.013235062360764","-13.013235062360764","-13.013235062360764"
"3822","-13.013321916262308","-13.013321916262308","-13.013321916262308"
"3823","-13.013373682896296","-13.013373682896296","-13.013373682896296"
"3824","-13.014777859052023","-13.014777859052023","-13.014777859052023"
"3825","-13.0142549375693","-13.0142549375693","-13.0142549375693"
"3826","-13.014111737410227","-13.014111737410227","-13.014111737410227"
"3827","-13.014290740092596","-13.014290740092596","-13.014290740092596"
"3828","-13.014422059059143","-13.014422059059143","-13.014422059059143"
"3829","-13.01196743051211","-13.01196743051211","-13.01196743051211"
"3830","-13.01172532637914","-13.01172532637914","-13.01172532637914"
"3831","-13.012434462706247","-13.012434462706247","-13.012434462706247"
"3832","-13.012901703516642","-13.012901703516642","-13.012901703516642"
"3833","-13.01394017537435","-13.01394017537435","-13.01394017537435"
"3834","-13.013101309537888","-13.013101309537888","-13.013101309537888"
"3835","-13.012075394392014","-13.012075394392014","-13.012075394392014"
"3836","-13.01348110040029","-13.01348110040029","-13.01348110040029"
"3837","-13.013543576002121","-13.013543576002121","-13.013543576002121"
"3838","-13.014052828152975","-13.014052828152975","-13.014052828152975"
"3839","-13.014380594094595","-13.014380594094595","-13.014380594094595"
"3840","-13.014301290114721","-13.014301290114721","-13.014301290114721"
"3841","-13.013080328702927","-13.013080328702927","-13.013080328702927"
"3842","-13.011908094088236","-13.011908094088236","-13.011908094088236"
"3843","-13.012063264846802","-13.012063264846802","-13.012063264846802"
"3844","-13.013207564751307","-13.013207564751307","-13.013207564751307"
"3845","-13.012760976950327","-13.012760976950327","-13.012760976950327"
"3846","-13.011119067668915","-13.011119067668915","-13.011119067668915"
"3847","-13.012835284074148","-13.012835284074148","-13.012835284074148"
"3848","-13.011497646570206","-13.011497646570206","-13.011497646570206"
"3849","-13.010010778903961","-13.010010778903961","-13.010010778903961"
"3850","-13.011213620503744","-13.011213620503744","-13.011213620503744"
"3851","-13.011868764956793","-13.011868764956793","-13.011868764956793"
"3852","-13.0123929977417","-13.0123929977417","-13.0123929977417"
"3853","-13.011820246775946","-13.011820246775946","-13.011820246775946"
"3854","-13.010273804267248","-13.010273804267248","-13.010273804267248"
"3855","-13.009970953067144","-13.009970953067144","-13.009970953067144"
"3856","-13.011668582757315","-13.011668582757315","-13.011668582757315"
"3857","-13.011351337035498","-13.011351337035498","-13.011351337035498"
"3858","-13.009985595941544","-13.009985595941544","-13.009985595941544"
"3859","-13.010780642429987","-13.010780642429987","-13.010780642429987"
"3860","-13.010217785835266","-13.010217785835266","-13.010217785835266"
"3861","-13.00977165500323","-13.00977165500323","-13.00977165500323"
"3862","-13.010160386562347","-13.010160386562347","-13.010160386562347"
"3863","-13.009922504425049","-13.009922504425049","-13.009922504425049"
"3864","-13.008666714032492","-13.008666714032492","-13.008666714032492"
"3865","-13.008763392766317","-13.008763392766317","-13.008763392766317"
"3866","-13.010325690110525","-13.010325690110525","-13.010325690110525"
"3867","-13.010547051827112","-13.010547051827112","-13.010547051827112"
"3868","-13.00890784462293","-13.00890784462293","-13.00890784462293"
"3869","-13.009702295064926","-13.009702295064926","-13.009702295064926"
"3870","-13.009822696447372","-13.009822696447372","-13.009822696447372"
"3871","-13.009177674849829","-13.009177674849829","-13.009177674849829"
"3872","-13.009137272834778","-13.009137272834778","-13.009137272834778"
"3873","-13.010058452685675","-13.010058452685675","-13.010058452685675"
"3874","-13.012039969364801","-13.012039969364801","-13.012039969364801"
"3875","-13.012101531028748","-13.012101531028748","-13.012101531028748"
"3876","-13.01214325428009","-13.01214325428009","-13.01214325428009"
"3877","-13.01123970746994","-13.01123970746994","-13.01123970746994"
"3878","-13.010488818089167","-13.010488818089167","-13.010488818089167"
"3879","-13.011440167824427","-13.011440167824427","-13.011440167824427"
"3880","-13.011833916107813","-13.011833916107813","-13.011833916107813"
"3881","-13.012630611658096","-13.012630611658096","-13.012630611658096"
"3882","-13.011690666278204","-13.011690666278204","-13.011690666278204"
"3883","-13.01321130990982","-13.01321130990982","-13.01321130990982"
"3884","-13.012843499581018","-13.012843499581018","-13.012843499581018"
"3885","-13.013146191835403","-13.013146191835403","-13.013146191835403"
"3886","-13.01275031765302","-13.01275031765302","-13.01275031765302"
"3887","-13.011854926745096","-13.011854926745096","-13.011854926745096"
"3888","-13.013347884019216","-13.013347884019216","-13.013347884019216"
"3889","-13.014321347077688","-13.014321347077688","-13.014321347077688"
"3890","-13.012454291184744","-13.012454291184744","-13.012454291184744"
"3891","-13.012371450662613","-13.012371450662613","-13.012371450662613"
"3892","-13.012512256701788","-13.012512256701788","-13.012512256701788"
"3893","-13.012749403715134","-13.012749403715134","-13.012749403715134"
"3894","-13.013107508420944","-13.013107508420944","-13.013107508420944"
"3895","-13.012359380722046","-13.012359380722046","-13.012359380722046"
"3896","-13.013816505670547","-13.013816505670547","-13.013816505670547"
"3897","-13.013738284508387","-13.013738284508387","-13.013738284508387"
"3898","-13.0138933857282","-13.0138933857282","-13.0138933857282"
"3899","-13.014674971501032","-13.014674971501032","-13.014674971501032"
"3900","-13.011358499526978","-13.011358499526978","-13.011358499526978"
"3901","-13.011365741491318","-13.011365741491318","-13.011365741491318"
"3902","-13.012997915347418","-13.012997915347418","-13.012997915347418"
"3903","-13.012190957864126","-13.012190957864126","-13.012190957864126"
"3904","-13.012925306955973","-13.012925306955973","-13.012925306955973"
"3905","-13.012627383073172","-13.012627383073172","-13.012627383073172"
"3906","-13.013297975063324","-13.013297975063324","-13.013297975063324"
"3907","-13.014904350042343","-13.014904350042343","-13.014904350042343"
"3908","-13.014673580725988","-13.014673580725988","-13.014673580725988"
"3909","-13.015831818183264","-13.015831818183264","-13.015831818183264"
"3910","-13.014332860708237","-13.014332860708237","-13.014332860708237"
"3911","-13.01440449555715","-13.01440449555715","-13.01440449555715"
"3912","-13.01400688290596","-13.01400688290596","-13.01400688290596"
"3913","-13.01437877615293","-13.01437877615293","-13.01437877615293"
"3914","-13.014891813198725","-13.014891813198725","-13.014891813198725"
"3915","-13.014922281106314","-13.014922281106314","-13.014922281106314"
"3916","-13.015313476324081","-13.015313476324081","-13.015313476324081"
"3917","-13.0163154900074","-13.0163154900074","-13.0163154900074"
"3918","-13.015688310066858","-13.015688310066858","-13.015688310066858"
"3919","-13.014914284149805","-13.014914284149805","-13.014914284149805"
"3920","-13.014392276604971","-13.014392276604971","-13.014392276604971"
"3921","-13.014693528413773","-13.014693528413773","-13.014693528413773"
"3922","-13.014586567878723","-13.014586567878723","-13.014586567878723"
"3923","-13.014639953772226","-13.014639953772226","-13.014639953772226"
"3924","-13.015325834353765","-13.015325834353765","-13.015325834353765"
"3925","-13.015076716740927","-13.015076716740927","-13.015076716740927"
"3926","-13.01554055015246","-13.01554055015246","-13.01554055015246"
"3927","-13.01548483967781","-13.01548483967781","-13.01548483967781"
"3928","-13.015209476153055","-13.015209476153055","-13.015209476153055"
"3929","-13.014977127313614","-13.014977127313614","-13.014977127313614"
"3930","-13.015033602714539","-13.015033602714539","-13.015033602714539"
"3931","-13.016099373499552","-13.016099373499552","-13.016099373499552"
"3932","-13.01425176858902","-13.01425176858902","-13.01425176858902"
"3933","-13.013731668392817","-13.013731668392817","-13.013731668392817"
"3934","-13.01647854844729","-13.01647854844729","-13.01647854844729"
"3935","-13.01512360572815","-13.01512360572815","-13.01512360572815"
"3936","-13.016842852036158","-13.016842852036158","-13.016842852036158"
"3937","-13.017188757658005","-13.017188757658005","-13.017188757658005"
"3938","-13.017113029956818","-13.017113029956818","-13.017113029956818"
"3939","-13.016005088885626","-13.016005088885626","-13.016005088885626"
"3940","-13.01450197895368","-13.01450197895368","-13.01450197895368"
"3941","-13.014229367176691","-13.014229367176691","-13.014229367176691"
"3942","-13.01367943485578","-13.01367943485578","-13.01367943485578"
"3943","-13.014660040537516","-13.014660040537516","-13.014660040537516"
"3944","-13.016349196434021","-13.016349196434021","-13.016349196434021"
"3945","-13.015852957963943","-13.015852957963943","-13.015852957963943"
"3946","-13.014230042696","-13.014230042696","-13.014230042696"
"3947","-13.014056553443274","-13.014056553443274","-13.014056553443274"
"3948","-13.014719168345133","-13.014719168345133","-13.014719168345133"
"3949","-13.015582005182901","-13.015582005182901","-13.015582005182901"
"3950","-13.015674501657486","-13.015674501657486","-13.015674501657486"
"3951","-13.015606870253881","-13.015606870253881","-13.015606870253881"
"3952","-13.015849272410074","-13.015849272410074","-13.015849272410074"
"3953","-13.015153229236603","-13.015153229236603","-13.015153229236603"
"3954","-13.01562382777532","-13.01562382777532","-13.01562382777532"
"3955","-13.015204469362894","-13.015204469362894","-13.015204469362894"
"3956","-13.015335619449615","-13.015335619449615","-13.015335619449615"
"3957","-13.014994591474533","-13.014994591474533","-13.014994591474533"
"3958","-13.013600528240204","-13.013600528240204","-13.013600528240204"
"3959","-13.013323823610941","-13.013323823610941","-13.013323823610941"
"3960","-13.014036188522974","-13.014036188522974","-13.014036188522974"
"3961","-13.011414041121801","-13.011414041121801","-13.011414041121801"
"3962","-13.013823091983795","-13.013823091983795","-13.013823091983795"
"3963","-13.014163543780645","-13.014163543780645","-13.014163543780645"
"3964","-13.014777113993963","-13.014777113993963","-13.014777113993963"
"3965","-13.01498039563497","-13.01498039563497","-13.01498039563497"
"3966","-13.012725422779718","-13.012725422779718","-13.012725422779718"
"3967","-13.013146807750067","-13.013146807750067","-13.013146807750067"
"3968","-13.01384491721789","-13.01384491721789","-13.01384491721789"
"3969","-13.013093123833338","-13.013093123833338","-13.013093123833338"
"3970","-13.01496853431066","-13.01496853431066","-13.01496853431066"
"3971","-13.011545568704605","-13.011545568704605","-13.011545568704605"
"3972","-13.012776851654053","-13.012776851654053","-13.012776851654053"
"3973","-13.012266675631205","-13.012266675631205","-13.012266675631205"
"3974","-13.011979748805365","-13.011979748805365","-13.011979748805365"
"3975","-13.013312091430029","-13.013312091430029","-13.013312091430029"
"3976","-13.01288715004921","-13.01288715004921","-13.01288715004921"
"3977","-13.01301739613215","-13.01301739613215","-13.01301739613215"
"3978","-13.01546835899353","-13.01546835899353","-13.01546835899353"
"3979","-13.015931715567907","-13.015931715567907","-13.015931715567907"
"3980","-13.0150126516819","-13.0150126516819","-13.0150126516819"
"3981","-13.013659109671911","-13.013659109671911","-13.013659109671911"
"3982","-13.013199776411057","-13.013199776411057","-13.013199776411057"
"3983","-13.013436327377955","-13.013436327377955","-13.013436327377955"
"3984","-13.01404889424642","-13.01404889424642","-13.01404889424642"
"3985","-13.015036900838217","-13.015036900838217","-13.015036900838217"
"3986","-13.014488438765207","-13.014488438765207","-13.014488438765207"
"3987","-13.016135354836782","-13.016135354836782","-13.016135354836782"
"3988","-13.016548951466879","-13.016548951466879","-13.016548951466879"
"3989","-13.016635606686274","-13.016635606686274","-13.016635606686274"
"3990","-13.016799837350845","-13.016799837350845","-13.016799837350845"
"3991","-13.017181744178137","-13.017181744178137","-13.017181744178137"
"3992","-13.01735982298851","-13.01735982298851","-13.01735982298851"
"3993","-13.016686062018076","-13.016686062018076","-13.016686062018076"
"3994","-13.017079522212347","-13.017079522212347","-13.017079522212347"
"3995","-13.015630374352137","-13.015630374352137","-13.015630374352137"
"3996","-13.015663911898931","-13.015663911898931","-13.015663911898931"
"3997","-13.016318519910177","-13.016318519910177","-13.016318519910177"
"3998","-13.016465117534002","-13.016465117534002","-13.016465117534002"
"3999","-13.01451250910759","-13.01451250910759","-13.01451250910759"
"4000","-13.013065685828527","-13.013065685828527","-13.013065685828527"
"4001","-13.011703044176102","-13.011703044176102","-13.011703044176102"
"4002","-13.012721161047617","-13.012721161047617","-13.012721161047617"
"4003","-13.01261662443479","-13.01261662443479","-13.01261662443479"
"4004","-13.012309700250626","-13.012309700250626","-13.012309700250626"
"4005","-13.012433052062988","-13.012433052062988","-13.012433052062988"
"4006","-13.014484574397406","-13.014484574397406","-13.014484574397406"
"4007","-13.014451205730438","-13.014451205730438","-13.014451205730438"
"4008","-13.013141006231308","-13.013141006231308","-13.013141006231308"
"4009","-13.015598525603613","-13.015598525603613","-13.015598525603613"
"4010","-13.014752238988876","-13.014752238988876","-13.014752238988876"
"4011","-13.013635466496149","-13.013635466496149","-13.013635466496149"
"4012","-13.012997219959894","-13.012997219959894","-13.012997219959894"
"4013","-13.014698515335718","-13.014698515335718","-13.014698515335718"
"4014","-13.01370961467425","-13.01370961467425","-13.01370961467425"
"4015","-13.014231314261755","-13.014231314261755","-13.014231314261755"
"4016","-13.01408193508784","-13.01408193508784","-13.01408193508784"
"4017","-13.014119257529577","-13.014119257529577","-13.014119257529577"
"4018","-13.013323724269867","-13.013323724269867","-13.013323724269867"
"4019","-13.01372774442037","-13.01372774442037","-13.01372774442037"
"4020","-13.012716154257456","-13.012716154257456","-13.012716154257456"
"4021","-13.01162158449491","-13.01162158449491","-13.01162158449491"
"4022","-13.012154112259546","-13.012154112259546","-13.012154112259546"
"4023","-13.012416929006577","-13.012416929006577","-13.012416929006577"
"4024","-13.013859649499258","-13.013859649499258","-13.013859649499258"
"4025","-13.013700187206268","-13.013700187206268","-13.013700187206268"
"4026","-13.013065765301386","-13.013065765301386","-13.013065765301386"
"4027","-13.014256626367569","-13.014256626367569","-13.014256626367569"
"4028","-13.012395014365515","-13.012395014365515","-13.012395014365515"
"4029","-13.013544191916784","-13.013544191916784","-13.013544191916784"
"4030","-13.01327097415924","-13.01327097415924","-13.01327097415924"
"4031","-13.014317512512207","-13.014317512512207","-13.014317512512207"
"4032","-13.016101310650507","-13.016101310650507","-13.016101310650507"
"4033","-13.015470614035925","-13.015470614035925","-13.015470614035925"
"4034","-13.01552120844523","-13.01552120844523","-13.01552120844523"
"4035","-13.015407800674438","-13.015407800674438","-13.015407800674438"
"4036","-13.01657865444819","-13.01657865444819","-13.01657865444819"
"4037","-13.015495002269745","-13.015495002269745","-13.015495002269745"
"4038","-13.015881210565567","-13.015881210565567","-13.015881210565567"
"4039","-13.015655716260275","-13.015655716260275","-13.015655716260275"
"4040","-13.016163488229116","-13.016163488229116","-13.016163488229116"
"4041","-13.01572216550509","-13.01572216550509","-13.01572216550509"
"4042","-13.013534138600031","-13.013534138600031","-13.013534138600031"
"4043","-13.014366408189138","-13.014366408189138","-13.014366408189138"
"4044","-13.014410545428595","-13.014410545428595","-13.014410545428595"
"4045","-13.013570239146551","-13.013570239146551","-13.013570239146551"
"4046","-13.016735782225927","-13.016735782225927","-13.016735782225927"
"4047","-13.015951782464981","-13.015951782464981","-13.015951782464981"
"4048","-13.015478918949762","-13.015478918949762","-13.015478918949762"
"4049","-13.014658610026041","-13.014658610026041","-13.014658610026041"
"4050","-13.015585372845331","-13.015585372845331","-13.015585372845331"
"4051","-13.015678038199743","-13.015678038199743","-13.015678038199743"
"4052","-13.016654630502066","-13.016654630502066","-13.016654630502066"
