"Step","SupervisedLearning_1 - Loss/val","SupervisedLearning_1 - Loss/val__MIN","SupervisedLearning_1 - Loss/val__MAX"
"0","0.008383279549889266","0.008383279549889266","0.008383279549889266"
"1","0.007798140068189241","0.007798140068189241","0.007798140068189241"
"2","0.007505093977670185","0.007505093977670185","0.007505093977670185"
"3","0.007293093352927826","0.007293093352927826","0.007293093352927826"
"4","0.007162880108808167","0.007162880108808167","0.007162880108808167"
"5","0.006988976267166436","0.006988976267166436","0.006988976267166436"
"6","0.006897168103023432","0.006897168103023432","0.006897168103023432"
"7","0.006784144803532399","0.006784144803532399","0.006784144803532399"
"8","0.006709879366098903","0.006709879366098903","0.006709879366098903"
"9","0.006584386035683565","0.006584386035683565","0.006584386035683565"
"10","0.006564249255461618","0.006564249255461618","0.006564249255461618"
"11","0.006430791210732423","0.006430791210732423","0.006430791210732423"
"12","0.0064005956664914265","0.0064005956664914265","0.0064005956664914265"
"13","0.006336714053759351","0.006336714053759351","0.006336714053759351"
"14","0.0062210203759605065","0.0062210203759605065","0.0062210203759605065"
"15","0.006175681541208178","0.006175681541208178","0.006175681541208178"
"16","0.006189415653352626","0.006189415653352626","0.006189415653352626"
"17","0.0060539022233569995","0.0060539022233569995","0.0060539022233569995"
"18","0.0060191983939148486","0.0060191983939148486","0.0060191983939148486"
"19","0.005961988368653692","0.005961988368653692","0.005961988368653692"
"20","0.005918802329688333","0.005918802329688333","0.005918802329688333"
"21","0.0058653632149798796","0.0058653632149798796","0.0058653632149798796"
"22","0.005839783392730169","0.005839783392730169","0.005839783392730169"
"23","0.005778872699011117","0.005778872699011117","0.005778872699011117"
"24","0.005757531005656347","0.005757531005656347","0.005757531005656347"
"25","0.005692745122360066","0.005692745122360066","0.005692745122360066"
"26","0.005680563248461112","0.005680563248461112","0.005680563248461112"
"27","0.005655641536577605","0.005655641536577605","0.005655641536577605"
"28","0.005605834943708032","0.005605834943708032","0.005605834943708032"
"29","0.005592637593508698","0.005592637593508698","0.005592637593508698"
"30","0.005531184651772492","0.005531184651772492","0.005531184651772492"
"31","0.005499160892213695","0.005499160892213695","0.005499160892213695"
"32","0.00547334153088741","0.00547334153088741","0.00547334153088741"
"33","0.005453784891869873","0.005453784891869873","0.005453784891869873"
"34","0.005444318609079346","0.005444318609079346","0.005444318609079346"
"35","0.0054390553559642285","0.0054390553559642285","0.0054390553559642285"
"36","0.005368089317926206","0.005368089317926206","0.005368089317926206"
"37","0.005376112851081416","0.005376112851081416","0.005376112851081416"
"38","0.005329408595571294","0.005329408595571294","0.005329408595571294"
"39","0.005314226698828861","0.005314226698828861","0.005314226698828861"
"40","0.005261868194793351","0.005261868194793351","0.005261868194793351"
"41","0.005239108737441711","0.005239108737441711","0.005239108737441711"
"42","0.005229145695921034","0.005229145695921034","0.005229145695921034"
"43","0.005196042548050173","0.005196042548050173","0.005196042548050173"
"44","0.00524418473651167","0.00524418473651167","0.00524418473651167"
"45","0.005192714394070208","0.005192714394070208","0.005192714394070208"
"46","0.005124918723595329","0.005124918723595329","0.005124918723595329"
"47","0.005122280053910799","0.005122280053910799","0.005122280053910799"
"48","0.005106369484565221","0.005106369484565221","0.005106369484565221"
"49","0.005071119609056041","0.005071119609056041","0.005071119609056041"
"50","0.00506665269494988","0.00506665269494988","0.00506665269494988"
"51","0.005035013964516111","0.005035013964516111","0.005035013964516111"
"52","0.005021545643103309","0.005021545643103309","0.005021545643103309"
"53","0.0049856973346322775","0.0049856973346322775","0.0049856973346322775"
"54","0.004989893612219021","0.004989893612219021","0.004989893612219021"
"55","0.004958591307513416","0.004958591307513416","0.004958591307513416"
"56","0.0049434174434281886","0.0049434174434281886","0.0049434174434281886"
"57","0.0049253499309998006","0.0049253499309998006","0.0049253499309998006"
"58","0.004918302001897246","0.004918302001897246","0.004918302001897246"
"59","0.004871632685535587","0.004871632685535587","0.004871632685535587"
"60","0.004862228481215425","0.004862228481215425","0.004862228481215425"
"61","0.00486770726274699","0.00486770726274699","0.00486770726274699"
"62","0.00483109152992256","0.00483109152992256","0.00483109152992256"
"63","0.004809147765627131","0.004809147765627131","0.004809147765627131"
"64","0.0048050326586235315","0.0048050326586235315","0.0048050326586235315"
"65","0.004775970024638809","0.004775970024638809","0.004775970024638809"
"66","0.004786693549249321","0.004786693549249321","0.004786693549249321"
"67","0.004784395452588797","0.004784395452588797","0.004784395452588797"
"68","0.0047268843482015654","0.0047268843482015654","0.0047268843482015654"
"69","0.004737215567729436","0.004737215567729436","0.004737215567729436"
"70","0.004762877768371254","0.004762877768371254","0.004762877768371254"
"71","0.004709136803285219","0.004709136803285219","0.004709136803285219"
"72","0.004675181335187517","0.004675181335187517","0.004675181335187517"
"73","0.00467683955503162","0.00467683955503162","0.00467683955503162"
"74","0.0046599528432125226","0.0046599528432125226","0.0046599528432125226"
"75","0.004631203366443515","0.004631203366443515","0.004631203366443515"
"76","0.004627894144505262","0.004627894144505262","0.004627894144505262"
"77","0.0046165545645635575","0.0046165545645635575","0.0046165545645635575"
"78","0.004602771587087773","0.004602771587087773","0.004602771587087773"
"79","0.004575138329528272","0.004575138329528272","0.004575138329528272"
"80","0.004570668417727575","0.004570668417727575","0.004570668417727575"
"81","0.00457100807398092","0.00457100807398092","0.00457100807398092"
"82","0.004557613865472376","0.004557613865472376","0.004557613865472376"
"83","0.004545503004919738","0.004545503004919738","0.004545503004919738"
"84","0.004548069278826006","0.004548069278826006","0.004548069278826006"
"85","0.004536326756351627","0.004536326756351627","0.004536326756351627"
"86","0.004506928889895789","0.004506928889895789","0.004506928889895789"
"87","0.004488013932132162","0.004488013932132162","0.004488013932132162"
"88","0.004478901129914448","0.004478901129914448","0.004478901129914448"
"89","0.004478662885958329","0.004478662885958329","0.004478662885958329"
"90","0.004463191973627545","0.004463191973627545","0.004463191973627545"
"91","0.0044265638425713405","0.0044265638425713405","0.0044265638425713405"
"92","0.004424678772920743","0.004424678772920743","0.004424678772920743"
"93","0.00445333297830075","0.00445333297830075","0.00445333297830075"
"94","0.004421339152031578","0.004421339152031578","0.004421339152031578"
"95","0.004412870461237617","0.004412870461237617","0.004412870461237617"
"96","0.004393009876366705","0.004393009876366705","0.004393009876366705"
"97","0.004392123184516095","0.004392123184516095","0.004392123184516095"
"98","0.004376227327156812","0.004376227327156812","0.004376227327156812"
"99","0.004393528739456087","0.004393528739456087","0.004393528739456087"
"100","0.0043705313437385485","0.0043705313437385485","0.0043705313437385485"
"101","0.00435118775931187","0.00435118775931187","0.00435118775931187"
"102","0.0043567895190790296","0.0043567895190790296","0.0043567895190790296"
"103","0.004355851138825528","0.004355851138825528","0.004355851138825528"
"104","0.004363700645626523","0.004363700645626523","0.004363700645626523"
"105","0.0043156950996490195","0.0043156950996490195","0.0043156950996490195"
"106","0.004347589012468234","0.004347589012468234","0.004347589012468234"
"107","0.004326930662500672","0.004326930662500672","0.004326930662500672"
"108","0.0043027478386648","0.0043027478386648","0.0043027478386648"
"109","0.004295006598113105","0.004295006598113105","0.004295006598113105"
"110","0.004299461550544947","0.004299461550544947","0.004299461550544947"
"111","0.00428881507832557","0.00428881507832557","0.00428881507832557"
"112","0.004284727401682176","0.004284727401682176","0.004284727401682176"
"113","0.004261455906089395","0.004261455906089395","0.004261455906089395"
"114","0.004259281340637244","0.004259281340637244","0.004259281340637244"
"115","0.0042650911782402545","0.0042650911782402545","0.0042650911782402545"
"116","0.004246018186677247","0.004246018186677247","0.004246018186677247"
"117","0.0042270390258636326","0.0042270390258636326","0.0042270390258636326"
"118","0.004234367719618604","0.004234367719618604","0.004234367719618604"
"119","0.004220355112920515","0.004220355112920515","0.004220355112920515"
"120","0.004221734794555232","0.004221734794555232","0.004221734794555232"
"121","0.0042286704265279695","0.0042286704265279695","0.0042286704265279695"
"122","0.00424086548446212","0.00424086548446212","0.00424086548446212"
"123","0.00421501298842486","0.00421501298842486","0.00421501298842486"
"124","0.0042003343551186845","0.0042003343551186845","0.0042003343551186845"
"125","0.00419678223261144","0.00419678223261144","0.00419678223261144"
"126","0.004200815048534423","0.004200815048534423","0.004200815048534423"
"127","0.004185929399682209","0.004185929399682209","0.004185929399682209"
"128","0.004166031067143194","0.004166031067143194","0.004166031067143194"
"129","0.004167662569670938","0.004167662569670938","0.004167662569670938"
"130","0.004172966509941034","0.004172966509941034","0.004172966509941034"
"131","0.004164418045547791","0.004164418045547791","0.004164418045547791"
"132","0.004157028961344622","0.004157028961344622","0.004157028961344622"
"133","0.004136090996325947","0.004136090996325947","0.004136090996325947"
"134","0.004143375990679488","0.004143375990679488","0.004143375990679488"
"135","0.004137276438996196","0.004137276438996196","0.004137276438996196"
"136","0.004132667643716559","0.004132667643716559","0.004132667643716559"
"137","0.00413202989147976","0.00413202989147976","0.00413202989147976"
"138","0.004111850212211721","0.004111850212211721","0.004111850212211721"
"139","0.0041273494134657085","0.0041273494134657085","0.0041273494134657085"
"140","0.0041198088438250124","0.0041198088438250124","0.0041198088438250124"
"141","0.004108647801331244","0.004108647801331244","0.004108647801331244"
"142","0.004116501004318707","0.004116501004318707","0.004116501004318707"
"143","0.004095903706911486","0.004095903706911486","0.004095903706911486"
"144","0.004091572089237161","0.004091572089237161","0.004091572089237161"
"145","0.0040985382729559205","0.0040985382729559205","0.0040985382729559205"
"146","0.0040874141559470445","0.0040874141559470445","0.0040874141559470445"
"147","0.004098816309124231","0.004098816309124231","0.004098816309124231"
"148","0.004075278957316186","0.004075278957316186","0.004075278957316186"
"149","0.004059575410792604","0.004059575410792604","0.004059575410792604"
"150","0.004070755261636805","0.004070755261636805","0.004070755261636805"
"151","0.004066319452249445","0.004066319452249445","0.004066319452249445"
"152","0.004061816362082027","0.004061816362082027","0.004061816362082027"
"153","0.004065560002345592","0.004065560002345592","0.004065560002345592"
"154","0.004063566819240805","0.004063566819240805","0.004063566819240805"
"155","0.00405090090498561","0.00405090090498561","0.00405090090498561"
"156","0.004027471411973238","0.004027471411973238","0.004027471411973238"
"157","0.004044959328894038","0.004044959328894038","0.004044959328894038"
"158","0.0040290168253704906","0.0040290168253704906","0.0040290168253704906"
"159","0.004038142222270835","0.004038142222270835","0.004038142222270835"
"160","0.004031791926536243","0.004031791926536243","0.004031791926536243"
"161","0.004024871719593648","0.004024871719593648","0.004024871719593648"
"162","0.0040298373423866","0.0040298373423866","0.0040298373423866"
"163","0.004010478318377864","0.004010478318377864","0.004010478318377864"
"164","0.004023336179670878","0.004023336179670878","0.004023336179670878"
"165","0.004010543445474468","0.004010543445474468","0.004010543445474468"
"166","0.003999614084023051","0.003999614084023051","0.003999614084023051"
"167","0.004003166606707964","0.004003166606707964","0.004003166606707964"
"168","0.00398894337558886","0.00398894337558886","0.00398894337558886"
"169","0.003998456784756854","0.003998456784756854","0.003998456784756854"
"170","0.004008827258076053","0.004008827258076053","0.004008827258076053"
"171","0.003989565091615077","0.003989565091615077","0.003989565091615077"
"172","0.003998345047875773","0.003998345047875773","0.003998345047875773"
"173","0.003993288868514355","0.003993288868514355","0.003993288868514355"
"174","0.003970431709603872","0.003970431709603872","0.003970431709603872"
"175","0.003973887061874848","0.003973887061874848","0.003973887061874848"
"176","0.003968458382587414","0.003968458382587414","0.003968458382587414"
"177","0.003960084919526707","0.003960084919526707","0.003960084919526707"
"178","0.00396109541907208","0.00396109541907208","0.00396109541907208"
"179","0.003958775007049553","0.003958775007049553","0.003958775007049553"
"180","0.003945647484215442","0.003945647484215442","0.003945647484215442"
"181","0.003958998669986613","0.003958998669986613","0.003958998669986613"
"182","0.003946751574403606","0.003946751574403606","0.003946751574403606"
"183","0.003947240758861881","0.003947240758861881","0.003947240758861881"
"184","0.0039396033535012975","0.0039396033535012975","0.0039396033535012975"
"185","0.003942524082958698","0.003942524082958698","0.003942524082958698"
"186","0.003939669833926018","0.003939669833926018","0.003939669833926018"
"187","0.003947705932660028","0.003947705932660028","0.003947705932660028"
"188","0.003936467954190448","0.003936467954190448","0.003936467954190448"
"189","0.003931071922124829","0.003931071922124829","0.003931071922124829"
"190","0.003939966198231559","0.003939966198231559","0.003939966198231559"
"191","0.003917999201803468","0.003917999201803468","0.003917999201803468"
"192","0.003915073575626593","0.003915073575626593","0.003915073575626593"
"193","0.00391364536335459","0.00391364536335459","0.00391364536335459"
"194","0.003912897926056758","0.003912897926056758","0.003912897926056758"
"195","0.0039000146934995428","0.0039000146934995428","0.0039000146934995428"
